,MVT_GT_Norfolk-Portsmouth-Newport News VA
2017-01-15,63.0
2017-01-22,29.0
2017-02-12,27.0
2017-03-05,24.0
2017-03-19,43.0
2017-04-02,30.0
2017-04-16,53.0
2017-05-07,39.0
2017-06-04,66.0
2017-08-13,34.0
2017-09-17,25.0
2017-10-08,44.0
2017-10-22,55.0
2017-11-12,38.0
2017-12-17,94.0
2017-12-24,37.0
2018-01-07,46.211201246293285
2018-01-28,27.087044631976553
2018-02-04,45.14507438662759
2018-02-11,31.351552070639315
2018-04-01,67.46761157994138
2018-04-08,58.93859670261587
2018-04-15,24.954790912645173
2018-04-22,30.285425210973624
2018-04-29,32.917678930305
2018-05-13,46.711201246293285
2018-06-03,35.04993264963638
2018-06-10,88.1578950539238
2018-06-24,57.37246984295018
2018-07-15,60.004723562281555
2018-07-29,38.74831322863345
2018-08-05,28.153171491642244
2018-09-09,24.954790912645173
2018-09-30,21.756410333648105
2018-11-18,99.81916365058069
2019-01-13,71.66599215893845
2019-02-24,21.256410333648105
2019-03-03,22.322537193313796
2019-03-17,67.96761157994138
2019-03-31,76.9966264572669
2019-05-05,43.01282066729621
2019-05-12,22.822537193313796
2019-05-26,66.9014847202757
2019-06-02,45.64507438662759
2019-06-16,30.785425210973624
2019-06-30,67.96761157994138
2019-08-11,31.851552070639315
2019-08-18,27.087044631976553
2019-09-01,31.351552070639315
2019-09-15,49.909581825290346
2019-10-27,43.51282066729621
2019-11-03,27.587044631976553
2019-11-17,27.087044631976553
2019-12-01,30.285425210973624
2019-12-22,23.888664052979486
2019-12-29,58.93859670261587
2020-01-05,44.0789475269619
2020-01-19,22.322537193313796
2020-01-26,49.409581825290346
2020-02-23,19.124156614316725
2020-03-22,58.43859670261587
2020-03-29,53.10796240428742
2020-04-26,49.909581825290346
2020-05-31,20.690283473982415
2020-06-07,37.68218636896776
2020-06-21,45.64507438662759
2020-06-28,19.624156614316725
2020-07-12,57.87246984295018
2020-08-09,27.087044631976553
2020-08-16,29.219298351307934
2020-08-30,21.256410333648105
2020-10-04,30.285425210973624
2020-11-08,40.88056694796483
2020-11-15,21.256410333648105
2020-12-27,25.520917772310867
2021-01-10,23.888664052979486
2021-01-31,63.70310414127863
2021-02-07,20.690283473982415
2021-02-28,30.285425210973624
2021-03-28,20.190283473982415
2021-04-25,28.653171491642244
2021-05-16,31.851552070639315
2021-05-30,30.785425210973624
2021-06-13,36.616059509302076
2021-06-20,22.822537193313796
2021-06-27,21.256410333648105
2021-07-11,45.14507438662759
2021-07-25,24.954790912645173
2021-08-08,31.851552070639315
2021-08-22,31.851552070639315
2021-08-29,35.04993264963638
2021-09-05,36.116059509302076
2021-09-26,26.020917772310867
2021-10-10,46.711201246293285
2021-10-31,26.020917772310867
2021-11-07,52.54183554462173
2021-11-21,44.0789475269619
2021-12-12,43.01282066729621
2022-01-09,61.1417008438945
2022-02-20,18.116059509302072
2022-03-27,49.8191636505807
2022-04-03,22.64507438662759
2022-04-10,29.438596702615868
2022-04-17,113.22537193313795
2022-05-08,37.364372737935525
2022-05-15,20.38056694796483
2022-05-22,62.27395456322587
2022-06-19,45.29014877325518
2022-06-26,52.08367108924346
2022-07-10,38.496626457266906
2022-07-17,22.64507438662759
2022-07-24,20.38056694796483
2022-07-31,31.703104141278626
2022-08-07,28.306342983284488
2022-08-14,56.612685966568975
2022-10-02,35.099865299272764
2022-10-09,29.438596702615868
2022-10-30,35.099865299272764
2022-11-06,33.967611579941384
2022-11-27,22.64507438662759
2022-12-04,23.77732810595897
2022-12-18,46.42240249258656
