,MVT_GT_Louisville KY
2017-01-01,41.0
2017-02-05,30.0
2017-02-26,30.0
2017-04-02,27.0
2017-04-09,23.0
2017-04-16,22.0
2017-05-21,35.0
2017-08-13,49.0
2017-08-27,24.0
2017-10-29,38.0
2017-11-12,26.0
2017-12-10,32.0
2018-01-07,20.0
2018-03-11,28.0
2018-04-01,31.0
2018-04-08,28.0
2018-05-27,39.0
2018-06-10,100.0
2018-07-08,26.0
2018-08-26,27.0
2018-09-23,40.0
2018-09-30,23.0
2018-10-21,19.0
2018-11-04,26.0
2018-11-11,33.0
2018-12-02,70.0
2018-12-23,22.0
2018-12-30,55.0
2019-01-06,24.0
2019-01-27,42.0
2019-02-17,22.0
2019-03-17,33.0
2019-03-24,46.0
2019-04-07,22.0
2019-04-21,57.0
2019-05-26,64.0
2019-06-23,83.0
2019-06-30,21.0
2019-07-21,23.0
2019-08-04,23.0
2019-08-11,54.0
2019-08-18,25.0
2019-09-08,18.0
2019-10-13,36.0
2019-11-24,17.0
2019-12-15,29.0
2020-01-12,21.0
2020-01-19,18.0
2020-02-09,17.0
2020-02-16,25.0
2020-02-23,31.0
2020-03-01,28.0
2020-03-29,17.0
2020-04-05,17.0
2020-06-07,44.0
2020-06-14,25.0
2020-06-28,17.0
2020-07-05,23.0
2020-08-02,33.0
2020-08-09,58.0
2020-09-20,30.0
2020-10-25,23.0
2020-12-13,23.0
2020-12-27,26.0
2021-01-17,33.0
2021-01-24,30.0
2021-02-21,54.0
2021-02-28,35.0
2021-03-14,25.0
2021-03-28,20.0
2021-05-02,30.0
2021-05-16,19.0
2021-05-30,65.0
2021-07-25,43.0
2021-08-15,19.0
2021-08-22,31.0
2021-09-19,45.0
2021-09-26,20.0
2021-10-03,23.0
2021-11-14,74.0
2021-12-26,20.0
2022-01-23,81.0
2022-02-13,24.0
2022-02-20,22.0
2022-02-27,31.0
2022-03-27,17.0
2022-04-10,25.0
2022-04-24,43.0
2022-05-08,27.0
2022-05-15,28.0
2022-05-22,22.0
2022-06-05,23.0
2022-06-12,23.0
2022-07-17,19.0
2022-07-31,29.0
2022-08-28,38.0
2022-09-18,36.0
2022-09-25,31.0
2022-10-02,41.0
2022-10-16,46.0
2022-10-30,15.0
2022-12-04,19.0
2022-12-25,29.0
