,MVT_GT_Atlanta GA
2017-01-01,44.0
2017-01-08,35.0
2017-01-15,37.0
2017-01-22,34.0
2017-01-29,36.0
2017-02-05,32.0
2017-02-12,20.0
2017-02-19,31.0
2017-02-26,23.0
2017-03-05,26.0
2017-03-19,12.0
2017-04-02,23.0
2017-04-09,13.0
2017-04-16,15.0
2017-04-30,21.0
2017-05-07,38.0
2017-05-14,50.0
2017-05-21,84.0
2017-06-04,42.0
2017-06-11,40.0
2017-06-18,44.0
2017-07-02,40.0
2017-07-09,49.0
2017-07-16,33.0
2017-07-23,38.0
2017-07-30,20.0
2017-08-06,20.0
2017-08-13,27.0
2017-08-20,40.0
2017-08-27,32.0
2017-09-03,37.0
2017-09-17,17.0
2017-09-24,38.0
2017-10-01,27.0
2017-10-15,12.0
2017-10-22,24.0
2017-10-29,18.0
2017-11-05,64.0
2017-11-12,38.0
2017-11-19,48.0
2017-11-26,14.0
2017-12-10,15.0
2017-12-17,19.0
2017-12-24,23.0
2017-12-31,25.0
2018-01-07,21.96357258148219
2018-01-14,71.77586842378398
2018-01-21,46.08120543469934
2018-01-28,45.00417529883186
2018-02-04,31.07981366842206
2018-02-11,32.156843804289544
2018-02-18,24.117632853217156
2018-02-25,13.924361630409804
2018-03-04,17.155452038012257
2018-03-11,23.04060271734967
2018-03-18,39.61902461949444
2018-03-25,19.80951230974722
2018-04-08,45.00417529883186
2018-04-15,35.38793421189199
2018-04-22,10.193271222807352
2018-04-29,35.88793421189199
2018-05-06,25.19466298908464
2018-05-13,45.00417529883186
2018-05-27,24.117632853217156
2018-06-03,17.155452038012257
2018-06-10,24.117632853217156
2018-06-17,34.810904076024514
2018-07-01,38.041994483626965
2018-07-08,15.501391766277287
2018-07-15,60.50556706510915
2018-07-29,31.07981366842206
2018-08-05,21.96357258148219
2018-08-12,23.04060271734967
2018-08-19,42.35011502709689
2018-08-26,17.655452038012257
2018-09-02,29.502783532554574
2018-09-16,27.848723260819607
2018-10-07,42.35011502709689
2018-10-14,25.69466298908464
2018-10-21,42.35011502709689
2018-10-28,36.46496434775948
2018-11-04,18.73248217387974
2018-11-11,35.88793421189199
2018-11-18,12.34733149454232
2018-11-25,25.69466298908464
2018-12-02,57.851506793374185
2018-12-16,27.848723260819607
2018-12-23,17.655452038012257
2018-12-30,49.81229584230179
2019-01-06,83.04616978245882
2019-01-13,15.001391766277287
2019-01-20,48.23526570643431
2019-01-27,23.04060271734967
2019-02-03,49.31229584230179
2019-02-10,26.271693124952122
2019-02-17,23.04060271734967
2019-02-24,40.19605475536193
2019-03-03,32.656843804289544
2019-03-17,24.617632853217156
2019-03-31,28.925753396687092
2019-04-14,15.001391766277287
2019-04-28,15.001391766277287
2019-05-05,65.89071774444656
2019-05-19,27.848723260819607
2019-05-26,21.46357258148219
2019-06-02,26.771693124952122
2019-06-09,23.04060271734967
2019-06-16,47.15823557056683
2019-06-30,45.00417529883186
2019-07-07,27.848723260819607
2019-07-14,48.73526570643431
2019-07-21,32.656843804289544
2019-08-04,28.925753396687092
2019-08-11,33.233873940157025
2019-08-18,34.810904076024514
2019-08-25,27.848723260819607
2019-09-01,56.774476657506696
2019-09-08,39.11902461949444
