,MVT_GT_Colorado Springs-Pueblo CO
2017-01-29,29.0
2017-02-26,40.0
2017-03-12,25.0
2017-03-26,84.0
2017-04-02,23.0
2017-04-23,46.0
2017-04-30,23.0
2017-05-14,37.0
2017-07-09,58.0
2017-07-16,28.0
2017-07-30,29.0
2017-08-13,40.0
2017-08-20,29.0
2017-09-03,66.0
2017-09-24,87.0
2017-12-10,33.0
2017-12-24,53.0
2017-12-31,27.0
2018-01-14,25.713080540974573
2018-02-25,28.446682432925655
2018-03-11,100.27445486658127
2018-04-08,52.004028379266174
2018-04-15,88.99578189341102
2018-05-06,23.057345946340522
2018-05-27,26.7909478382916
2018-06-10,36.99175351414483
2018-06-17,58.97123216316833
2018-07-01,69.17203783902157
2018-07-15,60.04909946048536
2018-07-22,57.89336486585131
2018-07-29,30.02454973024268
2018-09-02,36.99175351414483
2018-09-30,28.946682432925655
2018-11-11,31.102417027559703
2018-11-25,27.368815135608628
2018-12-23,30.02454973024268
2019-01-06,28.946682432925655
2019-03-31,33.25815162219376
2019-04-14,30.02454973024268
2019-04-28,23.557345946340522
2019-05-26,36.99175351414483
2019-06-09,45.536824595364024
2019-06-16,47.19255918999807
2019-07-07,31.102417027559703
2019-07-28,31.102417027559703
2019-08-25,27.868815135608628
2019-09-15,23.057345946340522
2019-10-06,23.057345946340522
2019-12-08,41.80322270341294
2019-12-29,43.958957298047
2020-01-05,56.81549756853428
2020-01-19,19.823744054389444
2020-01-26,27.368815135608628
2020-02-09,32.68028432487673
2020-03-01,53.5818956765832
2020-03-08,27.868815135608628
2020-03-29,18.245876757072416
2020-07-26,25.213080540974573
2020-08-09,34.836018919510785
2020-08-23,28.946682432925655
2020-08-30,58.97123216316833
2020-09-20,48.7704264873151
2020-11-08,58.97123216316833
2021-01-31,35.413886216827805
2021-02-07,30.02454973024268
2021-03-07,21.9794786490235
2021-03-21,30.52454973024268
2021-04-04,67.01630324438752
2021-04-18,28.946682432925655
2021-06-13,39.14748810877889
2021-07-04,95.96298567731317
2021-08-08,42.88109000072997
2021-08-22,43.958957298047
2021-09-05,41.30322270341294
2021-09-19,38.06962081146186
2021-10-10,39.14748810877889
2021-12-05,31.102417027559703
2021-12-12,53.0818956765832
2022-01-09,24.2704264873151
2022-02-06,21.958957298046993
2022-02-13,41.606445406825884
2022-03-06,17.336018919510785
2022-05-01,19.647488108778887
2022-05-08,25.42616108194915
2022-05-29,20.803222703412942
2022-06-12,20.803222703412942
2022-06-26,38.13924162292373
2022-07-10,35.82777243365562
2022-07-24,50.8523221638983
2022-07-31,115.57345946340523
2022-08-28,61.25393351560477
2022-09-04,28.893364865851307
2022-11-06,21.958957298046993
2022-11-27,50.8523221638983
2022-12-04,40.45071081219183
