,MVT_GT_San Antonio TX
2017-01-15,30.0
2017-03-26,24.0
2017-04-02,29.0
2017-04-23,26.0
2017-05-21,67.0
2017-05-28,70.0
2017-06-04,46.0
2017-06-11,64.0
2017-06-25,29.0
2017-07-02,90.0
2017-07-30,33.0
2017-09-17,45.0
2017-11-12,48.0
2017-11-19,46.0
2017-12-31,28.0
2018-01-07,84.0
2018-02-04,28.0
2018-02-11,26.0
2018-03-04,37.0
2018-03-25,29.0
2018-04-15,61.0
2018-05-06,29.0
2018-05-13,65.0
2018-06-24,27.0
2018-07-01,26.0
2018-07-08,68.0
2018-08-12,35.0
2018-08-19,63.0
2018-09-02,34.0
2018-09-09,41.0
2018-10-07,39.0
2018-10-14,28.0
2018-10-21,30.0
2018-11-11,54.0
2018-11-18,91.0
2018-12-16,27.0
2018-12-30,29.0
2019-03-17,34.0
2019-03-24,42.0
2019-03-31,36.0
2019-05-12,55.0
2019-05-26,50.0
2019-06-16,74.0
2019-06-30,66.0
2019-07-07,27.0
2019-07-28,30.0
2019-08-04,43.0
2019-08-11,35.0
2019-09-22,36.0
2019-09-29,55.0
2019-10-06,45.0
2019-10-13,47.0
2019-10-27,36.0
2019-11-17,21.0
2019-12-01,39.0
2019-12-08,53.0
2019-12-22,25.0
2020-01-05,42.0
2020-01-19,27.0
2020-02-02,21.0
2020-03-08,100.0
2020-04-05,21.0
2020-04-19,31.0
2020-05-10,35.0
2020-05-24,40.0
2020-06-07,39.0
2020-07-12,78.0
2020-07-19,24.0
2020-07-26,27.0
2020-08-09,63.0
2020-09-20,60.0
2020-11-01,21.0
2020-11-22,79.0
2020-12-13,22.0
2021-01-03,73.0
2021-01-24,49.0
2021-01-31,42.0
2021-02-21,28.0
2021-03-07,56.0
2021-03-21,29.0
2021-04-11,29.0
2021-04-18,48.0
2021-04-25,22.0
2021-05-02,31.0
2021-06-20,24.0
2021-07-18,39.0
2021-08-15,30.0
2021-09-12,71.0
2021-10-10,40.0
2021-10-17,30.0
2021-11-07,31.0
2021-12-26,24.0
2022-02-06,25.0
2022-02-27,27.0
2022-03-06,44.0
2022-03-20,28.0
2022-03-27,17.0
2022-04-10,17.0
2022-04-17,38.0
2022-05-01,60.0
2022-05-08,59.0
2022-05-15,22.0
2022-05-29,64.0
2022-06-05,22.0
2022-06-12,55.0
2022-07-03,36.0
2022-07-10,38.0
2022-07-17,26.0
2022-08-07,31.0
2022-08-14,34.0
2022-08-21,25.0
2022-08-28,29.0
2022-09-11,22.0
2022-09-18,57.0
2022-09-25,57.0
2022-10-02,54.0
2022-10-09,26.0
2022-10-16,38.0
2022-10-30,72.0
2022-11-13,25.0
2022-11-20,37.0
2022-12-04,30.0
2022-12-25,40.0
