,MVT_GT_Albuquerque-Santa Fe NM
2017-01-29,46.0
2017-03-12,25.0
2017-03-26,26.0
2017-04-16,18.0
2017-05-21,31.0
2017-06-11,21.0
2017-07-02,35.0
2017-07-30,22.0
2017-08-20,18.0
2017-09-24,46.0
2017-10-01,23.0
2017-10-08,36.0
2017-10-15,16.0
2017-10-29,26.0
2017-11-26,18.0
2017-12-10,100.0
2018-01-14,20.196154612260834
2018-01-28,15.716008895764958
2018-02-04,15.216008895764958
2018-02-11,27.003015567588676
2018-02-18,28.054159060143313
2018-03-04,27.003015567588676
2018-03-11,13.113721910655677
2018-04-01,23.074013343647437
2018-05-06,14.164865403210317
2018-05-27,34.08544826919383
2018-06-03,23.074013343647437
2018-06-10,22.022869851092796
2018-06-17,55.05717462773199
2018-07-01,13.889293656932997
2018-07-29,17.042724134596916
2018-08-12,24.125156836202073
2018-08-26,25.676300328756717
2018-09-02,15.991580642042276
2018-09-23,15.216008895764958
2018-10-28,31.983161284084552
2019-01-27,19.145011119706197
2019-02-03,16.767152388319595
2019-03-03,34.08544826919383
2019-04-07,31.983161284084552
2019-04-21,18.869439373428875
2019-05-19,31.983161284084552
2019-05-26,50.852600657513435
2019-06-09,14.664865403210317
2019-07-14,35.91216350802579
2019-07-21,22.798441597370115
2019-08-11,14.940437149487638
2019-08-25,21.247298104815478
2019-09-22,18.869439373428875
2019-10-20,11.787006671823718
2019-10-27,13.889293656932997
2020-01-12,19.920582865983516
2020-02-02,19.920582865983516
2020-02-09,20.971726358538156
2020-03-01,22.022869851092796
2020-03-15,15.716008895764958
2020-03-22,15.991580642042276
2020-03-29,23.074013343647437
2020-05-03,13.889293656932997
2020-05-17,16.267152388319595
2020-05-31,16.267152388319595
2020-06-14,15.216008895764958
2020-08-16,13.113721910655677
2020-08-23,34.08544826919383
2020-09-06,14.940437149487638
2020-09-20,35.13659176174848
2020-10-25,35.91216350802579
2020-11-01,25.176300328756717
2020-11-08,15.991580642042276
2020-11-29,24.125156836202073
2021-01-10,13.889293656932997
2021-01-17,15.216008895764958
2021-01-24,38.790022239412394
2021-01-31,17.81829588087424
2021-03-28,11.287006671823718
2021-04-04,28.829730806420635
2021-04-18,15.991580642042276
2021-05-30,12.062578418101037
2021-06-06,11.787006671823718
2021-06-13,26.727443821311354
2021-06-27,30.932017791529915
2021-07-04,23.074013343647437
2021-07-25,12.062578418101037
2021-08-15,22.298441597370115
2021-08-22,13.889293656932997
2021-08-29,21.247298104815478
2021-09-26,45.09688319474023
2021-10-03,15.716008895764958
2021-12-12,14.164865403210317
2022-01-09,38.58004447882479
2022-01-16,23.69917017984951
2022-02-06,39.131187971379426
2022-02-13,34.72204003094231
2022-02-20,10.471726358538156
2022-02-27,17.085448269193833
2022-04-03,15.432017791529914
2022-05-01,14.329730806420635
2022-05-08,27.55717462773199
2022-05-22,29.21060510539591
2022-05-29,20.943452717076312
2022-06-26,17.636591761748473
2022-07-03,27.00603113517735
2022-08-28,18.738878746857754
2022-09-11,13.778587313865994
2022-10-23,12.125156836202075
2022-11-13,27.00603113517735
2022-12-04,24.80145716495879
2022-12-18,19.290022239412394
