,MVT_GT_Norfolk-Portsmouth-Newport News VA
2017-01-15,24.0
2017-01-22,62.0
2017-03-19,44.0
2017-03-26,38.0
2017-04-09,42.0
2017-06-18,32.0
2017-07-16,40.0
2017-08-13,83.0
2017-08-20,35.0
2017-10-08,31.0
2017-10-15,26.0
2017-10-22,100.0
2017-11-26,28.0
2017-12-03,24.0
2017-12-10,37.0
2017-12-17,31.0
2017-12-24,34.0
2017-12-31,34.0
2018-01-07,73.79691877561578
2018-01-28,19.557641240419684
2018-02-11,48.87198516307019
2018-03-04,33.22587217073445
2018-03-18,36.1595183567974
2018-04-08,32.247990108713466
2018-04-22,21.01340536446165
2018-04-29,77.20844702369972
2018-06-03,33.72587217073445
2018-06-24,24.924933612545587
2018-07-08,35.18163629477641
2018-08-05,35.18163629477641
2018-08-12,21.991287426482636
2018-08-26,26.880697736587557
2018-09-30,20.035523302440666
2018-10-21,40.57104660488133
2018-11-04,47.39410310104921
2018-11-11,51.805631349133144
2018-11-25,26.880697736587557
2018-12-16,58.150805783280035
2019-01-06,21.991287426482636
2019-01-20,27.358579798608538
2019-03-03,40.07104660488133
2019-03-17,61.084451969342986
2019-03-31,23.947051550524606
2019-04-14,95.78820620209842
2019-05-26,46.91622103902822
2019-08-18,35.18163629477641
2019-09-22,39.09316454286035
2019-12-01,94.81032414007743
2019-12-15,20.035523302440666
2020-01-05,24.924933612545587
2020-02-09,21.01340536446165
2020-02-16,21.991287426482636
2020-03-01,21.991287426482636
2020-05-03,42.0268107289233
2020-06-07,44.96045691498625
2020-06-21,19.057641240419684
2020-07-12,21.991287426482636
2020-08-02,64.01809815540594
2020-08-09,20.035523302440666
2020-09-06,61.084451969342986
2020-10-18,21.991287426482636
2020-12-13,31.270108046692478
2021-01-31,73.79691877561578
2021-03-14,21.01340536446165
2021-04-18,30.792225984671493
2021-05-09,25.902815674566572
2021-05-16,23.947051550524606
2021-07-04,52.78351341115413
2021-07-11,48.37198516307019
2021-07-25,20.035523302440666
2021-08-22,52.78351341115413
2021-09-05,46.91622103902822
2021-10-24,50.327749287112155
2021-11-07,42.0268107289233
2021-11-14,39.09316454286035
2021-11-21,40.07104660488133
2021-11-28,22.96916948850362
2021-12-12,43.00469279094429
2021-12-26,76.73056496167874
2022-02-20,29.628687845301016
2022-03-27,44.92091382997251
2022-05-01,39.1863290857207
2022-05-15,18.1595183567974
2022-05-22,19.115282480839365
2022-05-29,37.27480083763676
2022-06-26,43.96514970593054
2022-07-03,21.0268107289233
2022-07-24,20.071046604881335
2022-07-31,35.36327258955283
2022-08-21,58.30161156656007
2022-10-09,68.81501693102172
2022-10-16,31.540216093384956
2022-10-30,46.832442078056445
2022-11-06,24.849867225091177
2022-11-13,58.30161156656007
2022-11-27,27.71715959721708
2022-12-11,29.628687845301016
2022-12-18,62.12466806272794
2022-12-25,30.584451969342986
