,MVT_GT_Detroit MI
2017-01-01,61.0
2017-01-08,22.0
2017-01-15,28.0
2017-01-22,48.0
2017-01-29,43.0
2017-02-05,19.0
2017-02-12,16.0
2017-02-19,34.0
2017-03-05,25.0
2017-03-26,34.0
2017-04-02,54.0
2017-04-09,37.0
2017-04-16,13.0
2017-04-30,26.0
2017-05-14,100.0
2017-05-28,32.0
2017-06-04,24.0
2017-06-11,23.0
2017-06-25,28.0
2017-07-02,36.0
2017-07-09,77.0
2017-07-16,26.0
2017-07-30,31.0
2017-08-06,25.0
2017-08-13,50.0
2017-08-27,42.0
2017-09-10,14.0
2017-10-08,26.0
2017-11-05,23.0
2017-11-19,14.0
2017-11-26,33.0
2017-12-10,17.0
2017-12-31,17.0
2018-01-07,40.93148502379411
2018-01-14,14.264528008460127
2018-01-21,28.075023016391498
2018-02-11,34.7532540200928
2018-02-25,14.764528008460127
2018-03-11,17.1266270100464
2018-04-15,17.1266270100464
2018-05-06,17.1266270100464
2018-06-03,16.172594009517645
2018-06-10,19.988726011632675
2018-07-22,23.304858013747705
2018-07-29,23.804858013747705
2018-08-05,24.258891014276465
2018-08-12,19.03469301110392
2018-08-19,19.988726011632675
2018-09-02,17.1266270100464
2018-09-09,53.28794703119672
2018-10-07,31.891155018506527
2018-11-25,14.764528008460127
2018-12-16,16.172594009517645
2018-12-30,36.16132002115032
2019-01-06,19.03469301110392
2019-01-13,55.196013032254235
2019-01-27,17.1266270100464
2019-02-10,27.120990015862738
2019-03-03,45.701650026437896
2019-03-10,46.655683026966656
2019-03-17,33.299221019564044
2019-05-05,27.620990015862738
2019-05-12,35.207287020621564
2019-05-19,19.988726011632675
2019-05-26,16.672594009517645
2019-06-02,16.172594009517645
2019-06-23,28.075023016391498
2019-06-30,37.61535302167908
2019-07-21,28.075023016391498
2019-07-28,21.89679201269019
2019-08-04,51.8798810301392
2019-08-11,79.9549040465307
2019-08-18,20.94275901216143
2019-09-01,45.201650026437896
2019-09-08,40.93148502379411
2019-09-15,42.83955102485162
2019-09-22,48.063749028024176
2019-09-29,19.03469301110392
2019-10-06,30.93712201797777
2019-10-20,30.93712201797777
2019-11-03,64.73634303754181
2019-11-17,22.350825013218948
2019-12-08,12.856462007402612
2019-12-29,45.701650026437896
2020-01-05,44.747617025909136
2020-01-12,53.78794703119672
2020-02-02,19.988726011632675
2020-02-09,28.075023016391498
2020-03-01,21.39679201269019
2020-03-15,25.712924014805225
2020-03-22,29.98308901744901
2020-03-29,23.304858013747705
2020-04-05,11.902429006873852
2020-05-10,16.172594009517645
2020-05-24,18.08066001057516
2020-05-31,39.97745202326535
2020-06-07,26.16695701533398
2020-06-14,17.1266270100464
2020-06-28,37.11535302167908
2020-07-05,18.08066001057516
2020-07-26,15.718561008988885
2020-08-09,19.988726011632675
2020-08-16,38.06938602220784
2020-08-23,21.89679201269019
2020-09-20,17.6266270100464
2020-10-04,39.97745202326535
2020-10-11,16.172594009517645
2020-10-25,17.1266270100464
2020-11-01,29.029056016920254
2020-11-08,13.810495007931369
2020-11-22,14.764528008460127
2020-11-29,25.712924014805225
2020-12-06,20.94275901216143
2020-12-27,19.03469301110392
2021-01-03,13.810495007931369
2021-01-17,19.988726011632675
2021-01-24,22.850825013218948
2021-02-07,22.350825013218948
2021-02-14,30.93712201797777
2021-02-28,44.247617025909136
2021-03-07,28.075023016391498
2021-03-28,19.988726011632675
2021-04-04,20.94275901216143
2021-04-11,22.850825013218948
2021-04-18,38.06938602220784
2021-05-02,41.88551802432286
2021-05-16,25.712924014805225
2021-05-30,19.03469301110392
2021-06-06,64.73634303754181
2021-06-13,15.218561008988885
2021-07-11,31.891155018506527
2021-07-18,19.03469301110392
2021-08-08,29.98308901744901
2021-08-22,23.304858013747705
2021-09-12,47.10971602749541
2021-09-19,19.03469301110392
2021-09-26,90.90330005287579
2021-10-03,23.804858013747705
2021-10-10,48.063749028024176
2021-10-17,49.97181502908168
2021-10-31,29.029056016920254
2021-11-14,18.08066001057516
2021-11-28,33.799221019564044
2021-12-05,29.98308901744901
2021-12-12,28.075023016391498
2021-12-19,19.988726011632675
2021-12-26,42.33955102485162
2022-01-09,19.97745202326535
2022-01-23,47.219432054990826
2022-01-30,24.51778202855293
2022-02-06,22.701650026437896
2022-02-20,29.05811203384051
2022-03-06,21.793584025380383
2022-03-13,31.782310037013055
2022-03-20,16.345188019035287
2022-03-27,42.679102049703246
2022-04-03,12.712924014805223
2022-04-10,46.31136605393331
2022-04-17,29.05811203384051
2022-05-01,26.333914030667962
2022-05-15,29.05811203384051
2022-05-29,40.86297004758821
2022-06-05,36.322640042300634
2022-06-12,34.5065080401856
2022-06-19,33.59844203912809
2022-06-26,21.793584025380383
2022-07-03,34.5065080401856
2022-07-10,17.2532540200928
2022-07-24,16.345188019035287
2022-07-31,39.04683804547318
2022-08-07,43.587168050760766
2022-08-14,36.322640042300634
2022-08-21,56.300092065565984
2022-08-28,67.19688407825618
2022-09-04,35.41457404124312
2022-09-11,45.40330005287579
2022-09-18,29.05811203384051
2022-09-25,23.609716027495413
2022-10-02,58.11622406768102
2022-10-09,43.587168050760766
2022-10-16,17.2532540200928
2022-11-06,12.712924014805223
2022-11-13,24.51778202855293
2022-11-27,17.2532540200928
2022-12-11,35.41457404124312
2022-12-18,28.150046032782992
