,MVT_GT_Tucson AZ
2017-01-01,27.0
2017-01-08,36.0
2017-01-22,21.0
2017-04-16,29.0
2017-04-23,28.0
2017-05-21,30.0
2017-08-06,23.0
2017-08-13,27.0
2017-10-01,29.0
2017-10-29,27.0
2017-11-12,46.0
2017-12-31,24.0
2018-01-14,31.0
2018-02-11,20.0
2018-03-25,33.0
2018-04-08,44.0
2018-04-22,28.0
2018-05-20,31.0
2018-06-03,23.0
2018-07-01,36.0
2018-08-05,33.0
2018-08-12,22.0
2018-09-09,56.0
2018-09-16,27.0
2018-11-18,23.0
2018-12-30,21.0
2019-01-13,50.0
2019-02-17,22.0
2019-03-03,21.0
2019-04-14,73.0
2019-05-05,63.0
2019-06-23,45.0
2019-08-25,24.0
2019-09-01,36.0
2019-10-13,36.0
2019-12-15,36.0
2019-12-29,51.0
2020-01-05,22.0
2020-01-19,34.0
2020-03-29,39.0
2020-04-26,24.0
2020-05-31,45.0
2020-06-21,85.0
2020-08-09,56.0
2020-09-13,41.0
2020-09-20,33.0
2020-09-27,19.0
2020-12-06,32.0
2020-12-27,19.0
2021-01-17,40.0
2021-02-21,23.0
2021-03-14,21.0
2021-04-18,78.0
2021-07-04,22.0
2021-08-01,23.0
2021-09-05,35.0
2021-09-19,30.0
2021-10-24,100.0
2021-10-31,68.0
2021-11-28,19.0
2021-12-12,63.0
2021-12-26,49.0
2022-02-27,36.0
2022-03-20,28.0
2022-03-27,46.0
2022-04-17,22.0
2022-05-08,48.0
2022-06-26,55.0
2022-08-14,27.0
2022-09-11,21.0
2022-10-30,16.0
2022-11-27,30.0
2022-12-18,18.0
