,MVT_GT_Colorado Springs-Pueblo CO
2017-01-01,51.0
2017-01-15,35.0
2017-01-22,34.0
2017-01-29,21.0
2017-05-07,25.0
2017-06-11,38.0
2017-07-16,53.0
2017-08-13,46.0
2017-08-20,38.0
2017-10-01,65.0
2017-10-08,30.0
2017-10-22,30.0
2017-11-19,18.0
2017-12-17,100.0
2017-12-31,59.0
2018-02-11,18.981695680402176
2018-02-18,37.96339136080435
2018-03-04,42.23899832410087
2018-04-22,39.22192701523652
2018-05-06,59.962158350070865
2018-05-27,35.32558787915609
2018-06-03,18.981695680402176
2018-06-10,29.79144526142739
2018-06-24,30.170713088643478
2018-07-01,21.99876698926652
2018-07-29,29.79144526142739
2018-09-23,19.86096350761826
2018-09-30,22.378034816482607
2018-12-09,40.10119484245261
2018-12-16,25.015838298130866
2018-12-30,75.9267827216087
2019-01-06,18.981695680402176
2019-01-27,18.981695680402176
2019-03-10,17.22316002597
2019-03-24,29.29144526142739
2019-04-28,15.085356544321739
2019-05-12,21.119499162050435
2019-06-23,29.79144526142739
2019-06-30,29.29144526142739
2019-07-21,20.74023133483435
2019-08-25,30.170713088643478
2019-09-15,30.170713088643478
2019-09-22,26.774373952563042
2019-10-13,21.119499162050435
2019-10-20,18.981695680402176
2019-11-24,51.79021225069391
2019-12-08,63.3584974861513
2020-01-05,18.981695680402176
2020-01-26,19.86096350761826
2020-02-23,20.74023133483435
2020-03-01,24.136570470914783
2020-03-15,12.947553062673478
2020-05-17,18.102427853186086
2020-06-07,25.895106125346956
2020-07-19,50.91094442347783
2020-08-23,40.10119484245261
2020-09-06,18.981695680402176
2020-09-20,22.378034816482607
2020-09-27,33.187784397507826
2020-10-04,15.964624371537825
2020-11-22,43.99753397853304
2020-12-20,26.774373952563042
2021-01-03,30.170713088643478
2021-01-10,13.826820889889564
2021-02-14,41.85973049688478
2021-02-21,18.602427853186086
2021-06-27,35.32558787915609
2021-07-25,18.981695680402176
2021-08-08,75.0475148943926
2021-10-03,19.86096350761826
2021-10-31,24.136570470914783
2021-11-28,38.842659188020434
2021-12-12,17.72316002597
2022-01-09,31.8584974861513
2022-02-06,50.82188884695565
2022-02-13,18.20485570637217
2022-02-27,15.92924874307565
2022-03-13,12.136570470914782
2022-03-20,12.136570470914782
2022-04-10,28.824354868422606
2022-04-24,14.412177434211303
2022-05-01,14.412177434211303
2022-05-22,59.16578104570956
2022-06-05,17.44632005194
2022-06-19,25.031676596261736
2022-07-03,47.787746229226954
2022-07-17,20.480462669668693
2022-07-24,31.099961831719128
2022-08-14,28.065819213990434
2022-08-21,16.687784397507826
2022-09-04,30.341426177286955
2022-10-02,18.963391360804348
2022-10-23,33.37556879501565
2022-10-30,32.61703314058347
2022-12-25,13.653641779779129
