,MVT_GT_Louisville KY
2017-01-29,28.0
2017-02-19,29.0
2017-03-05,42.0
2017-03-12,47.0
2017-03-19,80.0
2017-04-02,54.0
2017-04-09,35.0
2017-04-16,31.0
2017-04-23,25.0
2017-04-30,36.0
2017-06-11,68.0
2017-07-16,69.0
2017-08-06,34.0
2017-09-03,86.0
2017-10-01,25.0
2017-11-05,35.0
2017-11-12,35.0
2017-12-10,100.0
2018-02-04,31.86677734801924
2018-04-29,27.16305827190546
2018-05-13,74.02248047871157
2018-06-03,34.68900879368751
2018-06-10,47.80016602202886
2018-06-24,37.011240239355786
2018-07-22,69.81876140259777
2018-07-29,28.103802087128216
2018-08-26,27.16305827190546
2018-09-02,81.98917481571638
2018-10-28,31.86677734801924
2018-11-04,75.90396810915708
2018-11-11,37.011240239355786
2018-11-25,24.34082682623719
2018-12-09,23.90008301101443
2019-01-06,77.2854557396026
2019-02-03,25.281570641459943
2019-02-10,87.13363770705291
2019-03-03,47.80016602202886
2019-04-07,33.24826497846476
2019-05-05,53.885372728588166
2019-06-23,24.34082682623719
2019-07-07,51.06314128291989
2019-07-28,50.122397467697134
2019-08-11,53.385372728588166
2019-08-25,21.077851565346162
2019-09-08,81.04843100049362
2019-09-22,25.781570641459943
2019-10-06,37.011240239355786
2019-11-03,25.781570641459943
2019-11-24,35.129752608910266
2019-12-15,29.98528971757373
2020-01-12,46.85942220680611
2020-01-19,66.99652995692952
2020-02-09,29.044545902350972
2020-02-23,29.044545902350972
2020-03-01,19.19636393490065
2020-03-08,27.66305827190546
2020-03-15,40.27421550024681
2020-03-22,69.81876140259777
2020-03-29,74.02248047871157
2020-04-05,50.122397467697134
2020-04-12,39.33347168502405
2020-05-10,22.018595380568918
2020-06-07,30.926033532796488
2020-06-28,41.21495931546957
2020-07-19,31.86677734801924
2020-08-09,22.959339195791674
2020-08-23,17.814876304455133
2020-08-30,17.814876304455133
2020-09-06,88.07438152227567
2020-11-08,65.115042326484
2020-11-22,40.77421550024681
2020-12-06,25.781570641459943
2021-01-03,22.959339195791674
2021-01-17,41.21495931546957
2021-02-21,59.97057943514746
2021-03-07,59.0298356199247
2021-03-21,26.222314456682703
2021-03-28,55.26686035903367
2021-04-04,48.24090983725162
2021-04-11,29.044545902350972
2021-05-02,27.66305827190546
2021-05-09,58.589091804701944
2021-05-16,46.85942220680611
2021-05-30,27.16305827190546
2021-06-13,71.20024903304329
2021-06-27,42.655703130692324
2021-07-04,29.044545902350972
2021-07-25,43.096446945915076
2021-08-08,36.070496424133026
2021-09-12,56.70760417425643
2021-10-24,37.95198405457854
2021-11-14,37.011240239355786
2021-12-19,27.66305827190546
2022-01-23,44.955869152721185
2022-03-06,43.19289389183016
2022-03-20,44.955869152721185
2022-03-27,34.37801758737503
2022-04-24,17.62975260891027
2022-05-15,22.91867839158335
2022-05-22,50.24479493539427
2022-06-05,44.955869152721185
2022-06-26,40.54843100049362
2022-07-03,22.91867839158335
2022-08-14,42.31140626138465
2022-08-28,27.32611654381092
2022-09-04,40.54843100049362
2022-09-11,37.90396810915708
2022-11-13,44.07438152227567
2022-11-20,54.65223308762184
2022-12-04,24.681653652474377
