,MVT_GT_Dallas-Ft. Worth TX
2017-01-01,52.0
2017-01-08,56.0
2017-01-15,17.0
2017-01-22,54.0
2017-01-29,25.0
2017-02-05,23.0
2017-02-12,43.0
2017-02-19,19.0
2017-02-26,94.0
2017-03-05,70.0
2017-03-19,39.0
2017-04-02,22.0
2017-04-09,63.0
2017-04-23,36.0
2017-04-30,39.0
2017-05-07,40.0
2017-05-14,51.0
2017-05-21,62.0
2017-05-28,46.0
2017-06-11,56.0
2017-06-18,55.0
2017-06-25,22.0
2017-07-09,28.0
2017-07-16,42.0
2017-07-23,99.0
2017-07-30,72.0
2017-08-06,24.0
2017-08-13,29.0
2017-08-27,40.0
2017-09-03,16.0
2017-09-10,15.0
2017-09-17,25.0
2017-09-24,57.0
2017-10-01,80.0
2017-10-08,14.0
2017-10-15,56.0
2017-10-22,39.0
2017-10-29,32.0
2017-11-12,62.0
2017-11-19,18.0
2017-11-26,30.0
2017-12-03,40.0
2017-12-10,63.0
2017-12-24,63.0
2017-12-31,24.0
2018-01-07,45.659493466360274
2018-01-14,36.98537624887285
2018-01-21,41.8705860874371
2018-01-28,63.104030360976175
2018-02-04,33.196468869949676
2018-02-11,50.04470330492451
2018-02-18,26.118654112103318
2018-02-25,21.733444273539078
2018-03-11,31.003863950667558
2018-03-18,48.44840084528346
2018-03-25,33.196468869949676
2018-04-01,20.13714181389802
2018-04-08,40.27428362779604
2018-04-15,28.811259031385436
2018-04-22,27.714956571744377
2018-05-06,66.89293773989935
2018-05-13,60.91142544169405
2018-05-27,54.929913143488754
2018-06-10,22.829746733180137
2018-06-17,46.75579592600134
2018-06-24,32.10016641030862
2018-07-01,26.118654112103318
2018-07-08,72.87445003810465
2018-07-15,42.966888547078156
2018-07-22,69.08554265918147
2018-07-29,22.829746733180137
2018-08-05,77.75965987666889
2018-08-19,53.333610683847695
2018-08-26,64.20033282061723
2018-09-02,52.237308224206636
2018-09-09,41.8705860874371
2018-09-16,39.17798116815497
2018-09-23,40.77428362779604
2018-09-30,60.91142544169405
2018-10-07,39.17798116815497
2018-10-14,25.022351652462255
2018-10-21,27.714956571744377
2018-10-28,34.792771329590735
2018-11-04,76.66335741702784
2018-11-11,57.12251806277087
2018-11-25,63.604030360976175
2018-12-09,41.8705860874371
2018-12-16,16.348234434974838
2018-12-23,19.04083935425696
2018-12-30,81.04856725559208
2019-01-06,31.003863950667558
2019-01-13,42.966888547078156
2019-01-20,48.94840084528346
2019-01-27,29.4075614910265
2019-02-03,63.104030360976175
2019-02-10,56.02621560312981
2019-02-17,52.237308224206636
2019-02-24,36.98537624887285
2019-03-03,38.08167870851392
2019-03-10,38.08167870851392
2019-03-17,82.14486971523314
2019-03-24,53.833610683847695
2019-03-31,87.03007955379738
2019-04-14,38.08167870851392
2019-04-21,77.75965987666889
2019-05-12,42.966888547078156
2019-05-19,62.007727901335116
2019-05-26,32.10016641030862
2019-06-02,27.714956571744377
2019-06-09,54.929913143488754
2019-06-16,42.966888547078156
2019-06-23,25.022351652462255
2019-06-30,73.4707524977457
2019-07-07,69.58554265918147
2019-07-14,48.44840084528346
2019-07-21,54.929913143488754
2019-07-28,52.737308224206636
2019-08-04,65.7966352802583
2019-08-11,76.16335741702784
2019-08-18,54.429913143488754
2019-08-25,63.104030360976175
2019-09-01,69.08554265918147
2019-09-08,22.329746733180137
2019-09-15,42.966888547078156
2019-09-22,75.06705495738677
2019-09-29,33.196468869949676
2019-10-06,34.292771329590735
2019-10-13,46.75579592600134
2019-10-27,35.8890737892318
2019-11-03,39.67798116815497
2019-11-10,34.292771329590735
2019-11-17,44.063191006719215
2019-11-24,33.696468869949676
2019-12-01,72.87445003810465
2019-12-08,42.966888547078156
2019-12-15,31.003863950667558
2019-12-22,72.37445003810465
2019-12-29,100.08940660984902
2020-01-12,28.811259031385436
2020-01-26,57.12251806277087
2020-02-02,51.14100576456558
2020-02-09,20.13714181389802
2020-02-16,60.91142544169405
2020-02-23,36.98537624887285
2020-03-01,34.792771329590735
2020-03-08,59.315122982053
2020-03-15,14.655629515692718
2020-04-05,33.196468869949676
2020-04-12,45.159493466360274
2020-04-19,40.27428362779604
2020-04-26,46.25579592600134
2020-05-03,38.58167870851392
2020-05-10,15.751931975333779
2020-05-17,64.20033282061723
2020-05-24,47.85209838564239
2020-05-31,33.196468869949676
2020-06-07,19.04083935425696
2020-06-14,78.85596233630994
2020-06-21,13.059327056051659
2020-06-28,81.04856725559208
2020-07-05,29.9075614910265
2020-07-12,17.9445368946159
2020-07-19,39.67798116815497
2020-07-26,25.022351652462255
2020-08-09,14.155629515692718
2020-08-16,22.829746733180137
2020-08-23,21.233444273539078
2020-08-30,47.85209838564239
2020-09-06,40.27428362779604
2020-09-13,59.315122982053
2020-09-20,54.929913143488754
2020-09-27,21.733444273539078
2020-10-04,54.929913143488754
2020-10-11,19.04083935425696
2020-10-18,46.25579592600134
2020-10-25,52.737308224206636
2020-11-08,22.329746733180137
2020-11-15,85.93377709415631
2020-11-22,27.714956571744377
2020-11-29,38.08167870851392
2020-12-06,14.655629515692718
2020-12-13,15.751931975333779
2020-12-20,38.08167870851392
2020-12-27,72.87445003810465
2021-01-03,42.966888547078156
2021-01-10,60.41142544169405
2021-01-17,47.85209838564239
2021-01-24,40.77428362779604
2021-02-07,15.251931975333779
2021-02-14,52.737308224206636
2021-02-21,65.2966352802583
2021-02-28,33.696468869949676
2021-03-07,28.811259031385436
2021-03-21,45.159493466360274
2021-03-28,59.815122982053
2021-04-04,36.98537624887285
2021-04-11,29.9075614910265
2021-04-18,24.522351652462255
2021-04-25,23.926049192821196
2021-05-02,34.792771329590735
2021-05-09,20.13714181389802
2021-05-16,21.733444273539078
2021-05-23,72.37445003810465
2021-06-06,41.8705860874371
2021-06-13,73.9707524977457
2021-06-27,66.89293773989935
2021-07-04,35.3890737892318
2021-07-11,35.8890737892318
2021-07-18,46.25579592600134
2021-07-25,66.89293773989935
2021-08-01,31.003863950667558
2021-08-08,52.737308224206636
2021-08-15,82.14486971523314
2021-08-22,54.929913143488754
2021-08-29,59.315122982053
2021-09-05,47.85209838564239
2021-09-12,35.8890737892318
2021-09-19,47.85209838564239
2021-09-26,56.02621560312981
2021-10-10,48.44840084528346
2021-10-17,79.45226479595101
2021-10-24,56.02621560312981
2021-10-31,54.929913143488754
2021-11-07,41.3705860874371
2021-11-14,52.737308224206636
2021-11-21,28.311259031385436
2021-11-28,33.696468869949676
2021-12-12,54.929913143488754
2021-12-19,45.159493466360274
2021-12-26,76.66335741702784
2022-01-02,42.93377709415631
2022-01-09,48.89680169056691
2022-01-16,31.007727901335112
2022-01-30,66.7858754797987
2022-02-06,62.015455802670225
2022-02-13,93.02318370400535
2022-02-20,40.54856725559207
2022-02-27,77.51931975333778
2022-03-06,76.32671483405566
2022-03-13,81.09713451118414
2022-03-20,29.815122982052994
2022-03-27,66.7858754797987
2022-04-03,84.6749492690305
2022-04-10,52.47461644841327
2022-04-17,77.51931975333778
2022-04-24,58.43764104482387
2022-05-01,48.89680169056691
2022-05-08,39.35596233630995
2022-05-15,82.28973943046627
2022-05-22,47.70419677128479
2022-05-29,59.63024596410599
2022-06-05,52.47461644841327
2022-06-12,44.12638201343843
2022-06-19,21.466888547078156
2022-06-26,52.47461644841327
2022-07-03,46.511591852002674
2022-07-10,109.71965257395502
2022-07-17,51.28201152913115
2022-07-24,25.044703304924514
2022-07-31,38.16335741702783
2022-08-07,60.82285088338811
2022-08-14,46.511591852002674
2022-08-21,25.044703304924514
2022-08-28,45.31898693272055
2022-09-04,63.20806072195235
2022-09-11,119.26049192821198
2022-09-18,34.58554265918147
2022-09-25,28.622518062770872
2022-10-02,118.06788700892986
2022-10-09,46.511591852002674
2022-10-16,15.503863950667556
2022-10-23,41.741172174874194
2022-10-30,81.09713451118414
2022-11-06,56.05243120625963
