,MVT_GT_Albuquerque-Santa Fe NM
2017-01-01,55.0
2017-01-08,37.0
2017-02-05,25.0
2017-02-12,30.0
2017-03-05,19.0
2017-04-02,46.0
2017-04-23,25.0
2017-04-30,30.0
2017-05-14,100.0
2017-06-04,23.0
2017-07-16,30.0
2017-08-06,54.0
2017-08-27,40.0
2017-09-10,18.0
2017-10-01,20.0
2017-10-29,53.0
2017-11-12,24.0
2017-12-03,43.0
2017-12-17,16.0
2018-01-14,18.117013694993993
2018-02-11,20.16897681364715
2018-03-11,17.266359322109608
2018-03-18,28.87682928825976
2018-04-15,28.026174915375375
2018-05-20,18.96766806787838
2018-05-27,70.06543728843843
2018-06-10,21.019631186531534
2018-06-17,19.818322440762763
2018-07-01,21.019631186531534
2018-07-22,17.266359322109608
2018-08-12,16.915704949225226
2018-08-19,16.915704949225226
2018-09-30,28.87682928825976
2018-10-21,22.2209399323003
2018-12-09,39.63664488152553
2018-12-23,16.06505057634084
2019-01-13,16.915704949225226
2019-02-10,54.851041084981986
2019-02-24,14.863741830572073
2019-03-10,22.7209399323003
2019-04-28,30.078138034028527
2019-05-26,27.175520542490993
2019-06-09,22.2209399323003
2019-06-16,47.844497356138135
2019-06-30,18.96766806787838
2019-07-14,32.13010115268168
2019-08-18,16.06505057634084
2019-09-01,13.162433084803304
2019-09-22,31.279446779797297
2019-10-06,30.578138034028527
2019-10-13,46.64318861036937
2019-11-03,22.7209399323003
2019-12-01,32.98075552556607
2019-12-22,31.779446779797297
2020-01-12,55.701695457866364
2020-02-09,18.117013694993993
2020-02-23,21.370285559415915
2020-03-15,17.266359322109608
2020-03-29,11.961124339034534
2020-05-03,48.19515172902253
2020-05-17,20.66897681364715
2020-06-14,21.870285559415915
2020-08-23,14.013087457687687
2020-10-18,20.66897681364715
2020-12-06,16.915704949225226
2020-12-13,37.58468176287237
2021-02-14,28.87682928825976
2021-02-21,19.818322440762763
2021-03-21,13.162433084803304
2021-04-18,27.175520542490993
2021-05-02,24.272903050953452
2021-06-06,24.272903050953452
2021-06-13,18.117013694993993
2021-07-11,21.870285559415915
2021-08-15,16.915704949225226
2021-10-17,25.123557423837838
2021-12-12,58.604312949403905
2021-12-19,23.071594305184686
2022-01-30,30.156276068057057
2022-02-06,31.558893559594594
2022-02-13,26.649732339213212
2022-02-20,19.636644881525527
2022-02-27,65.2217133564955
2022-03-13,45.58506847496997
2022-03-27,16.831409898450453
2022-04-10,25.247114847675675
2022-04-17,11.2209399323003
2022-04-24,15.428792406912914
2022-05-08,12.623557423837838
2022-05-15,52.59815593265766
2022-05-22,18.935336135756756
2022-05-29,16.831409898450453
2022-07-17,24.54580610190691
2022-08-07,14.727483661144145
2022-08-21,36.46805477997598
2022-09-11,22.4418798646006
2022-10-02,40.67590725458859
2022-10-16,25.948423593444446
2022-10-23,25.948423593444446
2022-11-06,15.428792406912914
2022-12-18,22.4418798646006
