,MVT_GT_San Francisco-Oakland-San Jose CA
2017-01-01,36.0
2017-01-08,21.0
2017-01-15,34.0
2017-01-22,34.0
2017-01-29,47.0
2017-02-05,27.0
2017-02-12,40.0
2017-02-19,43.0
2017-02-26,55.0
2017-03-05,19.0
2017-03-12,23.0
2017-03-19,22.0
2017-03-26,9.0
2017-04-02,34.0
2017-04-09,47.0
2017-04-16,26.0
2017-04-23,16.0
2017-04-30,28.0
2017-05-07,23.0
2017-05-14,32.0
2017-05-21,35.0
2017-05-28,30.0
2017-06-04,50.0
2017-06-11,45.0
2017-06-18,37.0
2017-06-25,57.0
2017-07-02,25.0
2017-07-09,42.0
2017-07-16,31.0
2017-07-23,17.0
2017-07-30,30.0
2017-08-06,18.0
2017-08-13,20.0
2017-08-27,18.0
2017-09-03,29.0
2017-09-10,57.0
2017-09-17,19.0
2017-09-24,57.0
2017-10-01,17.0
2017-10-08,39.0
2017-10-15,26.0
2017-10-22,25.0
2017-10-29,26.0
2017-11-05,23.0
2017-11-12,34.0
2017-11-19,29.0
2017-11-26,19.0
2017-12-03,33.0
2017-12-10,44.0
2017-12-24,17.0
2017-12-31,57.0
2018-01-07,22.129105749504397
2018-01-14,51.29929060112383
2018-01-21,42.24647461269021
2018-01-28,32.1877901810973
2018-02-04,48.281685271645955
2018-02-11,14.582158204230069
2018-02-18,14.082158204230069
2018-02-25,38.22300084005305
2018-03-04,14.082158204230069
2018-03-11,16.09389509054865
2018-03-18,24.140842635822978
2018-03-25,40.73473772637163
2018-04-01,13.076289761070779
2018-04-08,33.69365862425659
2018-04-15,24.140842635822978
2018-04-22,35.70539551057517
2018-05-06,26.152579522141558
2018-05-13,36.711263953734466
2018-05-20,40.23473772637163
2018-05-27,28.164316408460138
2018-06-03,29.17018485161943
2018-06-17,41.24060616953092
2018-06-24,31.181921737938012
2018-07-01,41.74060616953092
2018-07-08,42.24647461269021
2018-07-15,15.08802664738936
2018-07-22,33.19365862425659
2018-07-29,51.29929060112383
2018-08-05,27.658447965300848
2018-08-12,28.164316408460138
2018-08-19,20.117368863185813
2018-08-26,29.67018485161943
2018-09-02,35.20539551057517
2018-09-09,27.158447965300848
2018-09-16,32.1877901810973
2018-09-23,24.140842635822978
2018-09-30,28.164316408460138
2018-10-07,28.164316408460138
2018-10-14,10.058684431592907
2018-10-21,21.123237306345104
2018-10-28,15.58802664738936
2018-11-04,40.73473772637163
2018-11-11,53.8110274874424
2018-11-18,26.152579522141558
2018-11-25,37.71713239689376
2018-12-02,13.076289761070779
2018-12-16,34.699527067415886
2018-12-23,17.099763533707943
2018-12-30,18.105631976867233
2019-01-06,22.129105749504397
2019-01-20,30.17605329477872
2019-01-27,37.21713239689376
2019-02-03,39.72886928321233
2019-02-17,52.805159044283116
2019-02-24,32.1877901810973
2019-03-17,60.35210658955744
2019-03-24,36.211263953734466
2019-03-31,26.152579522141558
2019-04-07,35.70539551057517
2019-04-14,28.664316408460138
2019-04-28,12.070421317911489
2019-05-05,51.79929060112383
2019-05-12,23.134974192663684
2019-05-19,32.6877901810973
2019-05-26,26.152579522141558
2019-06-02,15.08802664738936
2019-06-09,42.74647461269021
2019-06-16,41.24060616953092
2019-06-23,15.08802664738936
2019-06-30,22.129105749504397
2019-07-14,33.19365862425659
2019-07-21,25.646711078982268
2019-07-28,44.758211499008794
2019-08-04,43.2523430558495
2019-08-11,43.7523430558495
