,MVT_GT_Sacramento-Stockton-Modesto CA
2017-01-01,38.0
2017-01-08,18.0
2017-01-22,100.0
2017-01-29,42.0
2017-02-05,17.0
2017-02-19,24.0
2017-03-05,12.0
2017-03-12,18.0
2017-03-19,17.0
2017-03-26,21.0
2017-04-02,38.0
2017-04-09,16.0
2017-04-16,23.0
2017-04-30,22.0
2017-05-14,25.0
2017-05-21,25.0
2017-05-28,14.0
2017-06-04,20.0
2017-06-11,15.0
2017-06-18,18.0
2017-07-02,20.0
2017-07-09,40.0
2017-07-16,13.0
2017-07-23,12.0
2017-07-30,28.0
2017-08-06,22.0
2017-08-27,16.0
2017-09-03,19.0
2017-09-17,25.0
2017-09-24,22.0
2017-10-08,19.0
2017-10-15,40.0
2017-10-22,22.0
2017-12-10,20.0
2017-12-17,17.0
2017-12-24,16.0
2018-01-07,26.901256419663866
2018-01-21,28.667042500787517
2018-02-04,29.932828581911167
2018-02-18,20.83811209516927
2018-03-11,15.157860811236496
2018-03-25,18.689432973483797
2018-04-15,23.869684257416566
2018-04-29,30.315721622472992
2018-05-13,35.11307986584394
2018-05-20,26.901256419663866
2018-06-17,29.049935541349342
2018-06-24,27.28414946022569
2018-07-08,29.932828581911167
2018-07-22,47.23936851483313
2018-07-29,55.06829892045138
2018-08-05,16.04075385179832
2018-08-12,35.99597290640577
2018-08-19,32.96440074415847
2018-08-26,25.135470338540216
2018-09-02,72.37483885337335
2018-09-09,38.144652028091244
2018-09-16,14.274967770674671
2018-09-23,28.167042500787517
2018-09-30,24.25257729797839
2018-10-07,32.08150770359664
2018-10-21,29.049935541349342
2018-10-28,35.11307986584394
2018-11-04,13.892074730112846
2018-11-25,12.126288648989195
2018-12-02,45.97358243370948
2018-12-09,52.91961979876591
2018-12-16,35.11307986584394
2018-12-30,11.74339560842737
2019-01-06,23.869684257416566
2019-01-13,30.815721622472992
2019-01-20,22.10389817629292
2019-01-27,13.892074730112846
2019-02-03,21.221005135731094
2019-02-10,37.76175898752942
2019-02-17,29.049935541349342
2019-03-10,26.01836337910204
2019-03-17,9.977609527303722
2019-03-31,13.00918168955102
2019-04-07,10.860502567865547
2019-04-14,35.11307986584394
2019-04-21,15.157860811236496
2019-04-28,24.25257729797839
2019-05-19,15.157860811236496
2019-05-26,11.74339560842737
2019-06-09,24.25257729797839
2019-06-16,19.072326014045622
2019-06-23,30.815721622472992
2019-07-07,15.157860811236496
2019-07-28,19.955219054607443
2019-09-01,12.126288648989195
2019-09-08,52.91961979876591
2019-09-15,27.28414946022569
2019-10-06,32.96440074415847
2019-10-13,19.072326014045622
2019-10-27,27.28414946022569
2019-11-03,16.04075385179832
2019-11-10,32.96440074415847
2019-11-17,62.897229326069635
2019-12-08,26.901256419663866
2019-12-15,41.67622419033854
2019-12-22,19.955219054607443
2019-12-29,20.83811209516927
2020-01-05,10.860502567865547
2020-01-12,25.135470338540216
2020-01-26,15.157860811236496
2020-02-02,20.83811209516927
2020-02-23,19.072326014045622
2020-03-08,13.00918168955102
2020-03-15,42.94201027146219
2020-03-22,9.977609527303722
2020-04-05,22.10389817629292
2020-04-12,35.11307986584394
2020-05-10,17.30653993292197
2020-05-17,14.274967770674671
2020-05-24,13.00918168955102
2020-05-31,39.02754506865306
2020-06-07,76.78930405618249
2020-06-14,22.98679121685474
2020-06-21,31.698614663034817
2020-06-28,9.094716486741898
2020-07-05,26.901256419663866
2020-07-12,14.774967770674671
2020-07-19,13.892074730112846
2020-08-02,12.126288648989195
2020-08-09,22.10389817629292
2020-08-16,14.774967770674671
2020-08-30,14.774967770674671
2020-09-06,18.189432973483797
2020-09-20,17.30653993292197
2020-09-27,10.860502567865547
