,MVT_GT_Tucson AZ
2017-01-22,48.0
2017-02-26,39.0
2017-03-05,18.0
2017-03-19,29.0
2017-03-26,37.0
2017-04-23,43.0
2017-04-30,22.0
2017-06-04,21.0
2017-06-25,34.0
2017-09-03,26.0
2017-09-24,100.0
2017-12-31,27.0
2018-01-07,37.863063576741105
2018-02-18,33.169684091073535
2018-03-04,54.69790562227787
2018-03-18,28.976304605405964
2018-03-25,44.87247075380922
2018-04-08,26.160276914005422
2018-05-06,30.353656399672992
2018-05-20,28.03762870827245
2018-05-27,45.81114665094273
2018-06-17,21.028221531204338
2018-08-05,51.88187793087733
2018-09-02,35.98571178247408
2018-10-21,23.34424922260488
2018-11-18,27.098952811138936
2019-01-13,35.04703588534056
2019-03-03,23.84424922260488
2019-03-17,24.282925119738394
2019-03-24,18.212193839803795
2019-05-05,87.8675897133514
2019-06-23,24.282925119738394
2019-08-04,20.589545634070824
2019-10-13,38.80173947387462
2019-11-17,25.221601016871908
2020-02-23,41.11776716527516
2020-03-15,17.27351794267028
2020-05-17,36.92438767960759
2020-05-24,16.334842045536767
2020-06-14,42.99511895954219
2020-06-28,18.712193839803795
2020-08-23,17.27351794267028
2020-11-01,31.792332296806507
2020-11-15,35.98571178247408
2020-11-22,30.853656399672992
2020-11-29,24.282925119738394
2020-12-20,19.65086973693731
2021-01-17,23.84424922260488
2021-01-31,14.95749025126974
2021-02-07,21.528221531204338
2021-02-14,52.820553828010844
2021-02-28,37.863063576741105
2021-04-04,35.98571178247408
2021-06-27,26.160276914005422
2021-07-25,33.669684091073535
2021-08-01,29.91498050253948
2021-10-17,25.721601016871908
2021-11-21,17.77351794267028
2021-11-28,18.212193839803795
2021-12-05,55.136581519411386
2021-12-19,41.11776716527516
2022-02-13,14.914980502539478
2022-03-06,17.547035885340563
2022-03-20,22.81114665094273
2022-04-17,66.67873636429414
2022-06-19,15.792332296806507
2022-08-07,15.792332296806507
2022-08-21,17.547035885340563
2022-10-30,24.565850239476788
2022-11-20,40.358182536283294
2022-11-27,28.95260921081193
2022-12-04,19.30173947387462
2022-12-11,17.547035885340563
