,MVT_GT_Chicago IL
2017-01-08,51.0
2017-01-15,36.0
2017-01-22,18.0
2017-01-29,56.0
2017-02-05,21.0
2017-02-12,27.0
2017-02-19,12.0
2017-02-26,29.0
2017-03-05,34.0
2017-03-12,34.0
2017-03-19,29.0
2017-03-26,17.0
2017-04-02,19.0
2017-04-23,39.0
2017-04-30,53.0
2017-05-07,55.0
2017-05-14,58.0
2017-05-21,40.0
2017-05-28,24.0
2017-06-04,61.0
2017-06-11,20.0
2017-06-25,21.0
2017-07-02,100.0
2017-07-09,43.0
2017-07-16,31.0
2017-07-23,66.0
2017-07-30,40.0
2017-08-06,53.0
2017-08-13,31.0
2017-08-27,28.0
2017-09-10,49.0
2017-09-17,17.0
2017-09-24,27.0
2017-10-01,12.0
2017-10-08,19.0
2017-10-22,43.0
2017-10-29,41.0
2017-11-05,57.0
2017-11-12,72.0
2017-11-19,38.0
2017-11-26,26.0
2017-12-03,55.0
2017-12-10,23.0
2017-12-17,42.0
2017-12-31,50.0
2018-01-07,43.906758126401826
2018-01-14,29.104505417601217
2018-01-21,37.77722125120157
2018-02-04,15.82384218800065
2018-02-11,31.6476843760013
2018-02-18,36.75563177200152
2018-02-25,23.996558021600997
2018-03-04,23.996558021600997
2018-03-11,10.715894792000434
2018-03-18,64.8385477104027
2018-03-25,17.367021146400738
2018-04-01,40.84198968880169
2018-04-08,51.05788448080213
2018-04-15,44.928347605601864
2018-04-22,16.845431667200693
2018-04-29,41.863579168001735
2018-05-06,22.974968542400955
2018-05-13,35.734042292801476
2018-05-27,26.039736980001084
2018-06-03,34.21245281360143
2018-06-10,18.888610625600784
2018-06-17,19.910200104800822
2018-06-24,25.018147500801042
2018-07-01,23.996558021600997
2018-07-22,23.996558021600997
2018-07-29,27.061326459201126
2018-08-05,44.428347605601864
2018-08-12,63.31695823120265
2018-08-19,35.734042292801476
2018-08-26,32.16927385520135
2018-09-02,27.061326459201126
2018-09-09,23.996558021600997
2018-09-23,23.996558021600997
2018-09-30,15.82384218800065
2018-10-07,22.974968542400955
2018-10-14,23.996558021600997
2018-10-21,47.993116043201994
2018-10-28,35.734042292801476
