,MVT_GT_El Paso TX
2017-01-01,47.0
2017-02-05,51.0
2017-02-26,47.0
2017-04-09,30.0
2017-04-23,70.0
2017-04-30,41.0
2017-05-07,27.0
2017-05-21,54.0
2017-07-23,100.0
2017-09-24,27.0
2017-10-08,34.0
2017-10-29,41.0
2017-11-05,52.0
2017-11-12,47.0
2017-11-26,53.0
2017-12-17,100.0
2018-01-21,76.93912667054263
2018-02-11,23.3274235909362
2018-03-04,29.284279488670244
2018-03-25,52.61889376331743
2018-04-01,25.313042223514213
2018-04-29,40.20518196784934
2018-06-10,38.21956333527132
2018-07-29,46.162037865583386
2018-08-19,35.241135386404295
2018-09-09,52.11889376331743
2018-10-28,34.24832607011528
2018-11-11,23.3274235909362
2018-11-18,43.183609916716364
2018-12-30,43.683609916716364
2019-02-24,30.777088804959256
2019-04-07,57.08294034476248
2019-04-21,25.313042223514213
2019-07-21,51.126084447028425
2019-08-11,26.30585153980322
2019-09-01,35.741135386404295
2019-09-08,20.34899564206917
2019-09-29,18.863377009491156
2019-10-20,44.17641923300537
2019-10-27,22.334614274647187
2019-11-03,20.84899564206917
2019-11-17,17.870567693202148
2019-11-24,46.162037865583386
2019-12-22,46.162037865583386
2020-01-05,39.71237265156033
2020-01-12,20.84899564206917
2020-01-19,50.13327513073942
2020-03-15,25.813042223514213
2020-04-12,18.863377009491156
2020-05-03,21.841804958358182
2020-05-17,33.75551675382628
2020-05-24,23.8274235909362
2020-06-07,32.76270743753727
2020-06-14,20.84899564206917
2020-08-30,51.126084447028425
2020-10-11,24.820232907225204
2020-10-18,37.22675401898231
2020-11-15,17.870567693202148
2020-12-06,28.79147017238124
2021-01-10,21.841804958358182
2021-02-21,27.79866085609223
2021-03-07,51.126084447028425
2021-03-14,86.86721983343273
2021-03-28,22.834614274647187
2021-04-11,25.813042223514213
2021-05-16,50.13327513073942
2021-05-23,58.07574966105149
2021-06-06,19.856186325780165
2021-07-25,22.834614274647187
2021-08-22,35.241135386404295
2021-09-12,31.76989812124826
2021-12-05,29.284279488670244
2021-12-26,46.162037865583386
2022-02-20,36.46788940538661
2022-03-20,50.266550261478834
2022-04-17,13.79866085609223
2022-05-01,33.511033507652556
2022-05-22,23.654847181872395
2022-06-12,17.741135386404295
2022-06-26,44.35283846601074
2022-07-17,30.554177609918508
2022-08-21,17.741135386404295
2022-09-11,67.02206701530511
2022-09-18,16.755516753826278
2022-10-02,35.48227077280859
2022-10-16,45.338457098588755
2022-12-25,98.56186325780165
