,MVT_GT_Columbus OH
2017-01-01,31.0
2017-01-29,34.0
2017-02-05,27.0
2017-02-26,53.0
2017-04-02,24.0
2017-04-09,30.0
2017-04-16,23.0
2017-04-23,20.0
2017-05-21,28.0
2017-06-11,39.0
2017-06-25,56.0
2017-07-02,24.0
2017-07-23,52.0
2017-09-10,42.0
2017-09-17,47.0
2017-09-24,20.0
2017-10-29,38.0
2017-12-24,39.0
2018-01-07,33.745952063149275
2018-02-11,36.768311341617384
2018-02-18,24.178874227744924
2018-02-25,28.962413145447098
2018-03-18,21.156514949276808
2018-03-25,53.64128737319202
2018-04-15,19.89533531004275
2018-05-13,100.23785618944781
2018-05-20,38.02949098085144
2018-06-24,24.178874227744924
2018-07-22,53.14128737319202
2018-07-29,34.50713170238333
2018-08-12,53.14128737319202
2018-09-23,39.2906706200855
2018-10-21,30.223592784681156
2018-11-18,45.33538917702173
2018-12-23,50.118928094723906
2019-01-06,38.52949098085144
2019-01-20,42.813029898553616
2019-03-10,42.313029898553616
2019-04-07,42.813029898553616
2019-06-16,45.83538917702173
2019-06-30,50.618928094723906
2019-07-28,28.962413145447098
2019-08-04,24.678874227744924
2019-08-18,76.05898196170288
2019-08-25,65.23072448706449
2019-09-01,42.813029898553616
2019-09-08,21.156514949276808
2019-10-06,22.917694588510866
2019-10-27,28.962413145447098
2019-11-03,31.48477242391521
2019-12-08,36.268311341617384
2019-12-15,38.52949098085144
2019-12-22,24.678874227744924
2020-01-19,27.70123350621304
2020-02-16,25.44005386697898
2020-02-23,28.962413145447098
2020-03-01,59.18600593012825
2020-03-22,30.723592784681156
2020-05-24,25.44005386697898
2020-05-31,25.44005386697898
2020-07-12,33.745952063149275
2020-08-09,53.14128737319202
2020-08-16,36.268311341617384
2020-08-30,30.723592784681156
2020-10-04,19.89533531004275
2020-10-18,65.73072448706449
2020-11-15,38.02949098085144
2020-11-22,38.02949098085144
2020-12-20,24.678874227744924
2021-01-03,19.39533531004275
2021-01-10,21.156514949276808
2021-01-31,18.134155670808692
2021-02-28,53.64128737319202
2021-03-14,50.118928094723906
2021-05-09,24.678874227744924
2021-05-16,38.02949098085144
2021-06-06,19.89533531004275
2021-06-27,38.52949098085144
2021-07-04,35.50713170238333
2021-07-11,38.02949098085144
2021-07-18,47.59656881625579
2021-08-15,41.55185025931956
2021-08-29,27.20123350621304
2021-11-07,50.118928094723906
2021-11-14,35.00713170238333
2021-11-28,40.55185025931956
2021-12-12,39.7906706200855
2021-12-19,27.20123350621304
2022-01-02,27.40246701242608
2022-01-09,63.93908969566085
2022-01-16,66.98380825259709
2022-01-23,35.01426340476666
2022-02-20,22.83538917702173
2022-03-06,44.14841907557535
2022-03-27,30.44718556936231
2022-04-03,53.28257474638404
2022-04-24,30.44718556936231
2022-05-01,60.89437113872462
2022-05-08,57.84965258178839
2022-05-22,47.19313763251158
2022-06-12,30.44718556936231
2022-06-19,56.327293303320275
2022-06-26,33.49190412629854
2022-07-03,56.327293303320275
2022-07-10,152.23592784681153
2022-07-17,48.715496910979695
2022-07-24,86.77447887268258
2022-07-31,42.62605979710723
2022-08-07,36.53662268323477
2022-08-21,22.83538917702173
2022-09-11,35.01426340476666
2022-09-18,38.058981961702884
2022-09-25,15.223592784681156
2022-10-09,54.80493402485216
2022-10-23,28.924826290894195
2022-11-13,16.74595206314927
2022-11-20,42.62605979710723
2022-11-27,35.01426340476666
2022-12-04,16.74595206314927
2022-12-11,27.40246701242608
2022-12-18,140.05705361906664
2022-12-25,41.103700518639116
