,MVT_GT_Dallas-Ft. Worth TX
2017-01-01,28.0
2017-01-08,26.0
2017-01-15,15.0
2017-01-22,18.0
2017-01-29,19.0
2017-02-12,17.0
2017-02-19,11.0
2017-02-26,31.0
2017-03-05,21.0
2017-03-19,8.0
2017-03-26,16.0
2017-04-02,21.0
2017-04-09,29.0
2017-04-16,23.0
2017-04-30,10.0
2017-05-07,14.0
2017-05-21,23.0
2017-05-28,29.0
2017-06-04,27.0
2017-06-11,21.0
2017-06-18,41.0
2017-06-25,16.0
2017-07-02,17.0
2017-07-09,20.0
2017-07-16,18.0
2017-07-23,41.0
2017-07-30,47.0
2017-08-06,26.0
2017-08-13,20.0
2017-08-20,11.0
2017-08-27,12.0
2017-09-03,12.0
2017-09-10,17.0
2017-09-17,18.0
2017-09-24,32.0
2017-10-01,17.0
2017-10-08,6.0
2017-10-15,27.0
2017-10-22,17.0
2017-11-05,10.0
2017-11-12,21.0
2017-11-19,19.0
2017-11-26,10.0
2017-12-10,31.0
2017-12-24,19.0
2017-12-31,11.0
2018-01-07,19.0
2018-01-14,16.0
2018-01-21,13.0
2018-01-28,26.0
2018-02-04,21.0
2018-02-11,31.0
2018-02-25,9.0
2018-03-04,15.0
2018-03-18,18.0
2018-03-25,20.0
2018-04-01,28.0
2018-04-08,17.0
2018-04-15,21.0
2018-04-29,19.0
2018-05-13,20.0
2018-05-20,7.0
2018-05-27,20.0
2018-06-03,18.0
2018-06-10,15.0
2018-06-17,13.0
2018-06-24,12.0
2018-07-01,21.0
2018-07-08,29.0
2018-07-15,15.0
2018-07-22,50.0
2018-08-05,23.0
2018-08-12,9.0
2018-08-19,15.0
2018-08-26,17.0
2018-09-02,27.0
2018-09-09,32.0
2018-09-16,18.0
2018-09-23,43.0
2018-09-30,34.0
2018-10-07,30.0
2018-10-14,12.0
2018-10-28,22.0
2018-11-04,22.0
2018-11-25,19.0
2018-12-02,17.0
2018-12-09,31.0
2018-12-16,23.0
2018-12-23,18.0
2018-12-30,13.0
2019-01-06,30.0
2019-01-13,16.0
2019-01-20,26.0
2019-01-27,22.0
2019-02-03,45.0
2019-02-10,23.0
2019-02-17,23.0
2019-02-24,33.0
2019-03-03,9.0
2019-03-10,26.0
2019-03-17,30.0
2019-03-24,14.0
2019-03-31,25.0
2019-04-07,17.0
2019-04-14,19.0
2019-04-21,33.0
2019-04-28,18.0
2019-05-05,16.0
2019-05-12,23.0
2019-05-19,47.0
2019-05-26,22.0
2019-06-02,18.0
2019-06-09,21.0
2019-06-16,36.0
2019-06-23,16.0
2019-06-30,36.0
2019-07-07,38.0
2019-07-14,43.0
2019-07-21,14.0
2019-07-28,17.0
2019-08-04,29.0
2019-08-11,45.0
