,MVT_GT_Washington DC (Hagerstown MD)
2017-01-01,70.0
2017-01-15,20.0
2017-01-22,44.0
2017-01-29,29.0
2017-02-12,39.0
2017-02-19,38.0
2017-03-05,12.0
2017-03-12,14.0
2017-03-19,27.0
2017-03-26,32.0
2017-04-02,33.0
2017-04-30,31.0
2017-05-07,22.0
2017-05-14,30.0
2017-05-21,34.0
2017-06-04,18.0
2017-06-11,42.0
2017-06-18,86.0
2017-06-25,27.0
2017-07-02,19.0
2017-07-09,18.0
2017-08-06,14.0
2017-08-13,13.0
2017-08-20,13.0
2017-08-27,23.0
2017-09-03,23.0
2017-09-10,13.0
2017-09-17,22.0
2017-09-24,28.0
2017-10-01,38.0
2017-10-22,35.0
2017-10-29,52.0
2017-11-12,40.0
2017-11-26,58.0
2017-12-10,15.0
2017-12-17,55.0
2017-12-24,26.0
2017-12-31,18.0
2018-01-07,30.68131937887347
2018-01-14,40.0
2018-01-21,45.22619198755919
2018-01-28,20.93895055899864
2018-02-04,23.060134968936055
2018-02-25,26.166057018623132
2018-03-11,31.27197906831021
2018-03-18,41.18040490680817
2018-03-25,21.0
2018-04-01,37.39316347824762
2018-04-08,35.75671670805987
2018-04-15,26.650794658372792
2018-04-29,39.40842583849796
2018-05-13,23.78724142856055
2018-05-20,14.0
2018-06-24,36.0
2018-07-08,35.77197906831021
2018-07-15,28.27197906831021
2018-07-29,16.69658173912381
2018-08-05,27.30250378881089
2018-08-12,37.12026993787211
2018-08-19,25.9236881987483
2018-08-26,43.529610248435375
2018-09-02,21.0
2018-09-09,55.19566726705851
2018-09-16,13.0
2018-09-23,23.0
2018-09-30,49.68040490680817
2018-10-14,35.25671670805987
2018-10-28,45.0
2018-11-04,32.30250378881089
2018-11-11,18.68131937887347
2018-11-18,23.68131937887347
2018-12-02,32.014347888185036
2018-12-09,35.029610248435375
2018-12-16,33.39316347824762
2019-01-06,44.3473763974966
2019-01-20,37.69566726705851
2019-01-27,21.0
2019-02-03,41.05922049687075
2019-02-10,20.45421291924898
2019-02-24,45.0
2019-03-03,15.0
2019-03-10,27.25671670805987
2019-03-17,47.544872608685715
2019-03-24,42.62026993787211
2019-04-14,15.0
2019-05-05,27.93895055899864
2019-05-26,15.0
2019-06-02,24.0
2019-06-09,29.544872608685715
2019-06-16,36.0
2019-06-23,21.0
2019-06-30,67.98290869561906
2019-07-07,21.0
2019-07-14,21.908425838497962
2019-07-21,67.75580223599457
2019-08-04,27.19658173912381
2019-08-11,38.8473763974966
2019-09-01,60.96856080743402
2019-09-08,22.43895055899864
2019-10-06,22.30250378881089
2019-10-13,39.983823167684356
2019-10-20,18.43895055899864
2019-10-27,17.0
2019-11-03,51.22619198755919
2019-11-17,31.0
2019-11-24,38.135532298122456
2019-12-01,28.317766149061228
2019-12-08,37.514347888185036
2019-12-15,37.029610248435375
2019-12-22,34.78724142856055
2019-12-29,40.832114037246264
2020-01-12,22.150794658372792
2020-01-19,26.166057018623132
2020-01-26,31.74145434780953
2020-02-09,15.0
2020-02-16,19.0
2020-02-23,18.0
2020-03-01,12.0
2020-03-08,20.4236881987483
2020-03-15,19.560134968936055
2020-03-29,20.95421291924898
2020-04-12,19.78724142856055
2020-04-19,43.0
2020-05-03,14.0
2020-05-10,15.0
2020-05-24,19.9236881987483
2020-05-31,38.24145434780953
2020-06-21,63.044872608685715
2020-06-28,35.69566726705851
2020-07-05,35.87790111799728
2020-07-19,36.0
2020-07-26,31.817766149061228
2020-08-02,15.0
2020-08-09,28.9236881987483
2020-08-16,24.0
2020-08-30,15.0
2020-09-06,25.77197906831021
2020-09-13,54.01343341611974
2020-09-20,26.377901117997283
2020-09-27,22.0
2020-10-04,15.575397329186396
2020-10-11,16.0
2020-10-18,17.43895055899864
2020-11-01,20.93895055899864
2020-11-08,15.0
2020-11-15,39.0
2020-11-22,27.0
2020-11-29,20.544872608685715
2020-12-06,51.816851676995924
