,MVT_GT_Raleigh-Durham (Fayetteville) NC
2017-01-22,31.0
2017-02-26,20.0
2017-03-05,16.0
2017-03-26,17.0
2017-04-02,34.0
2017-04-16,25.0
2017-04-23,21.0
2017-04-30,40.0
2017-05-21,41.0
2017-06-04,21.0
2017-06-11,27.0
2017-06-18,60.0
2017-07-09,43.0
2017-07-16,23.0
2017-07-30,19.0
2017-08-20,34.0
2017-09-17,31.0
2017-10-01,100.0
2017-10-08,17.0
2017-10-29,31.0
2017-11-12,23.0
2017-11-19,46.0
2018-01-21,37.20496308330698
2018-02-04,18.169099550640674
2018-02-25,35.10467113723009
2018-03-11,23.236447424820064
2018-03-18,24.103211406845688
2018-04-01,22.00291946076881
2018-04-08,18.169099550640674
2018-05-20,22.869683442794432
2018-06-03,15.202043622538167
2018-06-10,15.202043622538167
2018-06-17,19.035863532666298
2018-06-24,15.702043622538167
2018-07-15,26.203503352922567
2018-07-29,52.907006705845134
2018-08-12,19.035863532666298
2018-08-19,20.769391496717553
2018-09-23,73.1763982025627
2018-10-21,22.00291946076881
2018-10-28,14.835279640512539
2018-11-04,22.00291946076881
2018-12-09,55.874062633947645
2018-12-16,15.202043622538167
2018-12-30,25.836739370896943
2019-01-06,18.169099550640674
2019-01-20,25.836739370896943
2019-02-24,21.13615547874318
2019-03-17,14.835279640512539
2019-03-31,45.739366885588865
2019-06-09,14.335279640512539
2019-06-16,17.802335568615046
2019-06-23,57.6075905979989
2019-07-07,24.103211406845688
2019-07-14,30.904087245076333
2019-08-11,27.937031316973822
2019-08-18,33.00437919115321
2019-08-25,16.93557158658942
2019-09-22,25.836739370896943
2019-10-20,27.937031316973822
2019-10-27,44.00583892153762
2019-11-10,23.236447424820064
2019-11-17,21.13615547874318
2019-12-08,38.071727065332595
2019-12-29,30.037323263050702
2020-01-05,35.10467113723009
2020-01-12,19.035863532666298
2020-01-19,25.336739370896943
2020-01-26,14.835279640512539
2020-02-02,21.13615547874318
2020-02-16,33.00437919115321
2020-03-01,13.601751676461284
2020-03-22,18.669099550640674
2020-03-29,14.835279640512539
2020-05-03,30.904087245076333
2020-05-31,39.30525502938386
2020-06-07,11.001459730384404
2020-06-28,22.00291946076881
2020-07-12,16.068807604563794
2020-07-26,30.037323263050702
2020-08-23,16.93557158658942
2020-08-30,11.001459730384404
2020-09-13,29.670559281025078
2020-09-27,13.968515658486911
2020-10-04,24.103211406845688
2020-10-11,29.170559281025078
2020-11-15,24.969975388871315
2020-12-06,57.974354580024524
2020-12-20,16.93557158658942
2021-01-10,38.071727065332595
2021-01-17,50.806714759768255
2021-02-14,53.273770687870766
2021-03-14,25.836739370896943
2021-03-28,16.93557158658942
2021-05-02,19.035863532666298
2021-05-16,15.202043622538167
2021-05-23,13.968515658486911
2021-06-06,26.703503352922567
2021-06-27,33.00437919115321
2021-07-11,19.90262751469193
2021-07-18,15.202043622538167
2021-07-25,60.074646526101404
2021-08-22,16.93557158658942
2021-08-29,27.937031316973822
2021-10-03,45.239366885588865
2021-10-24,19.90262751469193
2021-11-14,22.869683442794432
2021-11-28,46.106130867614496
2021-12-05,15.202043622538167
2022-01-30,23.472894849640124
2022-02-13,26.407006705845138
2022-02-20,30.808174490152663
2022-03-06,34.47581431040893
2022-03-20,13.203503352922569
2022-04-03,31.541702454203918
2022-04-10,25.673478741793886
2022-04-24,15.404087245076331
2022-05-08,36.676398202562694
2022-05-29,15.404087245076331
2022-06-05,19.805255029383854
2022-06-19,24.20642281369138
2022-08-21,60.88282101625407
2022-08-28,27.87406263394765
2022-09-18,18.338199101281347
2022-10-09,17.604671137230092
2022-10-30,12.469975388871315
2022-11-13,13.203503352922569
2022-11-20,22.005838921537617
2022-11-27,33.008758382306425
2022-12-18,16.87114317317884
2022-12-25,17.604671137230092
