,MVT_GT_Detroit MI
2017-01-08,29.0
2017-01-15,38.0
2017-01-22,33.0
2017-01-29,48.0
2017-02-05,28.0
2017-02-12,25.0
2017-02-19,97.0
2017-03-05,31.0
2017-03-12,25.0
2017-03-19,29.0
2017-03-26,58.0
2017-04-02,38.0
2017-04-09,29.0
2017-04-23,23.0
2017-04-30,59.0
2017-05-07,39.0
2017-05-14,48.0
2017-05-28,36.0
2017-06-04,50.0
2017-06-11,32.0
2017-06-18,18.0
2017-06-25,47.0
2017-07-09,42.0
2017-07-16,31.0
2017-07-30,26.0
2017-08-13,51.0
2017-08-20,35.0
2017-08-27,61.0
2017-09-17,27.0
2017-09-24,21.0
2017-10-08,19.0
2017-10-22,19.0
2017-11-05,29.0
2017-12-03,20.0
2017-12-17,45.0
2018-01-07,74.1823824003161
2018-01-14,39.364560460442846
2018-01-21,19.177606378164462
2018-02-11,38.355212756328925
2018-03-04,51.97673290980987
2018-03-11,36.83651734810108
2018-03-18,39.864560460442846
2018-04-01,63.579557655062985
2018-04-08,65.09825306329083
2018-04-15,39.864560460442846
2018-05-13,30.78043112341757
2018-06-10,39.364560460442846
2018-06-17,31.789778827531492
2018-07-01,68.62629617563258
2018-07-15,37.845865052215004
2018-07-22,21.6963017863923
2018-07-29,21.1963017863923
2018-08-05,30.28043112341757
2018-08-19,43.901951276898515
2018-08-26,39.864560460442846
2018-09-09,43.901951276898515
2018-09-16,19.677606378164462
2018-09-30,28.761735715189733
2018-10-07,21.1963017863923
2018-10-14,30.78043112341757
2018-10-28,53.99542831803771
2018-12-23,29.77108341930365
2019-01-06,20.186954082278383
2019-01-20,27.752388011075816
2019-01-27,24.724344898734056
2019-02-03,40.87390816455677
2019-02-10,99.91607500316407
2019-02-17,55.00477602215163
2019-03-03,23.71499719462014
2019-03-10,26.243040306961895
2019-03-17,55.00477602215163
2019-03-24,38.355212756328925
2019-04-07,29.77108341930365
2019-05-12,45.42064668512636
2019-05-19,46.92999438924028
2019-06-02,26.243040306961895
2019-06-09,33.80847423575933
2019-06-30,43.901951276898515
2019-07-07,28.761735715189733
2019-07-21,25.233692602847974
2019-08-04,35.82716964398716
2019-08-11,65.09825306329083
2019-08-18,35.32716964398716
2019-08-25,39.364560460442846
2019-09-08,20.686954082278383
2019-09-29,48.94868979746811
2019-10-20,82.25716403322744
2019-10-27,24.224344898734056
2019-11-03,50.96738520569595
2019-11-10,58.03281913449339
2019-11-17,28.761735715189733
2019-12-01,62.070209950949064
2019-12-08,19.677606378164462
2019-12-15,18.16825867405054
2019-12-29,17.658910969936624
2020-01-05,40.87390816455677
2020-01-12,89.82259796202487
2020-02-02,30.78043112341757
2020-02-09,39.864560460442846
2020-02-23,17.158910969936624
2020-03-08,29.77108341930365
2020-03-22,46.92999438924028
2020-03-29,60.05151454272122
2020-04-12,61.06086224683514
2020-05-03,21.6963017863923
2020-05-10,29.27108341930365
2020-05-24,38.355212756328925
2020-05-31,16.149563265822707
2020-06-07,48.94868979746811
2020-06-14,34.81782193987325
2020-06-28,58.03281913449339
2020-07-05,18.16825867405054
2020-08-02,79.22912092088569
2020-08-09,53.49542831803771
2020-08-16,29.27108341930365
2020-09-06,18.16825867405054
2020-09-13,32.29912653164541
2020-09-20,17.158910969936624
2020-09-27,47.9393420933542
2020-10-18,19.177606378164462
2020-10-25,34.31782193987325
2020-11-01,21.6963017863923
2020-11-08,58.03281913449339
2020-11-15,36.33651734810108
2020-11-22,77.21042551265785
2020-11-29,17.158910969936624
2020-12-13,29.77108341930365
2020-12-20,58.53281913449339
2020-12-27,37.845865052215004
2021-01-03,43.401951276898515
2021-01-10,42.8926035727846
2021-01-24,51.97673290980987
2021-02-14,20.186954082278383
2021-02-28,38.855212756328925
2021-03-07,29.77108341930365
2021-03-21,37.845865052215004
2021-03-28,32.79912653164541
2021-04-04,47.9393420933542
2021-04-11,38.855212756328925
2021-04-18,40.87390816455677
2021-04-25,37.845865052215004
2021-05-02,58.03281913449339
2021-05-23,27.752388011075816
2021-06-13,36.83651734810108
2021-07-04,35.32716964398716
2021-07-11,34.81782193987325
2021-07-25,29.27108341930365
2021-08-08,86.29455484968312
2021-08-22,78.21977321677177
2021-09-19,44.911298981012436
2021-10-03,81.74781632911353
2021-10-31,30.28043112341757
2021-11-14,31.289778827531492
2021-11-21,31.289778827531492
2021-11-28,50.96738520569595
2022-01-09,101.8695408227838
2022-01-16,34.635643879746496
2022-01-23,22.41129898101244
2022-02-13,47.87868418670839
2022-02-20,25.46738520569595
2022-02-27,20.373908164556763
2022-03-13,35.65433928797433
2022-03-20,26.48608061392379
2022-03-27,51.953465819619744
2022-04-03,45.841293370252714
2022-04-10,49.91607500316407
2022-04-17,19.355212756328925
2022-05-01,36.67303469620217
2022-05-08,37.69173010443001
2022-05-15,95.75736837341678
2022-05-22,36.67303469620217
2022-06-05,56.0282474525311
2022-06-12,83.53302347468272
2022-06-26,45.841293370252714
2022-07-17,27.504776022151628
2022-07-24,36.67303469620217
2022-07-31,71.30867857594866
2022-08-07,92.70128214873327
2022-08-14,27.504776022151628
2022-08-21,56.0282474525311
2022-08-28,53.99085663607542
2022-09-04,26.48608061392379
2022-09-11,64.1778107183538
2022-09-18,30.560862246835143
2022-10-02,80.47693724999921
2022-10-09,75.38346020886001
2022-10-16,42.7852071455692
2022-10-30,19.355212756328925
2022-11-13,48.897379594936226
2022-11-20,31.57955765506298
2022-11-27,66.21520153480948
2022-12-04,27.504776022151628
2022-12-11,24.448689797468113
2022-12-18,52.97216122784758
2022-12-25,21.3926035727846
