,MVT_GT_Columbus OH
2017-01-29,19.0
2017-02-12,35.0
2017-02-19,36.0
2017-03-05,24.0
2017-03-12,44.0
2017-03-19,24.0
2017-04-09,95.0
2017-04-16,27.0
2017-05-14,60.0
2017-07-30,23.0
2017-08-13,37.0
2017-08-20,94.0
2017-08-27,53.0
2017-10-22,23.0
2017-10-29,26.0
2017-11-12,45.0
2018-01-07,21.693609990852373
2018-01-14,52.69934447758831
2018-03-18,26.867012488565464
2018-03-25,35.144456484906414
2018-05-06,31.00573448673594
2018-05-20,22.72829049039499
2018-05-27,41.85253948216213
2018-06-03,24.79765148948023
2018-06-24,40.81785898261951
2018-07-08,84.73975946386687
2018-07-22,54.76870547667355
2018-07-29,65.11551047209974
2018-08-12,59.442107974386644
2018-08-19,43.92190048124736
2018-10-14,32.04041498627856
2018-11-04,41.85253948216213
2018-11-11,21.693609990852373
2018-11-18,31.00573448673594
2018-12-09,59.942107974386644
2018-12-16,32.04041498627856
2018-12-23,28.936373487650705
2019-01-13,43.92190048124736
2019-01-20,31.00573448673594
2019-02-10,28.436373487650705
2019-02-24,33.07509548582118
2019-03-17,77.53167646661116
2019-04-14,32.04041498627856
2019-04-28,20.658929491309756
2019-05-12,22.22829049039499
2019-05-26,40.81785898261951
2019-07-28,40.81785898261951
2019-08-18,54.26870547667355
2019-08-25,41.85253948216213
2019-09-01,29.971053987193322
2019-09-08,31.00573448673594
2019-09-15,45.991261480332604
2019-10-06,21.193609990852373
2019-10-20,27.901692988108085
2019-11-03,20.658929491309756
2019-11-17,21.193609990852373
2019-12-08,34.1097759853638
2019-12-29,32.04041498627856
2020-01-26,44.95658098078998
2020-02-09,49.09530297896046
2020-02-16,19.124248991767136
2020-04-05,53.23402497713093
2020-04-19,28.936373487650705
2020-05-31,20.158929491309756
2020-06-07,22.72829049039499
2020-06-14,23.76297098993761
2020-06-21,33.07509548582118
2020-07-12,21.693609990852373
2020-07-19,89.91316196157996
2020-07-26,23.26297098993761
2020-08-09,33.07509548582118
2020-08-23,19.124248991767136
2020-09-06,24.79765148948023
2020-09-20,26.367012488565464
2020-10-04,58.90742747484403
2020-11-01,33.57509548582118
2020-11-08,51.664663978045695
2020-11-22,23.76297098993761
2020-11-29,20.158929491309756
2020-12-13,68.2195519707276
2020-12-27,21.193609990852373
2021-01-03,95.08656445929306
2021-01-10,29.971053987193322
2021-01-31,30.50573448673594
2021-02-28,62.01146897347188
2021-03-14,26.367012488565464
2021-03-21,24.29765148948023
2021-04-18,37.213817483991654
2021-05-16,100.25996695700616
2021-06-06,44.95658098078998
2021-06-13,95.08656445929306
2021-06-27,21.193609990852373
2021-07-04,72.85827396889806
2021-07-11,51.164663978045695
2021-08-29,42.887219981704746
2021-09-26,24.29765148948023
2021-10-17,56.83806647575879
2021-10-24,35.144456484906414
2021-11-07,19.124248991767136
2021-11-28,42.887219981704746
2021-12-05,20.658929491309756
2021-12-12,68.2195519707276
2021-12-19,62.01146897347188
2021-12-26,28.936373487650705
2022-01-02,94.10376791950088
2022-01-16,54.537410953347106
2022-01-23,44.913161961579966
2022-02-06,22.456580980789983
2022-02-13,21.387219981704746
2022-02-20,38.49699596706854
2022-02-27,28.872746975301407
2022-03-06,32.08082997255712
2022-03-13,23.52594197987522
2022-03-20,42.77443996340949
2022-03-27,57.745493950602814
2022-04-03,37.42763496798331
2022-04-10,14.971053987193322
2022-04-24,31.01146897347188
2022-05-08,28.872746975301407
2022-06-12,34.21955197072759
2022-06-19,26.734024977130932
2022-06-26,39.566356966153776
2022-07-17,33.15019097164236
2022-07-24,79.13271393230755
2022-07-31,22.456580980789983
2022-08-14,20.31785898261951
2022-08-21,27.80338597621617
2022-09-04,59.88421594877329
2022-09-11,59.88421594877329
2022-10-16,32.08082997255712
2022-10-23,36.35827396889807
2022-10-30,26.734024977130932
2022-11-13,36.35827396889807
2022-11-20,31.01146897347188
2022-11-27,26.734024977130932
2022-12-04,41.70507896432426
2022-12-18,106.93609990852373
2022-12-25,21.387219981704746
