,MVT_GT_Colorado Springs-Pueblo CO
2017-01-15,62.0
2017-01-22,63.0
2017-03-19,26.0
2017-04-02,64.0
2017-04-30,24.0
2017-05-07,49.0
2017-07-02,25.0
2017-07-09,24.0
2017-08-06,46.0
2017-08-20,36.0
2017-08-27,27.0
2017-10-01,41.0
2017-10-08,38.0
2017-10-15,47.0
2017-10-22,28.0
2017-11-19,32.0
2017-12-10,100.0
2017-12-17,27.0
2017-12-24,24.0
2018-01-21,63.79440479222714
2018-01-28,29.2452312079894
2018-04-01,38.853115960486086
2018-04-22,50.84336613873178
2018-05-06,61.872827841727805
2018-05-27,20.13734645549271
2018-06-03,28.78444273273973
2018-06-24,19.176557980243043
2018-07-08,23.01971188124172
2018-08-12,80.08859734672117
2018-08-26,63.79440479222714
2018-09-30,41.735481386235094
2018-12-30,23.980500356491387
2019-01-06,22.058923405992047
2019-03-31,31.666808158488735
2019-04-07,22.058923405992047
2019-04-21,21.098134930742383
2019-05-26,21.098134930742383
2019-06-23,23.980500356491387
2019-07-07,39.81390443573575
2019-07-14,23.980500356491387
2019-07-21,92.07884752496687
2019-08-18,44.117846811984094
2019-09-15,23.980500356491387
2019-11-17,38.353115960486086
2019-11-24,40.77469291098542
2020-01-05,26.86286578224039
2020-01-19,22.058923405992047
2020-02-16,16.29419255449404
2020-02-23,23.01971188124172
2020-03-22,16.79419255449404
2020-06-07,43.65705833673443
2020-08-16,33.08838510898808
2020-08-30,19.676557980243043
2020-09-13,66.17677021797616
2020-09-20,19.676557980243043
2020-10-04,46.03942376248344
2020-10-18,19.176557980243043
2020-11-29,18.715769504993375
2021-01-10,22.058923405992047
2021-01-31,54.18652003973045
2021-03-21,32.127596633738406
2021-04-18,33.08838510898808
2021-04-25,23.01971188124172
2021-05-02,44.617846811984094
2021-06-27,70.98071259422449
2021-07-11,36.43153900998675
2021-08-08,22.058923405992047
2021-08-15,35.97075053473708
2021-09-19,19.176557980243043
2021-10-10,21.598134930742383
2021-10-24,28.28444273273973
2021-11-07,52.26494308923112
2021-11-14,23.01971188124172
2021-11-28,26.36286578224039
2022-01-16,20.274692910985422
2022-01-23,30.412039366478133
2022-02-06,23.961000712982774
2022-02-20,21.19626986148476
2022-02-27,21.19626986148476
2022-03-20,29.490462415978797
2022-04-03,41.47096277247018
2022-04-10,36.8630780199735
2022-04-17,11.980500356491387
2022-05-01,24.88257766348211
2022-05-08,16.588385108988074
2022-07-03,27.64730851498012
2022-07-24,72.80457908944766
2022-09-25,34.098347168475485
2022-10-09,30.412039366478133
2022-12-04,23.961000712982774
