,MVT_GT_Dallas-Ft. Worth TX
2017-01-08,38.0
2017-01-15,38.0
2017-01-22,37.0
2017-01-29,32.0
2017-02-12,34.0
2017-02-19,10.0
2017-02-26,21.0
2017-03-05,37.0
2017-03-12,37.0
2017-03-19,22.0
2017-03-26,23.0
2017-04-02,20.0
2017-04-09,30.0
2017-04-16,11.0
2017-04-23,19.0
2017-04-30,25.0
2017-05-07,24.0
2017-05-14,41.0
2017-05-28,27.0
2017-06-04,25.0
2017-06-11,33.0
2017-06-18,36.0
2017-06-25,39.0
2017-07-02,34.0
2017-07-16,11.0
2017-07-23,18.0
2017-07-30,46.0
2017-08-06,29.0
2017-08-27,25.0
2017-09-03,11.0
2017-09-10,17.0
2017-09-17,29.0
2017-09-24,41.0
2017-10-01,18.0
2017-10-15,29.0
2017-10-22,37.0
2017-10-29,18.0
2017-11-05,26.0
2017-11-12,36.0
2017-11-26,31.0
2017-12-03,25.0
2017-12-10,49.0
2017-12-17,24.0
2018-01-07,23.964065383155337
2018-01-14,32.18133617376804
2018-01-21,24.0
2018-01-28,40.159886276297556
2018-02-04,39.60194739880083
2018-02-11,27.623397296271317
2018-03-11,36.753759770638936
2018-03-18,40.732309873168454
2018-03-25,36.87715706691026
2018-04-01,42.0
2018-04-08,34.949580663781155
2018-04-15,15.0
2018-04-22,22.022004260652057
2018-04-29,12.0
2018-05-06,35.935095944406974
2018-05-13,33.949580663781155
2018-05-20,24.565458418774597
2018-05-27,24.0
2018-06-03,27.579943138148778
2018-06-10,33.152366735019676
2018-06-17,22.0
2018-06-24,49.52952380192993
2018-07-08,22.036488980026235
2018-07-15,40.536488980026235
2018-07-22,59.957100205059035
2018-07-29,23.09442785752296
2018-08-05,25.0
2018-08-12,26.406126505658616
2018-08-19,55.28328357256887
2018-08-26,24.123397296271317
2018-09-02,35.9206112250328
2018-09-09,37.10891257689714
2018-09-16,27.0
2018-09-23,41.02952380192993
2018-09-30,30.123397296271317
2018-10-07,31.637882015645495
2018-10-21,34.37715706691026
2018-10-28,56.35570716943977
2018-11-04,53.05849324067829
2018-11-11,31.449580663781155
2018-11-18,17.768244490013117
2018-12-02,42.0654584187746
2018-12-09,13.0
2018-12-16,21.0
2018-12-23,38.46406538315534
2018-12-30,77.75431413382051
2019-01-06,60.044008521304114
2019-01-13,29.377157066910254
2019-01-20,48.630916837549194
2019-01-27,28.268244490013117
2019-02-03,77.59498222070454
2019-02-10,35.333702908787714
2019-02-17,47.18885571504592
2019-02-24,31.0
2019-03-03,29.7103056125164
2019-03-10,52.51503908255575
2019-03-17,42.58746267942665
2019-03-24,46.30473347003935
2019-04-07,27.108912576897136
2019-04-21,30.0
2019-04-28,47.50055436318157
2019-05-05,33.4206112250328
2019-05-12,51.99303482190369
2019-05-19,35.46406538315534
2019-06-02,22.0
2019-06-09,52.05849324067829
2019-06-16,21.579943138148778
2019-06-23,31.623397296271317
2019-07-07,51.99303482190369
2019-07-14,56.130916837549194
2019-07-21,35.2827292093873
2019-07-28,31.406126505658616
2019-08-04,41.348187628161895
2019-08-11,83.98606964380738
2019-08-18,54.30473347003935
2019-08-25,39.050973699400416
2019-09-01,38.0
2019-09-08,24.964065383155337
2019-09-15,38.49303482190369
2019-09-29,10.0
2019-10-06,23.7103056125164
2019-10-13,31.906126505658616
2019-10-20,22.7103056125164
2019-10-27,34.862672347536076
2019-11-03,18.768244490013117
2019-11-24,34.69582089314222
2019-12-01,55.92813076631067
2019-12-08,13.0
2019-12-15,30.464065383155337
2019-12-22,19.0
2019-12-29,33.99303482190369
2020-01-05,22.007519541277876
2020-01-12,21.7827292093873
2020-01-19,19.152366735019676
2020-01-26,38.435095944406974
2020-02-02,24.0
2020-02-09,33.949580663781155
2020-02-16,30.166851454393857
2020-02-23,25.065458418774597
2020-03-01,20.73927505126476
2020-03-08,11.0
2020-03-15,24.826183367509838
2020-03-29,29.036488980026235
2020-04-05,25.565458418774597
2020-04-12,26.666851454393857
2020-04-19,40.630916837549194
2020-04-26,32.833702908787714
2020-05-03,28.406126505658616
2020-05-10,40.550973699400416
2020-05-17,41.761279311916816
2020-05-24,45.01503908255575
2020-05-31,20.166851454393857
2020-06-07,42.09442785752296
2020-06-14,44.67437099567174
2020-06-21,16.724790331890578
2020-06-28,48.362672347536076
2020-07-05,21.637882015645495
2020-07-19,37.848187628161895
2020-08-16,23.478550102529518
2020-08-23,30.022004260652057
2020-08-30,51.91364604693649
2020-09-06,26.464065383155337
2020-09-13,31.565458418774597
2020-09-20,14.282729209387298
2020-10-04,35.4206112250328
2020-10-11,21.7103056125164
2020-10-18,54.88467660818813
2020-10-25,36.99303482190369
2020-11-08,34.724790331890574
2020-11-15,50.17437099567174
2020-11-22,37.362672347536076
2020-11-29,28.0
2020-12-06,21.0
2020-12-13,24.579943138148778
2020-12-20,37.07994313814878
2020-12-27,39.746794592542635
2021-01-03,51.76879885319469
2021-01-10,55.52952380192993
2021-01-17,33.848187628161895
2021-01-24,43.848187628161895
2021-02-28,29.536488980026235
2021-03-07,43.159886276297556
2021-03-14,27.493034821903695
2021-03-21,26.993034821903695
2021-03-28,66.78328357256888
2021-04-18,36.848187628161895
2021-04-25,27.09442785752296
2021-05-02,17.0
2021-05-09,19.666851454393857
2021-05-16,20.0
2021-05-23,51.761279311916816
2021-05-30,25.608912576897136
2021-06-06,47.833702908787714
2021-06-13,46.645401556923375
2021-06-20,26.0
2021-06-27,39.37715706691026
2021-07-04,33.29024875066517
2021-07-11,35.60891257689714
2021-07-18,43.39164178628444
2021-07-25,48.232309873168454
2021-08-01,32.333702908787714
2021-08-08,49.79024875066517
2021-08-15,35.79024875066517
2021-08-22,63.50055436318157
2021-08-29,39.7033404344201
2021-09-05,37.90612650565862
2021-09-12,31.507519541277876
2021-09-19,34.022004260652054
2021-09-26,42.79024875066517
2021-10-03,16.79721392876148
2021-10-17,38.39164178628444
2021-10-24,32.47855010252952
2021-10-31,28.681336173768038
2021-11-07,46.07994313814878
2021-11-14,31.993034821903695
2021-11-28,37.4206112250328
2021-12-12,62.55849324067829
2021-12-19,27.123397296271317
2021-12-26,50.11643211817501
2018-02-18,17.478550102529518
2018-03-04,22.333702908787714
2018-07-01,21.362672347536076
2018-10-14,30.10194739880083
2018-11-25,43.69637525632379
2019-03-31,29.130916837549194
2019-04-14,25.246794592542635
2019-05-26,24.275764031290993
2019-06-30,54.37771143009183
2019-09-22,19.420611225032797
2019-11-10,30.10194739880083
2019-11-17,31.072977960052473
2020-08-09,25.246794592542635
2020-09-27,24.275764031290993
2020-11-01,21.362672347536076
2021-01-31,17.478550102529518
2021-02-14,74.76935321637626
2021-02-21,39.81225301131723
2021-04-11,95.1609950026607
2021-10-10,40.78328357256887
2021-11-21,49.52255862383363
2021-12-05,26.217825153794273
2022-01-02,40.78328357256887
2022-01-16,45.638436378827066
2022-01-23,35.92813076631067
2022-01-30,51.46461974633691
2022-02-06,18.449580663781155
2022-02-13,59.232864236350025
2022-02-20,33.01503908255575
2022-02-27,44.66740581757543
2022-03-06,97.10305612516397
2022-03-13,52.435650307588546
2022-03-20,33.98606964380739
2022-03-27,34.957100205059035
2022-04-03,43.69637525632379
2022-04-10,43.69637525632379
2022-04-17,43.69637525632379
2022-04-24,32.044008521304114
2022-05-01,28.159886276297552
2022-05-08,49.52255862383363
2022-05-15,23.304733470039356
2022-05-22,31.072977960052473
2022-06-05,22.333702908787714
2022-06-19,46.60946694007871
2022-06-26,42.72534469507215
2022-07-03,72.82729209387298
2022-07-10,87.39275051264758
2022-07-17,26.217825153794273
2022-07-24,35.92813076631067
2022-08-07,70.88523097136971
2022-08-14,57.29080311384675
2022-08-21,53.40668086884019
2022-08-28,45.638436378827066
2022-09-04,65.05904760385987
2022-09-11,84.47965882889267
2022-09-18,39.81225301131723
2022-10-02,41.75431413382051
2022-10-09,14.565458418774597
2022-10-23,31.072977960052473
2022-10-30,64.08801704260823
2022-11-06,62.145955920104946
2022-11-13,33.01503908255575
2022-11-20,87.39275051264758
2022-11-27,57.29080311384675
2022-12-04,57.29080311384675
2022-12-11,15.536488980026236
2022-12-25,60.20389479760166
