,MVT_GT_Wichita-Hutchinson KS
2017-01-01,30.0
2017-01-08,36.0
2017-01-15,37.0
2017-04-02,28.0
2017-04-23,27.0
2017-04-30,40.0
2017-07-09,54.0
2017-08-20,21.0
2017-08-27,24.0
2017-09-17,27.0
2017-10-22,28.0
2017-12-31,30.0
2018-01-21,23.0
2018-02-18,39.0
2018-02-25,42.0
2018-03-04,41.0
2018-04-08,60.0
2018-04-22,41.0
2018-04-29,42.0
2018-06-17,21.0
2018-07-29,21.0
2018-09-02,58.0
2018-09-09,34.0
2018-10-28,39.0
2019-02-03,50.0
2019-02-24,58.0
2019-03-17,18.0
2019-03-24,100.0
2019-06-02,22.0
2019-06-16,47.0
2019-07-07,33.0
2019-08-11,31.0
2019-08-18,20.0
2019-09-29,36.0
2020-01-19,24.0
2020-02-02,42.0
2020-02-16,43.0
2020-04-12,13.0
2020-05-03,22.0
2020-05-24,22.0
2020-06-07,59.0
2020-08-30,20.0
2020-09-06,24.0
2020-11-08,55.0
2020-11-15,23.0
2020-11-22,21.0
2020-11-29,21.0
2021-02-07,26.0
2021-02-14,25.0
2021-03-07,17.0
2021-03-14,62.0
2021-04-04,57.0
2021-05-02,17.0
2021-06-20,36.0
2021-07-25,22.0
2021-08-01,60.0
2021-08-08,31.0
2021-08-29,77.0
2021-09-12,31.0
2021-10-24,38.0
2021-12-05,40.0
2022-02-06,56.0
2022-02-20,53.0
2022-02-27,29.0
2022-03-20,17.0
2022-03-27,43.0
2022-05-15,26.0
2022-06-05,22.0
2022-06-12,48.0
2022-07-24,50.0
2022-09-11,49.0
2022-09-18,22.0
2022-09-25,18.0
2022-11-20,27.0
2022-11-27,75.0
2022-12-11,82.0
