,MVT_GT_Wichita-Hutchinson KS
2017-02-19,19.0
2017-03-26,26.0
2017-04-02,42.0
2017-04-09,37.0
2017-04-16,100.0
2017-04-23,12.0
2017-07-02,28.0
2017-08-06,15.0
2017-08-27,26.0
2017-09-03,16.0
2017-10-01,16.0
2017-11-05,17.0
2017-12-17,36.0
2017-12-31,17.0
2018-01-07,25.948888802722863
2018-01-21,23.74991761728556
2018-02-25,10.035678978836668
2018-03-25,13.714238638448892
2018-04-01,47.97942370874604
2018-04-15,15.913209823886195
2018-04-22,30.846831173597465
2018-05-06,15.673415586798733
2018-06-10,28.887654225247623
2018-08-12,13.214238638448892
2018-09-23,15.913209823886195
2018-12-09,12.23465016427397
2019-02-24,13.214238638448892
2019-03-24,23.010123380198102
2019-03-31,10.77547321592413
2019-04-07,17.872386772236034
2019-06-02,26.928477276897784
2019-06-09,18.112181009323496
2019-07-07,19.831563720585876
2019-08-25,33.78559659612223
2019-09-08,14.933621349711274
2019-09-15,10.035678978836668
2019-09-22,11.255061690099051
2019-10-06,9.795884741749209
2020-01-26,13.214238638448892
2020-05-03,8.076502030486827
2020-05-31,18.35197524641096
2020-06-07,11.99485592718651
2020-06-21,13.954032875536353
2020-07-05,11.255061690099051
2020-08-02,11.755061690099051
2020-08-23,11.755061690099051
2020-09-27,13.214238638448892
2020-10-11,14.933621349711274
2020-10-25,18.85197524641096
2020-12-06,10.035678978836668
2020-12-20,19.831563720585876
2020-12-27,20.811152194760798
2021-01-03,10.035678978836668
2021-01-24,44.80086404913382
2021-05-02,13.954032875536353
2021-05-09,10.035678978836668
2021-05-30,11.99485592718651
2021-06-06,37.94374472990937
2021-06-13,13.954032875536353
2021-08-22,12.23465016427397
2021-08-29,20.071357957673335
2021-09-05,15.173415586798733
2021-09-19,13.214238638448892
2021-10-17,11.255061690099051
2021-11-14,14.693827112623811
2021-11-28,26.18868303981032
2021-12-05,31.086625410684928
2021-12-12,12.974444401361431
2021-12-19,24.96930032854794
2022-01-16,23.979423708746044
2022-02-27,15.826419647772388
2022-03-06,14.867242699422546
2022-05-08,29.73448539884509
2022-06-05,14.867242699422546
2022-07-17,10.550946431848258
2022-08-07,20.142715915346674
2022-10-02,23.499835234571123
2022-10-30,28.29571997632033
2022-12-11,11.03053490602318
2022-12-25,12.948888802722863
