,MVT_GT_Phoenix AZ
2017-01-01,32.0
2017-01-15,41.0
2017-01-29,57.0
2017-02-05,33.0
2017-02-12,19.0
2017-02-19,26.0
2017-02-26,40.0
2017-03-12,20.0
2017-03-19,53.0
2017-03-26,29.0
2017-04-23,38.0
2017-05-14,21.0
2017-06-11,40.0
2017-07-02,32.0
2017-07-16,51.0
2017-07-30,43.0
2017-08-06,41.0
2017-08-13,76.0
2017-08-20,25.0
2017-09-03,37.0
2017-09-10,38.0
2017-09-17,54.0
2017-09-24,63.0
2017-10-08,46.0
2017-10-15,28.0
2017-10-22,28.0
2017-10-29,29.0
2017-11-05,55.0
2017-11-12,33.0
2017-11-26,23.0
2017-12-03,29.0
2017-12-10,27.0
2017-12-24,49.0
2017-12-31,24.0
2018-01-07,44.74061285008649
2018-01-14,20.561229622658175
2018-01-28,20.061229622658175
2018-02-11,32.9156904369686
2018-03-04,27.76799843100592
2018-03-11,45.270151251279025
2018-04-01,46.79968965247156
2018-04-08,19.03169122146564
2018-04-15,36.00430564054621
2018-04-22,27.76799843100592
2018-04-29,85.39261049659538
2018-05-13,48.858766454856635
2018-05-20,16.972614419080568
2018-06-10,38.06338244293128
2018-06-24,26.73846002981339
2018-07-01,42.18153604770142
2018-07-08,23.14984482623578
2018-07-29,19.03169122146564
2018-08-12,51.94738165843424
2018-08-26,38.06338244293128
2018-09-09,45.770151251279025
2018-09-23,34.97476723935367
2018-10-14,87.95168729898045
2018-10-28,44.24061285008649
2018-11-11,18.002152820273103
2018-11-25,66.86091927512973
2018-12-02,29.827075233390993
2018-12-09,32.9156904369686
2018-12-16,48.858766454856635
2019-01-06,61.21322726916706
2019-01-13,22.120306425043246
2019-01-27,18.002152820273103
2019-02-03,23.14984482623578
2019-02-10,76.12676488586256
2019-02-17,30.85661363458353
2019-02-24,48.858766454856635
2019-03-03,89.51076410136551
2019-03-10,38.06338244293128
2019-04-28,52.97692005962678
2019-05-05,18.002152820273103
2019-05-12,32.9156904369686
2019-05-26,62.24276567035959
2019-06-16,41.65199764650889
2019-06-23,46.29968965247156
2019-06-30,29.327075233390993
2019-07-07,24.179383227428318
2019-07-14,19.03169122146564
2019-07-28,40.62245924531635
2019-08-04,16.972614419080568
2019-08-18,18.002152820273103
2019-08-25,36.00430564054621
2019-09-01,21.09076802385071
2019-09-08,39.09292084412381
2019-09-15,16.972614419080568
2019-10-20,29.827075233390993
2019-11-10,22.120306425043246
2019-11-17,38.56338244293128
2019-11-24,84.36307209540284
2019-12-01,18.002152820273103
2019-12-08,100.30614811329087
2019-12-15,18.002152820273103
2019-12-22,42.68153604770142
2019-12-29,72.00861128109241
2020-01-05,14.913537616695496
2020-01-19,23.64984482623578
2020-01-26,27.26799843100592
2020-02-02,32.4156904369686
2020-02-09,52.97692005962678
2020-02-23,26.23846002981339
2020-03-01,44.24061285008649
2020-03-08,25.20892162862085
2020-03-22,28.29753683219846
2020-04-05,28.79753683219846
2020-04-12,49.88830485604917
2020-04-26,23.64984482623578
2020-05-03,13.88399921550296
2020-05-24,24.179383227428318
2020-06-07,34.97476723935367
2020-06-28,16.972614419080568
2020-07-05,22.620306425043246
2020-07-19,47.329228053664096
2020-07-26,27.76799843100592
2020-08-16,56.06553526320438
2020-08-23,15.943076017888032
2020-08-30,25.70892162862085
2020-09-06,43.71107444889395
2020-09-13,13.88399921550296
2020-09-20,40.12245924531635
2020-09-27,28.29753683219846
2020-10-04,23.14984482623578
2020-10-11,67.89045767632227
2020-11-15,22.120306425043246
2020-11-29,65.8313808739372
2020-12-13,30.35661363458353
2020-12-27,37.033844041738746
2021-01-03,44.24061285008649
2021-01-10,47.829228053664096
2021-01-17,40.12245924531635
2021-01-24,21.09076802385071
2021-01-31,56.06553526320438
2021-02-07,20.061229622658175
2021-02-14,27.76799843100592
2021-02-21,39.09292084412381
2021-02-28,25.70892162862085
2021-03-07,14.913537616695496
2021-03-21,24.179383227428318
2021-03-28,30.85661363458353
2021-04-04,21.09076802385071
2021-04-18,34.97476723935367
2021-05-02,19.03169122146564
2021-05-09,44.24061285008649
2021-05-16,28.29753683219846
2021-05-23,47.329228053664096
2021-05-30,15.943076017888032
2021-06-06,27.76799843100592
2021-06-13,32.9156904369686
2021-07-04,34.97476723935367
2021-07-18,59.154150466781985
2021-08-01,15.943076017888032
2021-08-22,47.829228053664096
2021-09-05,20.061229622658175
2021-09-26,28.29753683219846
2021-10-03,44.24061285008649
2021-10-10,99.27660971209833
2021-10-17,23.14984482623578
2021-10-24,33.945228838161135
2021-11-14,33.945228838161135
2021-11-21,30.35661363458353
2021-12-12,76.12676488586256
2022-01-02,69.89906895741468
2022-01-09,39.18584168824763
2022-02-06,36.00861128109241
2022-02-20,57.190147328793834
2022-02-27,38.126764885862556
2022-03-06,68.8399921550296
2022-03-13,32.8313808739372
2022-03-27,45.54030250255805
2022-04-03,27.535996862011846
2022-04-10,29.654150466781985
2022-04-17,15.886152035776064
2022-04-24,22.24061285008649
2022-05-08,42.36307209540284
2022-05-22,34.94953447870734
2022-05-29,54.01291692163862
2022-06-12,52.95384011925355
2022-06-19,44.48122570017298
2022-07-10,33.89045767632227
2022-07-17,77.31260657411018
2022-07-24,58.249224131178906
2022-07-31,27.535996862011846
2022-08-14,29.654150466781985
2022-08-21,21.18153604770142
2022-08-28,39.18584168824763
2022-09-04,105.9076802385071
2022-09-11,25.417843257241703
