,MVT_GT_Denver CO
2017-01-08,28.0
2017-01-15,13.0
2017-01-22,31.0
2017-02-12,24.0
2017-02-19,25.0
2017-02-26,19.0
2017-03-05,10.0
2017-03-26,18.0
2017-04-02,52.0
2017-04-09,22.0
2017-04-23,21.0
2017-05-07,12.0
2017-05-14,18.0
2017-05-28,19.0
2017-06-04,13.0
2017-06-18,16.0
2017-06-25,15.0
2017-07-02,26.0
2017-07-16,19.0
2017-08-20,21.0
2017-08-27,23.0
2017-09-03,12.0
2017-09-10,16.0
2017-09-24,23.0
2017-10-22,45.0
2017-10-29,22.0
2017-11-05,24.0
2017-11-12,25.0
2017-12-03,14.0
2017-12-10,31.0
2018-01-07,42.92609388069933
2018-01-14,28.0
2018-01-21,22.09426890161122
2018-01-28,32.93740653753852
2018-02-11,14.0
2018-02-18,25.679487677751084
2018-03-04,30.0
2018-03-11,14.0
2018-03-25,36.0
2018-04-01,21.006787594103514
2018-04-08,29.26018139115527
2018-04-22,20.177225146383243
2018-04-29,21.0
2018-05-13,27.757918859787434
2018-05-20,28.01131265683919
2018-05-27,15.0
2018-06-10,31.10331902708257
2018-06-17,22.677225146383243
2018-06-24,23.0
2018-07-08,24.0
2018-07-22,16.257918859787434
2018-08-05,33.430618943435
2018-08-19,18.09426890161122
2018-08-26,19.257918859787434
2018-09-16,31.26470645389095
2018-09-23,23.0
2018-10-07,33.0
2018-10-21,38.10331902708257
2018-11-25,16.257918859787434
2018-12-30,23.928356412067167
2019-01-06,28.430618943435
2019-01-20,28.935144006170677
2019-01-27,12.0
2019-02-03,52.444194131642035
2019-02-24,22.174962615015406
2019-03-10,56.03393797051758
2019-03-17,31.096531432979056
2019-03-31,29.43288147480284
2019-04-07,21.0
2019-05-05,24.177225146383243
2019-05-12,14.0
2019-05-19,38.271494047994466
2019-06-02,23.509050125471354
2019-06-16,18.755656328419597
2019-06-23,13.17270008364757
2019-06-30,28.257918859787434
2019-07-07,12.0
2019-07-14,51.02036278231054
2019-07-21,15.0
2019-07-28,31.10331902708257
2019-08-11,26.0
2019-08-25,19.006787594103514
2019-09-01,17.0
2019-09-08,18.428356412067167
2019-09-15,29.84540016729514
2019-09-22,24.009050125471354
2019-10-06,19.0
2019-10-20,16.509050125471354
2019-11-03,15.009050125471353
2019-11-10,40.26470645389095
2019-11-17,20.926093880699327
2019-11-24,19.0
2019-12-01,44.939669068906355
2019-12-08,14.0
2019-12-15,28.0
2019-12-22,15.0
2020-01-05,29.0
2020-01-12,28.186275271854598
2020-01-19,16.34087510455946
2020-01-26,37.76470645389095
2020-02-02,36.34540016729514
2020-02-16,21.677225146383243
2020-02-23,30.852187761398653
2020-03-01,22.679487677751084
2020-04-05,61.941931600274195
2020-04-19,14.506787594103514
2020-04-26,21.513575188207028
2020-05-03,21.679487677751084
2020-05-10,18.92156881796365
2020-05-17,11.0
2020-05-24,9.0
2020-05-31,18.174962615015406
2020-06-07,36.607844089818244
2020-06-14,37.269231516626625
2020-06-28,35.76470645389095
2020-07-05,40.35897535550217
2020-07-12,31.84540016729514
2020-07-19,19.0
2020-07-26,28.430618943435
2020-08-09,29.01583771957487
2020-08-16,20.006787594103514
2020-09-06,38.69080033459028
2020-09-13,18.34087510455946
2020-09-20,18.0
2020-10-04,52.35897535550217
2020-10-18,17.674962615015406
2020-10-25,32.430618943435
2020-11-08,23.59426890161122
2020-11-15,33.01810025094271
2020-11-22,34.76244392252311
2020-12-13,46.18853780322244
2020-12-20,27.013575188207028
2020-12-27,46.51810025094271
2021-01-03,47.51583771957487
2021-01-10,43.85445029276649
2021-01-17,23.51583771957487
2021-01-24,40.935144006170674
2021-01-31,40.10105649571473
2021-02-07,32.34766269866297
2021-02-14,27.26470645389095
2021-02-28,13.67270008364757
2021-03-07,36.34992523003081
2021-03-14,12.0
2021-03-21,30.34540016729514
2021-03-28,28.26470645389095
2021-04-11,18.426093880699327
2021-04-18,54.69306286595811
2021-04-25,23.423831349331486
2021-05-02,29.0
2021-05-16,48.78054417346581
2021-05-23,23.34087510455946
2021-05-30,36.0
2021-06-06,52.27601911073014
2021-06-13,47.53393797051758
2021-06-20,46.35445029276649
2021-06-27,62.94645666300987
2021-07-04,44.93740653753852
2021-07-11,34.51357518820703
2021-07-18,57.11915674665744
2021-07-25,20.596531432979056
2021-08-01,22.09426890161122
2021-08-08,34.93288147480284
2021-08-15,28.423831349331486
2021-08-22,34.7737565793623
2021-09-12,78.35897535550217
2021-09-19,32.84992523003081
2021-09-26,41.0
2021-10-03,47.02488784504622
2021-10-17,26.26470645389095
2021-10-24,25.0
2021-10-31,43.01810025094271
2021-11-07,45.77601911073014
2021-11-21,24.174962615015406
2021-11-28,21.51131265683919
2021-12-12,26.01131265683919
2021-12-19,48.53167543914974
2021-12-26,26.013575188207028
2018-05-06,21.686275271854598
2018-06-03,41.70437552279731
2018-07-29,30.02715037641406
2018-09-09,15.847662698662976
2018-11-11,21.686275271854598
2018-12-02,24.188537803222438
2018-12-09,40.870288012341355
2018-12-16,23.35445029276649
2018-12-23,68.39517585738758
2019-02-17,24.188537803222438
2019-03-03,13.345400167295137
2019-03-24,15.01357518820703
2019-04-21,20.852187761398653
2019-04-28,34.19758792869379
2019-05-26,14.179487677751084
2019-06-09,23.35445029276649
2019-09-29,22.520362782310546
2019-10-13,19.18401274048676
2019-10-27,20.852187761398653
2019-12-29,15.01357518820703
2020-03-22,25.022625313678382
2020-08-02,18.349925230030813
2020-08-30,10.843137635927299
2020-09-27,13.345400167295137
2020-10-11,29.19306286595811
2021-04-04,53.38160066918055
2021-05-09,36.699850460061626
2021-08-29,28.358975355502167
2021-09-05,15.847662698662976
2021-11-14,25.022625313678382
2021-12-05,18.349925230030813
2022-01-02,48.377075606444876
2022-01-09,40.870288012341355
2022-01-16,66.72700083647568
2022-01-23,51.71342564826866
2022-02-06,45.04072556462109
2022-02-13,25.022625313678382
2022-02-20,45.874813075077036
2022-02-27,50.87933813781271
2022-03-06,41.70437552279731
2022-03-13,39.202112991429466
2022-03-20,39.202112991429466
2022-03-27,37.53393797051758
2022-04-03,32.5294129077819
2022-04-10,49.21116311690082
2022-05-01,45.04072556462109
2022-05-08,43.372550543709195
2022-05-15,31.695325397325952
2022-05-22,13.345400167295137
2022-05-29,13.345400167295137
2022-06-05,37.53393797051758
2022-06-12,73.39970092012325
2022-06-19,39.202112991429466
2022-06-26,40.03620050188541
2022-07-03,43.372550543709195
2022-07-10,37.53393797051758
2022-07-17,23.35445029276649
2022-07-24,62.55656328419596
2022-07-31,36.699850460061626
2022-08-07,25.022625313678382
2022-08-14,55.04977569009244
2022-08-28,30.02715037641406
2022-09-04,83.40875104559461
2022-09-11,10.843137635927299
2022-09-18,29.19306286595811
2022-09-25,40.870288012341355
2022-10-02,57.55203822146028
2022-10-09,39.202112991429466
2022-10-16,41.70437552279731
2022-10-23,45.874813075077036
2022-10-30,55.04977569009244
2022-11-06,42.53846303325325
2022-11-13,40.03620050188541
2022-11-20,50.045250627356765
2022-11-27,50.045250627356765
2022-12-04,53.38160066918055
2022-12-11,21.686275271854598
2022-12-18,75.06787594103515
2022-12-25,27.52488784504622
