,MVT_GT_Raleigh-Durham (Fayetteville) NC
2017-01-08,100.0
2017-02-05,29.0
2017-02-26,28.0
2017-03-12,29.0
2017-03-19,35.0
2017-03-26,17.0
2017-04-02,22.0
2017-04-23,31.0
2017-04-30,31.0
2017-06-18,21.0
2017-07-09,40.0
2017-10-01,91.0
2017-10-15,22.0
2017-12-03,45.0
2017-12-10,25.0
2018-01-28,29.878603898899584
2018-02-04,28.634673703954604
2018-03-04,32.366464288789544
2018-04-01,52.90952192054676
2018-04-08,34.98235958120701
2018-05-06,40.958080360986926
2018-05-27,16.683232144394772
2018-06-03,38.84218506856946
2018-06-24,20.915022729229708
2018-07-08,50.79362662812929
2018-07-15,46.933801140766846
2018-07-29,37.97021997109697
2018-08-12,16.183232144394772
2018-08-26,16.183232144394772
2018-09-09,22.158952924174685
2018-09-23,31.122534093844564
2018-09-30,20.915022729229708
2018-10-21,14.939301949449792
2018-11-04,22.658952924174685
2018-11-11,23.902883119119664
2018-12-30,20.915022729229708
2019-01-20,40.958080360986926
2019-02-03,15.811267046922282
2019-02-17,13.695371754504812
2019-02-24,23.030918021647174
2019-03-03,16.183232144394772
2019-03-17,21.286987826702198
2019-06-09,34.98235958120701
2019-06-16,15.311267046922282
2019-06-23,41.330045458459416
2019-06-30,17.927162339339752
2019-07-14,25.646813314064644
2019-08-11,34.110394483734524
2019-08-25,16.683232144394772
2019-09-01,20.915022729229708
2019-09-15,13.195371754504812
2019-10-20,20.043057631757218
2019-10-27,19.17109253428473
2019-11-10,22.658952924174685
2019-11-17,16.683232144394772
2019-12-01,46.06183604329435
2019-12-15,18.799127436812242
2019-12-29,23.030918021647174
2020-02-02,31.122534093844564
2020-02-16,23.030918021647174
2020-03-29,18.299127436812242
2020-04-05,25.146813314064644
2020-04-26,22.158952924174685
2020-05-24,17.055197241867262
2020-05-31,43.073975653404396
2020-06-28,47.80576623823933
2020-07-05,74.19650974724897
2020-07-12,23.030918021647174
2020-07-19,14.067336851977302
2020-07-26,27.262708606482114
2020-08-16,21.286987826702198
2020-08-23,41.830045458459416
2020-09-06,14.067336851977302
2020-09-13,36.22628977615199
2020-09-20,45.189870945821866
2020-09-27,29.878603898899584
2020-10-04,32.866464288789544
2020-10-18,21.786987826702198
2020-10-25,40.958080360986926
2020-11-08,35.854324678679504
2020-11-22,25.146813314064644
2020-11-29,22.658952924174685
2020-12-13,23.402883119119664
2020-12-20,44.81790584834937
2021-01-17,15.811267046922282
2021-01-24,21.286987826702198
2021-03-14,29.006638801427094
2021-03-28,26.018778411537134
2021-04-11,45.189870945821866
2021-05-16,37.97021997109697
2021-06-06,20.043057631757218
2021-06-20,18.799127436812242
2021-07-18,52.03755682307427
2021-07-25,27.262708606482114
2021-09-19,30.250568996372074
2021-09-26,20.043057631757218
2021-10-17,16.683232144394772
2021-10-24,27.262708606482114
2021-11-14,23.030918021647174
2021-12-05,18.299127436812242
2021-12-12,20.915022729229708
2022-01-30,18.59825487362448
2022-02-06,29.757207797799165
2022-02-20,17.11039448373452
2022-03-27,13.390743509009624
2022-04-03,30.501137992744145
2022-04-10,24.549696433184312
2022-04-17,23.805766238239332
2022-05-08,27.52541721296423
2022-06-05,40.91616072197385
2022-06-19,30.501137992744145
2022-07-17,34.96471916241402
2022-07-24,32.73292857757908
2022-08-07,36.45257955230398
2022-09-18,27.52541721296423
2022-10-23,41.66009091691883
2022-11-06,29.013277602854185
2022-11-13,38.68437013713891
2022-11-20,28.26934740790921
2022-12-04,44.635811696698745
2022-12-11,17.11039448373452
2022-12-25,18.59825487362448
