,MVT_GT_Washington DC (Hagerstown MD)
2017-01-01,43.0
2017-01-15,16.0
2017-01-22,17.0
2017-02-12,13.0
2017-02-19,59.0
2017-03-05,13.0
2017-03-12,15.0
2017-03-19,39.0
2017-03-26,67.0
2017-04-16,22.0
2017-04-23,22.0
2017-04-30,27.0
2017-05-07,36.0
2017-05-14,30.0
2017-05-21,21.0
2017-05-28,16.0
2017-06-11,41.0
2017-08-06,25.0
2017-08-13,52.0
2017-08-20,58.0
2017-08-27,63.0
2017-09-03,42.0
2017-09-10,59.0
2017-09-17,18.0
2017-09-24,45.0
2017-10-01,25.0
2017-10-15,28.0
2017-10-22,35.0
2017-11-12,51.0
2017-11-26,30.0
2017-12-03,38.0
2017-12-10,49.0
2017-12-17,25.0
2017-12-24,27.0
2017-12-31,28.0
2018-01-07,29.0
2018-01-14,42.59279187942466
2018-01-21,35.08128855973446
2018-01-28,54.40069113882719
2018-02-04,36.30214759955743
2018-02-11,30.156825459623818
2018-02-25,29.726610699668072
2018-03-11,28.941718079645945
2018-03-18,51.89493947898209
2018-04-01,65.05176493860591
2018-04-08,24.80214759955743
2018-04-22,36.0
2018-05-06,29.168328779314017
2018-05-13,40.96472471902635
2018-05-20,30.017254979535302
2018-05-27,26.0
2018-06-10,14.0
2018-06-24,62.0
2018-07-01,51.023006639380405
2018-07-08,53.0
2018-07-15,41.10429519911486
2018-07-22,18.0
2018-07-29,27.0
2018-08-12,68.0
2018-08-19,37.732362359513175
2018-08-26,38.09279187942466
2018-09-09,19.011503319690203
2018-09-16,17.0
2018-09-30,27.30214759955743
2018-10-07,46.813650919247635
2018-10-14,30.023006639380405
2018-10-21,49.313650919247635
2018-11-04,19.0
2018-11-18,35.09854353926976
2018-11-25,28.0
2018-12-02,47.523006639380405
2018-12-23,29.37768449944679
2018-12-30,40.0
2019-01-06,72.62155017865017
2019-01-13,45.0287582992255
2019-01-20,19.0
2019-02-24,17.0
2019-03-10,36.511503319690206
2019-03-24,51.73811401935828
2019-03-31,41.243865679203374
2019-04-21,25.29639593971233
2019-04-28,51.54026161891571
2019-05-05,35.44746973949104
2019-05-12,32.09854353926976
2019-05-19,28.0
2019-05-26,18.0
2019-06-09,97.0
2019-06-30,50.04026161891571
2019-07-07,39.0
2019-07-14,42.453221399336144
2019-07-21,72.9006911388272
2019-07-28,57.0
2019-08-04,54.17983209900422
2019-08-11,34.5287582992255
2019-08-25,29.58704021957956
2019-09-01,57.39493947898209
2019-09-08,32.66832877931402
2019-09-15,26.79639593971233
2019-09-22,20.011503319690203
2019-09-29,21.441718079645945
2019-10-06,29.0
2019-10-13,29.156825459623818
2019-10-20,27.017254979535302
2019-11-03,55.89493947898209
2019-11-10,23.441718079645945
2019-11-17,23.08704021957956
2019-11-24,39.73811401935828
2019-12-01,58.115798518805065
2019-12-08,74.057516598451
2019-12-29,39.0
2020-01-05,71.54026161891571
2020-01-12,29.307899259402532
2020-01-19,59.47622803871655
