,MVT_GT_Miami-Ft. Lauderdale FL
2017-01-01,16.0
2017-01-08,20.0
2017-01-22,19.0
2017-01-29,100.0
2017-02-05,22.0
2017-02-12,18.0
2017-02-19,18.0
2017-02-26,15.0
2017-03-05,15.0
2017-03-26,43.0
2017-04-09,17.0
2017-04-23,30.0
2017-05-07,26.0
2017-05-14,21.0
2017-05-21,20.0
2017-05-28,21.0
2017-06-11,21.0
2017-06-18,45.0
2017-06-25,24.0
2017-07-02,22.0
2017-07-23,26.0
2017-08-13,45.0
2017-08-20,40.0
2017-09-03,66.0
2017-09-10,80.0
2017-09-17,58.0
2017-09-24,53.0
2017-10-08,22.0
2017-10-15,75.0
2017-10-22,73.0
2017-10-29,16.0
2017-11-12,54.0
2017-12-10,17.0
2018-01-07,21.096404263997275
2018-01-28,29.000342677048906
2018-02-11,25.827226214312493
2018-02-18,37.96198657767934
2018-02-25,37.96198657767934
2018-04-01,45.86592499073096
2018-04-15,74.36626766777987
2018-04-22,23.211815239154884
2018-04-29,14.750171338524453
2018-05-06,61.67380181683422
2018-05-27,22.65410975157608
2018-06-03,40.57739755283694
2018-06-24,25.827226214312493
2018-07-15,35.846575602521725
2018-09-02,17.923287801260862
2018-09-16,16.86558231368206
2018-10-07,61.67380181683422
2018-10-14,24.26952072673369
2018-10-21,16.86558231368206
2018-10-28,24.26952072673369
2018-11-11,38.51969206525814
2018-11-18,26.884931701891297
2018-11-25,17.923287801260862
2018-12-09,16.86558231368206
2019-01-06,21.096404263997275
2019-01-20,15.807876826103257
2019-01-27,15.307876826103257
2019-02-03,26.884931701891297
2019-02-10,49.03904145346738
2019-02-17,35.346575602521725
2019-02-24,20.03869877641847
2019-03-17,17.423287801260862
2019-03-31,21.096404263997275
2019-04-07,26.884931701891297
2019-04-14,27.942637189470098
2019-04-21,22.65410975157608
2019-04-28,44.80821950315216
2019-05-19,41.13510304041575
2019-05-26,27.942637189470098
2019-06-02,18.98099328883967
2019-06-23,29.000342677048906
2019-06-30,36.40428109010053
2019-07-07,30.058048164627706
2019-07-14,14.750171338524453
2019-07-21,33.23116462736412
2019-07-28,24.26952072673369
2019-08-04,16.36558231368206
2019-08-11,15.807876826103257
2019-08-25,64.84691827957063
2019-09-01,13.192465850945648
2019-10-06,17.923287801260862
2019-10-20,20.03869877641847
2019-11-17,33.23116462736412
2019-11-24,51.154452428624985
2019-12-01,29.000342677048906
2019-12-15,51.154452428624985
2019-12-22,30.058048164627706
2019-12-29,33.73116462736412
2020-01-05,23.211815239154884
2020-01-19,34.788870114942924
2020-01-26,27.942637189470098
2020-02-02,14.250171338524453
2020-02-23,51.654452428624985
2020-03-01,22.65410975157608
2020-03-08,22.65410975157608
2020-03-29,14.250171338524453
2020-04-05,45.86592499073096
2020-04-12,35.846575602521725
2020-04-19,24.26952072673369
2020-05-24,25.827226214312493
2020-06-07,20.03869877641847
2020-06-14,41.13510304041575
2020-06-21,22.65410975157608
2020-07-05,22.15410975157608
2020-07-12,16.86558231368206
2020-07-19,41.13510304041575
2020-07-26,32.673459139785315
2020-08-02,14.250171338524453
2020-08-09,52.71215791620379
2020-08-23,39.01969206525814
2020-08-30,30.058048164627706
2020-10-11,21.096404263997275
2020-10-18,16.36558231368206
2020-10-25,32.173459139785315
2020-11-01,14.250171338524453
2020-11-15,21.096404263997275
2020-11-22,33.73116462736412
2020-12-06,21.096404263997275
2020-12-13,24.76952072673369
2021-01-03,24.76952072673369
2021-01-24,32.173459139785315
2021-02-07,35.846575602521725
2021-02-21,51.654452428624985
2021-02-28,29.000342677048906
2021-03-14,39.01969206525814
2021-03-28,17.923287801260862
2021-04-04,14.250171338524453
2021-04-11,20.53869877641847
2021-04-18,15.307876826103257
2021-04-25,14.750171338524453
2021-05-09,23.711815239154884
2021-05-16,22.15410975157608
2021-05-23,72.25085669262225
2021-06-06,38.51969206525814
2021-06-13,33.73116462736412
2021-06-20,18.98099328883967
2021-07-11,21.596404263997275
2021-07-18,18.98099328883967
2021-07-25,55.885274378940196
2021-08-08,31.615753652206514
2021-08-15,43.25051401557336
2021-08-22,37.96198657767934
2021-08-29,29.000342677048906
2021-09-05,16.86558231368206
2021-09-19,22.15410975157608
2021-10-03,23.211815239154884
2021-10-10,16.36558231368206
2021-10-17,37.96198657767934
2021-10-24,33.23116462736412
2021-11-14,20.03869877641847
2021-11-21,24.76952072673369
2021-12-12,16.86558231368206
2021-12-19,26.884931701891297
2022-01-09,56.88595973303801
2022-01-23,20.077397552836945
2022-02-06,49.07808290693475
2022-02-13,27.8852743789402
2022-02-27,13.384931701891297
2022-03-06,26.769863403782594
2022-03-13,22.30821950315216
2022-03-20,12.269520726733688
2022-03-27,39.03938413051628
2022-04-03,22.30821950315216
2022-04-17,41.2702060808315
2022-04-24,111.5410975157608
2022-05-08,18.961986577679337
2022-05-22,32.34691827957063
2022-05-29,46.847260956619536
2022-06-12,22.30821950315216
2022-06-19,26.769863403782594
2022-06-26,42.3856170559891
2022-07-03,30.116096329255416
2022-07-10,56.88595973303801
2022-07-17,15.615753652206513
2022-08-07,52.42431583240758
2022-08-14,31.231507304413025
2022-09-04,27.8852743789402
2022-09-11,31.231507304413025
2022-09-18,17.846575602521728
2022-10-02,17.846575602521728
2022-10-09,29.000685354097808
2022-10-16,30.116096329255416
2022-10-30,75.84794631071735
2022-11-20,46.847260956619536
2022-11-27,37.923973155358674
2022-12-04,26.769863403782594
2022-12-11,21.19280852799455
2022-12-18,22.30821950315216
