,MVT_GT_Ontario
2017-01-01,10.0
2017-01-08,15.0
2017-01-15,34.0
2017-01-29,8.0
2017-02-19,13.0
2017-02-26,14.0
2017-03-05,100.0
2017-03-12,21.0
2017-03-19,19.0
2017-03-26,16.0
2017-04-02,20.0
2017-04-09,19.0
2017-04-16,15.0
2017-04-23,11.0
2017-04-30,21.0
2017-05-07,12.0
2017-05-21,21.0
2017-05-28,18.0
2017-06-04,28.0
2017-06-18,13.0
2017-07-02,25.0
2017-07-09,9.0
2017-07-16,12.0
2017-07-23,25.0
2017-07-30,9.0
2017-08-06,9.0
2017-08-13,17.0
2017-08-27,17.0
2017-09-10,18.0
2017-09-17,14.0
2017-09-24,34.0
2017-10-01,14.0
2017-10-08,16.0
2017-10-15,16.0
2017-10-22,20.0
2017-10-29,8.0
2017-11-05,10.0
2017-11-19,21.0
2017-11-26,7.0
2017-12-10,26.0
2017-12-17,12.0
2017-12-24,18.0
2017-12-31,12.0
2018-01-07,9.205266634249377
2018-01-21,10.728074038054864
2018-01-28,12.773688845665836
2018-02-11,15.080707355179552
2018-02-18,13.035092547568578
2018-02-25,24.024570287526185
2018-03-04,8.18245923044389
2018-03-11,6.898248124735661
2018-03-18,5.875440720930174
2018-03-25,9.705266634249377
2018-04-01,16.86491846088778
2018-04-08,10.228074038054864
2018-04-15,11.250881441860349
2018-04-22,12.773688845665836
2018-04-29,20.956148076109727
2018-05-06,12.273688845665836
2018-05-13,6.136844422832918
2018-05-20,23.76316658562344
2018-05-27,19.93334067230424
2018-06-03,9.705266634249377
2018-06-10,14.057899951374065
2018-06-17,35.014048027483796
2018-06-24,11.750881441860349
2018-07-08,15.080707355179552
2018-07-22,27.854396200845386
2018-07-29,25.047377691331672
2018-08-05,28.877203604650873
2018-08-12,28.11579990274813
2018-08-26,20.956148076109727
2018-09-02,6.136844422832918
2018-09-09,9.205266634249377
2018-09-16,41.150892450316704
2018-09-30,20.194744374206984
2018-10-07,15.842111057082295
2018-10-14,14.057899951374065
2018-10-21,24.024570287526185
2018-10-28,15.842111057082295
2018-11-04,20.194744374206984
2018-11-18,31.18422211416459
2018-12-02,52.14037019027431
2018-12-09,40.88948874841397
2018-12-30,13.035092547568578
2019-01-06,16.103514758985035
2019-01-13,18.910533268498753
2019-01-20,19.171936970401497
2019-01-27,13.035092547568578
2019-02-03,25.308781393234412
2019-02-10,12.012285143763092
2019-02-17,38.08247023890025
2019-02-24,6.898248124735661
2019-03-03,8.943862932346633
2019-03-10,21.21755177801247
2019-03-17,14.819303653276808
2019-03-31,17.887725864693266
2019-04-07,28.877203604650873
2019-04-14,25.808781393234412
2019-04-21,5.875440720930174
2019-04-28,16.86491846088778
2019-05-05,31.18422211416459
2019-05-12,14.057899951374065
