,MVT_GT_San Francisco-Oakland-San Jose CA
2017-01-01,54.0
2017-01-08,37.0
2017-01-15,57.0
2017-01-22,30.0
2017-01-29,57.0
2017-02-05,48.0
2017-02-12,48.0
2017-02-19,68.0
2017-03-05,46.0
2017-03-12,44.0
2017-03-19,27.0
2017-03-26,31.0
2017-04-02,33.0
2017-04-09,57.0
2017-04-16,28.0
2017-04-30,43.0
2017-05-07,20.0
2017-05-14,65.0
2017-05-21,82.0
2017-05-28,36.0
2017-06-04,66.0
2017-06-25,83.0
2017-07-02,53.0
2017-07-09,71.0
2017-07-16,47.0
2017-07-23,25.0
2017-07-30,68.0
2017-08-06,36.0
2017-08-13,45.0
2017-08-20,33.0
2017-08-27,32.0
2017-09-03,56.0
2017-09-10,35.0
2017-09-17,42.0
2017-09-24,60.0
2017-10-01,31.0
2017-10-08,41.0
2017-10-15,45.0
2017-10-22,42.0
2017-10-29,55.0
2017-11-05,28.0
2017-11-12,65.0
2017-11-19,37.0
2017-11-26,37.0
2017-12-03,52.0
2017-12-10,64.0
2017-12-17,53.0
2017-12-24,30.0
2017-12-31,55.0
2018-01-07,11.98494489014647
2018-01-14,64.31870240679095
2018-01-21,32.659351203395474
2018-01-28,38.15182364846871
2018-02-04,33.257845692410115
2018-02-11,27.265373247336882
2018-02-18,94.28106463215713
2018-02-25,23.96988978029294
2018-03-04,31.060856714380826
2018-03-11,20.174406313249
2018-03-18,31.060856714380826
2018-03-25,55.030746494673764
2018-04-01,16.378922846205057
2018-04-08,49.03827404960053
2018-04-15,40.848812626498
2018-04-22,49.03827404960053
2018-05-06,40.348812626498
2018-05-13,51.73526302762983
2018-05-20,56.62924098368841
2018-05-27,55.030746494673764
2018-06-10,21.27290080226365
2018-06-17,53.93225200565912
2018-06-24,26.166878758322234
2018-07-01,51.23526302762983
2018-07-08,46.341285071571235
2018-07-15,17.977417335219705
2018-07-22,26.166878758322234
2018-07-29,27.765373247336882
2018-08-05,53.43225200565912
2018-08-12,53.93225200565912
2018-08-26,47.43977956058588
2018-09-02,37.05332915945406
2018-09-09,39.250318137483355
2018-09-16,11.98494489014647
2018-09-23,52.83375751664447
2018-09-30,58.32622996171771
2018-10-07,56.12924098368841
