,MVT_GT_El Paso TX
2017-01-01,47.0
2017-02-05,51.0
2017-02-26,47.0
2017-04-09,30.0
2017-04-23,70.0
2017-04-30,41.0
2017-05-07,27.0
2017-05-21,54.0
2017-07-23,100.0
2017-10-08,34.0
2017-10-29,41.0
2017-11-05,52.0
2017-11-12,47.0
2017-11-26,53.0
2017-12-17,100.0
2018-01-21,76.9731738395545
2018-02-04,39.229832738233085
2018-02-11,23.33789964293985
2018-03-04,29.29737455367481
2018-03-25,38.73658691977725
2018-04-01,25.324391279851504
2018-04-29,40.223078556688904
2018-05-20,30.79062037213064
2018-06-10,38.23658691977725
2018-06-17,43.70281601205639
2018-08-19,35.256849464409775
2018-09-09,52.142028378158834
2018-10-28,34.26360364595395
2018-11-18,43.20281601205639
2018-12-30,43.70281601205639
2019-02-24,30.79062037213064
2019-04-07,57.10825747043797
2019-04-21,25.324391279851504
2019-07-21,51.14878255970301
2019-08-11,26.31763709830733
2019-09-01,35.756849464409775
2019-09-08,20.35816218757237
2019-09-29,18.871670550660713
2019-10-20,44.19606183051222
2019-10-27,22.34465382448402
2019-11-03,20.85816218757237
2019-11-17,17.878424732204888
2019-11-24,46.68255346742387
2019-12-01,18.871670550660713
2019-12-22,46.18255346742387
2020-01-05,39.729832738233085
2020-01-12,20.85816218757237
2020-01-19,50.155536741247175
2020-03-08,27.310882916763155
2020-03-15,25.824391279851504
2020-04-12,18.871670550660713
2020-05-03,21.851408006028194
2020-05-10,23.83789964293985
2020-05-24,23.83789964293985
2020-05-31,46.68255346742387
2020-06-07,32.77711200904229
2020-06-14,20.85816218757237
2020-08-30,51.14878255970301
2020-10-11,24.83114546139568
2020-10-18,37.24334110132143
2020-11-15,17.878424732204888
2020-12-06,28.804128735218985
2021-01-10,21.851408006028194
2021-02-21,27.810882916763155
2021-03-07,51.14878255970301
2021-03-14,86.90563202411278
2021-03-28,22.84465382448402
2021-04-11,25.824391279851504
2021-05-16,50.155536741247175
2021-05-23,58.101503288893795
2021-06-06,19.864916369116543
2021-07-25,22.84465382448402
2021-08-22,35.256849464409775
2021-09-12,35.256849464409775
2021-12-05,29.29737455367481
2021-12-26,46.18255346742387
2022-02-13,22.689307648968043
2022-02-20,36.5001905657312
2022-03-13,22.689307648968043
2022-03-20,50.31107348249436
2022-04-17,13.810882916763157
2022-05-01,33.54071565499624
2022-05-22,23.675799285879698
2022-06-19,18.743341101321427
2022-07-17,30.581240744261276
2022-08-21,17.756849464409775
2022-09-11,67.08143130999248
2022-09-18,16.77035782749812
2022-10-16,45.378615297936086
2022-12-25,98.64916369116541
