,MVT_GT_Los Angeles CA
2017-01-01,42.0
2017-01-08,51.0
2017-01-15,83.0
2017-01-22,45.0
2017-01-29,37.0
2017-02-05,33.0
2017-02-12,48.0
2017-02-19,49.0
2017-02-26,39.0
2017-03-05,51.0
2017-03-12,24.0
2017-03-19,65.0
2017-03-26,32.0
2017-04-02,47.0
2017-04-09,49.0
2017-04-16,44.0
2017-04-23,20.0
2017-04-30,38.0
2017-05-07,52.0
2017-05-14,17.0
2017-05-21,52.0
2017-05-28,52.0
2017-06-04,34.0
2017-06-11,50.0
2017-06-18,61.0
2017-06-25,56.0
2017-07-02,62.0
2017-07-09,39.0
2017-07-16,37.0
2017-07-23,66.0
2017-07-30,53.0
2017-08-06,57.0
2017-08-13,100.0
2017-08-20,16.0
2017-08-27,33.0
2017-09-03,40.0
2017-09-10,46.0
2017-09-17,32.0
2017-09-24,56.0
2017-10-01,52.0
2017-10-08,35.0
2017-10-15,27.0
2017-10-22,49.0
2017-10-29,51.0
2017-11-05,46.0
2017-11-12,68.0
2017-11-19,48.0
2017-11-26,68.0
2017-12-03,46.0
2017-12-10,27.0
2017-12-17,45.0
2017-12-24,61.0
2017-12-31,42.0
2018-01-07,25.23698430193256
2018-01-14,22.093502456521904
2018-01-21,53.70657998792311
2018-01-28,48.74135721980713
2018-02-04,46.9196162971018
2018-02-11,33.34568891545919
2018-02-18,56.850061833333754
2018-02-25,49.152227681159786
2018-03-04,40.132652606280494
2018-03-11,13.984797842995274
2018-03-18,31.1130775314012
2018-03-25,36.07830029951718
2018-04-01,55.02832091062843
2018-04-08,30.702207070048537
2018-04-15,46.00874583574914
2018-04-22,23.91524337922723
2018-04-29,68.10224829227104
2018-05-06,59.08267321739174
2018-05-13,50.06309814251245
2018-05-20,74.88921198309234
2018-05-27,42.865263990338484
2018-06-03,71.74573013768169
2018-06-10,43.77613445169115
2018-06-17,26.14785476328522
2018-06-24,44.18700491304381
2018-07-01,25.73698430193256
2018-07-08,43.27613445169115
2018-07-15,59.08267321739174
2018-07-22,67.69137783091838
2018-07-29,40.132652606280494
2018-08-05,49.152227681159786
2018-08-12,47.83048675845446
2018-08-19,18.950020611111253
2018-08-26,47.33048675845446
2018-09-02,50.06309814251245
2018-09-09,46.9196162971018
2018-09-16,34.75655937681185
2018-09-23,55.02832091062843
2018-09-30,34.25655937681185
2018-10-07,41.04352306763316
2018-10-14,21.182631995169242
2018-10-21,63.137025524155064
2018-10-28,39.22178214492783
2018-11-04,46.00874583574914
2018-11-11,38.31091168357517
2018-11-18,46.9196162971018
2018-11-25,37.900041222222505
2018-12-02,52.29570952657044
2018-12-09,46.00874583574914
2018-12-16,46.4196162971018
2018-12-23,62.2261550628024
2018-12-30,48.24135721980713
2019-01-06,40.132652606280494
2019-01-13,32.02394799275386
2019-01-20,50.97396860386512
2019-01-27,59.99354367874441
2019-02-03,59.08267321739174
2019-02-10,37.400041222222505
2019-02-17,60.404414140097074
2019-02-24,36.07830029951718
2019-03-03,63.637025524155064
2019-03-10,8.608704613526632
2019-03-17,65.36963690821305
2019-03-24,32.02394799275386
2019-03-31,32.93481845410653
2019-04-07,18.03915014975859
2019-04-14,45.09787537439647
2019-04-21,27.058725224637882
2019-04-28,43.77613445169115
2019-05-05,64.04789598550772
2019-05-12,53.20657998792311
2019-05-19,55.939191371981096
2019-05-26,22.093502456521904
2019-06-02,49.152227681159786
2019-06-09,50.97396860386512
2019-06-16,43.77613445169115
2019-06-23,48.74135721980713
2019-06-30,32.93481845410653
2019-07-07,42.865263990338484
2019-07-14,39.72178214492783
2019-07-21,24.326113840579893
2019-07-28,49.152227681159786
2019-08-04,32.93481845410653
2019-08-11,62.2261550628024
2019-08-18,58.171802756039085
2019-08-25,57.26093229468642
2019-09-01,53.70657998792311
2019-09-08,47.83048675845446
2019-09-15,49.152227681159786
2019-09-22,35.667429838164516
2019-09-29,69.92398921497636
2019-10-06,23.91524337922723
2019-10-13,22.093502456521904
2019-10-20,49.152227681159786
2019-10-27,44.68700491304381
2019-11-03,52.29570952657044
2019-11-10,34.25655937681185
2019-11-17,48.74135721980713
2019-11-24,12.163056920289947
2019-12-01,46.00874583574914
2019-12-08,45.09787537439647
2019-12-15,21.682631995169242
2019-12-22,20.27176153381658
2019-12-29,49.652227681159786
2020-01-05,46.9196162971018
2020-01-12,52.79570952657044
2020-01-19,49.152227681159786
2020-01-26,44.68700491304381
2020-02-02,58.171802756039085
2020-02-09,42.865263990338484
2020-02-16,45.09787537439647
2020-02-23,62.7261550628024
2020-03-01,45.09787537439647
2020-03-08,40.632652606280494
2020-03-15,41.95439352898582
2020-03-22,25.23698430193256
2020-03-29,33.84568891545919
2020-04-05,46.9196162971018
2020-04-12,32.93481845410653
2020-04-19,19.860891072463914
2020-04-26,78.94356428985566
2020-05-03,54.117450449275765
2020-05-10,30.202207070048537
2020-05-17,26.14785476328522
2020-05-24,48.74135721980713
2020-05-31,59.58267321739174
2020-06-07,26.14785476328522
2020-06-14,27.058725224637882
2020-06-21,50.97396860386512
2020-06-28,37.900041222222505
2020-07-05,41.04352306763316
2020-07-12,42.865263990338484
2020-07-19,68.10224829227104
2020-07-26,54.117450449275765
2020-08-02,45.09787537439647
2020-08-09,36.07830029951718
2020-08-16,49.652227681159786
2020-08-23,32.02394799275386
2020-08-30,27.969595685990548
2020-09-06,31.1130775314012
2020-09-13,32.02394799275386
2020-09-20,41.04352306763316
2020-09-27,45.09787537439647
2020-10-04,44.18700491304381
2020-10-11,30.202207070048537
2020-10-18,25.73698430193256
2020-10-25,28.88046614734321
2020-11-01,41.04352306763316
2020-11-08,45.09787537439647
2020-11-15,38.81091168357517
2020-11-22,28.38046614734321
2020-11-29,39.22178214492783
2020-12-06,39.22178214492783
2020-12-13,48.74135721980713
2020-12-20,42.865263990338484
2020-12-27,55.02832091062843
2021-01-03,61.31528460144973
2021-01-10,52.79570952657044
2021-01-17,30.202207070048537
2021-01-24,41.04352306763316
2021-01-31,60.904414140097074
2021-02-07,55.02832091062843
2021-02-14,50.06309814251245
2021-02-21,37.900041222222505
2021-02-28,33.84568891545919
2021-03-07,30.202207070048537
2021-03-14,55.939191371981096
2021-03-21,36.98917076086984
2021-03-28,49.152227681159786
