,MVT_GT_Baltimore MD
2017-01-01,24.0
2017-02-05,69.0
2017-03-19,23.0
2017-03-26,51.0
2017-04-16,52.0
2017-04-30,25.0
2017-05-14,89.0
2017-06-04,28.0
2017-06-18,54.0
2017-08-06,27.0
2017-09-03,24.0
2017-09-10,26.0
2017-09-24,52.0
2017-10-15,76.0
2017-10-22,26.0
2017-10-29,71.0
2017-11-26,42.0
2017-12-24,64.0
2018-01-14,35.0
2018-01-21,57.0
2018-01-28,23.0
2018-02-25,33.0
2018-03-04,44.0
2018-03-11,35.0
2018-03-18,53.0
2018-03-25,20.0
2018-04-15,37.0
2018-05-27,55.0
2018-06-03,62.0
2018-06-10,24.0
2018-06-24,86.0
2018-07-01,55.0
2018-07-08,39.0
2018-08-19,53.0
2018-08-26,47.0
2018-09-09,33.0
2018-09-16,51.0
2018-10-07,36.0
2018-11-04,23.0
2018-11-18,54.0
2018-11-25,33.0
2018-12-02,54.0
2018-12-09,36.0
2018-12-16,31.0
2018-12-23,31.0
2018-12-30,31.0
2019-02-03,77.0
2019-03-10,62.0
2019-04-14,82.0
2019-05-26,32.0
2019-06-02,23.0
2019-06-23,23.0
2019-07-07,47.0
2019-07-21,35.0
2019-08-25,38.0
2019-09-01,27.0
2019-09-29,22.0
2019-10-06,65.0
2019-10-20,63.0
2019-10-27,42.0
2019-11-17,29.0
2019-11-24,22.0
2019-12-01,59.0
2019-12-08,32.0
2020-01-05,31.0
2020-01-12,29.0
2020-01-19,100.0
2020-02-02,35.0
2020-02-09,24.0
2020-02-23,55.0
2020-03-01,23.0
2020-03-15,39.0
2020-04-05,18.0
2020-04-12,30.0
2020-04-26,44.0
2020-05-03,40.0
2020-05-31,52.0
2020-07-19,23.0
2020-08-02,36.0
2020-08-23,19.0
2020-09-13,17.0
2020-09-20,53.0
2020-10-11,29.0
2020-11-01,41.0
2020-12-27,75.0
2021-01-03,49.0
2021-01-10,65.0
2021-01-31,16.0
2021-02-21,30.0
2021-03-21,67.0
2021-04-04,41.0
2021-04-11,20.0
2021-04-18,73.0
2021-05-02,52.0
2021-05-09,18.0
2021-05-30,73.0
2021-06-06,73.0
2021-06-13,21.0
2021-07-18,86.0
2021-08-22,31.0
2021-09-12,40.0
2021-09-26,28.0
2021-10-03,73.0
2021-10-17,36.0
2021-10-24,19.0
2021-11-14,24.0
2021-11-21,82.0
2021-11-28,41.0
2021-12-12,25.0
2021-12-26,41.0
2022-01-02,51.0
2022-01-23,68.0
2022-02-20,21.0
2022-02-27,15.0
2022-03-06,36.0
2022-04-10,24.0
2022-04-17,26.0
2022-04-24,23.0
2022-05-01,14.0
2022-05-08,35.0
2022-05-22,46.0
2022-06-19,29.0
2022-07-03,54.0
2022-07-24,26.0
2022-08-07,22.0
2022-09-04,32.0
2022-09-11,15.0
2022-09-18,21.0
2022-10-09,52.0
2022-10-16,25.0
2022-10-30,39.0
2022-11-06,19.0
2022-11-13,47.0
2022-11-27,19.0
2022-12-11,41.0
2022-12-18,40.0
2022-12-25,22.0
