,MVT_GT_Denver CO
2017-01-22,45.0
2017-02-26,37.0
2017-03-05,28.0
2017-03-26,41.0
2017-04-02,25.0
2017-05-14,30.0
2017-06-04,29.0
2017-06-11,66.0
2017-07-02,43.0
2017-07-16,32.0
2017-07-23,22.0
2017-08-13,45.0
2017-08-20,20.0
2017-08-27,19.0
2017-09-03,57.0
2017-09-10,18.0
2017-09-17,15.0
2017-09-24,31.0
2017-10-01,37.0
2017-10-08,20.0
2017-10-22,31.0
2017-10-29,57.0
2017-11-05,22.0
2017-11-12,41.0
2017-11-26,32.0
2017-12-03,19.0
2017-12-10,74.0
2017-12-24,44.0
2017-12-31,24.0
2018-01-07,35.90514036343774
2018-01-14,52.111663030013375
2018-01-21,35.90514036343774
2018-01-28,16.70652266657563
2018-02-04,14.96047515143239
2018-02-11,19.698617696862108
2018-02-18,34.159092848294506
2018-04-01,31.16699781800802
2018-04-22,26.928855272578303
2018-04-29,17.95257018171887
2018-05-20,92.75494593888084
2018-06-03,99.98518351459703
2018-06-24,29.42095030286478
2018-07-29,56.849805575443085
2018-08-05,41.889330424010694
2018-08-12,18.45257018171887
2018-08-19,29.92095030286478
2018-08-26,28.174902787721543
2018-09-09,32.91304533315126
2018-09-16,31.16699781800802
2018-09-23,59.84190060572956
2018-09-30,19.198617696862108
2018-10-21,47.37352048458365
2018-11-04,17.95257018171887
2018-11-11,34.159092848294506
2018-11-18,41.889330424010694
2018-12-09,48.6195679997269
2018-12-16,62.33399563601604
2018-12-23,19.698617696862108
2018-12-30,62.83399563601604
2019-01-06,19.698617696862108
2019-01-20,32.91304533315126
2019-02-03,26.928855272578303
2019-02-10,32.91304533315126
2019-02-17,32.91304533315126
2019-02-24,20.944665212005347
2019-03-03,43.63537793915394
2019-03-10,26.928855272578303
2019-03-17,32.91304533315126
2019-03-24,17.95257018171887
2019-03-31,47.87352048458365
2019-04-07,17.95257018171887
2019-05-05,41.889330424010694
2019-05-12,46.12747296944042
2019-05-19,50.36561551487013
2019-05-26,29.92095030286478
2019-06-02,19.698617696862108
2019-06-09,43.13537793915394
2019-06-16,32.91304533315126
2019-06-30,31.16699781800802
2019-07-07,21.444665212005347
2019-07-14,52.111663030013375
2019-07-21,32.91304533315126
2019-07-28,34.159092848294506
2019-08-04,19.698617696862108
2019-08-11,20.944665212005347
2019-08-18,19.198617696862108
2019-09-08,43.13537793915394
2019-09-22,47.37352048458365
2019-09-29,35.40514036343774
2019-10-20,34.159092848294506
2019-10-27,63.58004315115929
2019-11-03,41.889330424010694
2019-11-10,16.70652266657563
2019-11-17,17.95257018171887
2019-11-24,20.944665212005347
2019-12-01,49.6195679997269
2019-12-08,38.897235393724216
2019-12-15,34.659092848294506
2019-12-22,29.92095030286478
2019-12-29,19.198617696862108
2020-01-05,28.674902787721543
2020-01-26,28.174902787721543
2020-02-02,32.91304533315126
2020-02-16,34.159092848294506
2020-02-23,16.20652266657563
2020-03-01,17.95257018171887
2020-03-15,16.20652266657563
2020-03-22,19.198617696862108
2020-03-29,35.90514036343774
2020-04-05,53.85771054515661
2020-04-12,19.198617696862108
2020-04-19,12.468380121145913
2020-04-26,13.214427636289152
2020-05-03,46.12747296944042
2020-05-10,32.91304533315126
2020-05-17,64.58004315115929
2020-05-24,17.95257018171887
2020-05-31,28.174902787721543
2020-06-14,59.34190060572956
2020-06-28,67.07213818144577
2020-07-05,46.12747296944042
2020-07-12,28.174902787721543
2020-07-19,25.182807757435064
2020-08-02,25.182807757435064
2020-08-09,61.58794812087281
2020-08-16,38.397235393724216
2020-08-23,22.690712727148586
2020-08-30,77.29447078744843
2020-09-06,55.10375806029985
2020-09-13,58.09585309058633
2020-09-27,14.96047515143239
2020-10-18,85.02470836316463
2020-11-01,40.14328290886746
2020-11-08,19.198617696862108
2020-11-15,81.53261333287816
2020-11-22,55.60375806029985
2020-11-29,20.944665212005347
2020-12-13,41.389330424010694
2020-12-27,50.36561551487013
2021-01-03,47.37352048458365
2021-01-10,58.09585309058633
2021-01-17,37.151187878580984
2021-01-24,74.30237575716197
2021-01-31,68.81818569658901
2021-02-07,34.159092848294506
2021-02-14,26.428855272578303
2021-02-28,14.96047515143239
2021-03-07,64.08004315115929
2021-03-21,17.95257018171887
2021-04-04,19.198617696862108
2021-04-18,62.83399563601604
2021-04-25,50.86561551487013
2021-05-02,25.182807757435064
2021-05-09,44.38142545429717
2021-05-23,64.08004315115929
2021-05-30,41.889330424010694
2021-06-06,74.30237575716197
2021-06-13,58.09585309058633
