,MVT_GT_Fresno-Visalia CA
2017-03-19,38.0
2017-03-26,25.0
2017-04-02,61.0
2017-04-16,21.0
2017-04-30,84.0
2017-05-21,39.0
2017-06-11,53.0
2017-07-23,29.0
2017-07-30,45.0
2017-08-06,75.0
2017-08-27,34.0
2017-09-03,48.0
2017-09-17,42.0
2017-12-10,35.0
2018-01-14,34.0
2018-04-22,78.0
2018-05-27,20.0
2018-06-10,22.0
2018-07-22,29.0
2018-08-12,46.0
2018-08-19,34.0
2018-09-23,28.0
2018-10-07,22.0
2018-10-28,31.0
2018-12-09,44.0
2019-01-06,21.0
2019-01-27,45.0
2019-02-03,57.0
2019-02-24,26.0
2019-03-03,62.0
2019-03-17,22.0
2019-04-28,37.0
2019-05-26,100.0
2019-06-09,40.0
2019-07-21,35.0
2019-08-11,40.0
2019-09-29,45.0
2019-10-06,20.0
2019-11-03,21.0
2019-11-10,98.0
2019-11-17,37.0
2019-12-22,27.0
2020-02-02,27.0
2020-02-09,20.0
2020-02-23,26.0
2020-03-08,19.0
2020-04-12,33.0
2020-04-19,52.0
2020-04-26,15.0
2020-06-21,26.0
2020-08-02,45.0
2020-08-16,19.0
2020-08-30,46.0
2020-09-20,25.0
2020-10-04,19.0
2020-10-25,25.0
2020-11-01,19.0
2020-12-13,25.0
2020-12-20,39.0
2021-01-10,22.0
2021-01-24,28.0
2021-02-21,18.0
2021-02-28,20.0
2021-03-21,18.0
2021-04-04,78.0
2021-04-18,22.0
2021-05-30,36.0
2021-07-04,23.0
2021-07-11,28.0
2021-08-01,30.0
2021-08-15,36.0
2021-09-26,69.0
2021-10-24,21.0
2021-12-05,72.0
2021-12-26,21.0
2022-01-02,32.0
2022-01-09,37.0
2022-01-23,26.0
2022-01-30,35.0
2022-03-06,30.0
2022-03-27,13.0
2022-04-03,25.0
2022-04-17,28.0
2022-04-24,19.0
2022-05-01,30.0
2022-05-22,31.0
2022-07-24,23.0
2022-07-31,24.0
2022-08-07,22.0
2022-09-04,28.0
2022-10-02,19.0
2022-10-23,46.0
2022-12-25,34.0
