,MVT_GT_Los Angeles CA
2017-01-01,37.0
2017-01-08,49.0
2017-01-15,64.0
2017-01-22,48.0
2017-01-29,65.0
2017-02-05,54.0
2017-02-12,43.0
2017-02-19,42.0
2017-02-26,45.0
2017-03-05,47.0
2017-03-12,28.0
2017-03-19,72.0
2017-03-26,34.0
2017-04-02,33.0
2017-04-09,45.0
2017-04-16,61.0
2017-04-23,24.0
2017-04-30,45.0
2017-05-07,48.0
2017-05-14,42.0
2017-05-21,30.0
2017-05-28,48.0
2017-06-04,55.0
2017-06-11,48.0
2017-06-18,41.0
2017-06-25,49.0
2017-07-02,36.0
2017-07-09,47.0
2017-07-16,23.0
2017-07-23,45.0
2017-07-30,57.0
2017-08-06,58.0
2017-08-13,100.0
2017-08-20,41.0
2017-08-27,40.0
2017-09-03,50.0
2017-09-10,37.0
2017-09-17,21.0
2017-09-24,58.0
2017-10-01,47.0
2017-10-08,42.0
2017-10-15,46.0
2017-10-22,48.0
2017-10-29,71.0
2017-11-05,27.0
2017-11-12,59.0
2017-11-19,44.0
2017-11-26,82.0
2017-12-03,38.0
2017-12-10,24.0
2017-12-17,35.0
2017-12-24,56.0
2017-12-31,50.0
2018-01-07,47.8229982851654
2018-01-14,40.72707401570648
2018-01-21,60.11586575671853
2018-01-28,47.8229982851654
2018-02-04,65.31280895881272
2018-02-11,47.8229982851654
2018-02-18,63.913827891447994
2018-02-25,49.221979352530134
2018-03-04,44.9745266841183
2018-03-11,38.82809294834174
2018-03-18,35.030130813612274
2018-03-25,72.40873322827164
2018-04-01,57.767394155671425
2018-04-08,59.16637522303616
2018-04-15,44.02503615043594
2018-04-22,28.883697077835713
2018-04-29,36.929111880977004
2018-05-06,62.014846824083264
2018-05-13,48.27248881884777
2018-05-20,75.75720482931875
2018-05-27,53.0199414872596
2018-06-03,66.76229949249509
2018-06-10,45.92401721780067
2018-06-17,44.9745266841183
2018-06-24,50.1714698862125
2018-07-01,29.83318761151808
2018-07-08,49.721979352530134
2018-07-15,70.06026162722455
2018-07-22,50.1714698862125
2018-07-29,50.6714698862125
2018-08-05,46.87350775148303
2018-08-12,55.368413088306696
2018-08-19,44.02503615043594
2018-08-26,36.929111880977004
2018-09-02,35.97962134729464
2018-09-09,51.62096041989487
2018-09-16,41.17656454938884
2018-09-23,57.767394155671425
2018-09-30,39.277583482024106
2018-10-07,50.1714698862125
2018-10-14,24.136244409423885
2018-10-21,52.070450953577236
2018-10-28,58.21688468935379
2018-11-04,49.221979352530134
2018-11-11,53.969432020941966
2018-11-18,41.17656454938884
2018-11-25,53.0199414872596
2018-12-02,61.06535629040089
2018-12-09,56.81790362198906
2018-12-16,51.12096041989487
2018-12-23,77.15618589668348
2018-12-30,59.66637522303616
2019-01-06,51.12096041989487
2019-01-13,26.035225476788618
2019-01-20,40.72707401570648
2019-01-27,44.9745266841183
2019-02-03,74.80771429563639
2019-02-10,34.08064027992991
2019-02-17,45.92401721780067
2019-02-24,40.22707401570648
2019-03-03,60.11586575671853
2019-03-10,33.131149746247544
2019-03-17,52.070450953577236
