,MVT_GT_Houston TX
2017-01-15,48.0
2017-01-29,16.0
2017-02-05,13.0
2017-02-12,19.0
2017-02-19,100.0
2017-02-26,39.0
2017-03-05,25.0
2017-03-12,19.0
2017-03-19,65.0
2017-03-26,60.0
2017-04-09,15.0
2017-04-16,41.0
2017-04-23,93.0
2017-04-30,41.0
2017-05-07,58.0
2017-05-14,57.0
2017-05-21,13.0
2017-05-28,38.0
2017-06-04,28.0
2017-06-11,46.0
2017-06-18,16.0
2017-06-25,47.0
2017-07-02,47.0
2017-07-23,29.0
2017-08-06,32.0
2017-08-13,57.0
2017-08-27,48.0
2017-09-10,30.0
2017-09-17,18.0
2017-09-24,23.0
2017-10-01,24.0
2017-10-15,39.0
2017-10-29,19.0
2017-11-05,18.0
2017-11-12,41.0
2017-11-19,23.0
2017-11-26,20.0
2017-12-03,30.0
2017-12-10,21.0
2017-12-17,34.0
2017-12-24,50.0
2017-12-31,32.0
2018-01-07,37.03072637096335
2018-01-14,16.23587838709482
2018-01-21,35.207138532253865
2018-01-28,13.088702709675857
2018-02-04,57.82557435483187
2018-02-11,42.913283806446536
2018-02-18,12.176908790321116
2018-03-04,23.03022974193275
2018-03-11,25.26561149999697
2018-03-18,32.97175677418964
2018-03-25,19.883054064513786
2018-04-08,37.03072637096335
2018-04-15,49.207635161284465
2018-04-22,47.884047322574986
2018-04-29,32.0599628548349
2018-05-06,16.73587838709482
2018-05-13,39.76610812902757
2018-05-20,21.706641903223268
2018-06-03,26.177405419351714
2018-06-10,57.82557435483187
2018-06-17,63.708131790315065
2018-06-24,26.677405419351714
2018-07-08,39.26610812902757
2018-07-15,24.353817580642232
2018-07-22,19.383054064513786
2018-07-29,16.73587838709482
2018-08-05,28.912787177415936
2018-08-19,29.82458109677068
2018-08-26,24.353817580642232
2018-09-02,36.11893245160861
2018-09-09,64.1199257096698
2018-09-16,27.089199338706457
2018-09-23,25.76561149999697
2018-09-30,25.76561149999697
2018-10-07,18.971260145159043
2018-10-14,44.736871645156015
2018-10-28,49.707635161284465
2018-11-11,34.79534461289913
2018-11-18,19.883054064513786
2018-12-02,37.03072637096335
2018-12-09,24.853817580642232
2018-12-16,28.000993258061197
2018-12-23,32.0599628548349
2018-12-30,14.91229054838534
2019-01-06,47.884047322574986
2019-01-13,28.000993258061197
2019-01-20,26.177405419351714
2019-01-27,16.73587838709482
2019-02-03,36.11893245160861
2019-02-10,22.118435822578007
2019-02-24,36.11893245160861
2019-03-03,55.09019259676765
2019-03-10,28.000993258061197
2019-03-17,40.677902048382315
2019-03-24,29.32458109677068
2019-04-07,37.03072637096335
2019-04-21,40.177902048382315
2019-04-28,30.23637501612542
2019-05-05,18.059466225804304
2019-05-12,17.147672306449564
2019-05-19,42.913283806446536
2019-05-26,21.206641903223268
2019-06-02,40.177902048382315
2019-06-09,17.147672306449564
2019-06-16,36.11893245160861
2019-06-23,14.91229054838534
2019-06-30,35.207138532253865
2019-07-07,48.79584124192972
2019-07-14,46.0604594838655
2019-07-21,31.14816893548016
2019-07-28,60.0609561128961
2019-08-04,18.059466225804304
2019-08-18,51.943016919348686
2019-09-01,29.32458109677068
2019-09-08,36.11893245160861
2019-09-15,37.03072637096335
2019-09-22,29.82458109677068
2019-09-29,65.03171962902454
2019-10-06,19.883054064513786
2019-10-13,30.23637501612542
2019-10-20,16.73587838709482
2019-10-27,34.79534461289913
2019-11-03,28.000993258061197
2019-11-10,38.35431420967283
2019-11-17,29.82458109677068
2019-11-24,37.942520290318086
2019-12-08,28.912787177415936
2019-12-15,28.000993258061197
2019-12-22,56.00198651612239
2019-12-29,45.64866556451076
2020-01-05,34.79534461289913
2020-01-12,18.059466225804304
2020-01-19,20.79484798386853
2020-01-26,53.26660475805817
2020-02-09,26.677405419351714
2020-02-16,77.70862841934566
2020-03-01,68.17889530644351
2020-03-08,28.912787177415936
2020-03-15,28.912787177415936
2020-03-22,43.32507772580128
2020-03-29,19.883054064513786
2020-04-05,29.32458109677068
2020-04-12,19.883054064513786
2020-04-19,31.14816893548016
2020-04-26,24.853817580642232
2020-05-10,44.236871645156015
2020-05-17,28.000993258061197
2020-05-24,39.26610812902757
2020-05-31,56.913780435477136
