,MVT_GT_Portland OR
2017-01-08,23.0
2017-01-15,29.0
2017-02-05,17.0
2017-02-12,41.0
2017-02-19,32.0
2017-02-26,19.0
2017-03-12,16.0
2017-03-26,22.0
2017-04-02,28.0
2017-04-09,23.0
2017-04-16,17.0
2017-04-30,18.0
2017-05-07,27.0
2017-05-14,33.0
2017-05-28,23.0
2017-06-04,41.0
2017-06-18,32.0
2017-06-25,40.0
2017-07-02,42.0
2017-07-09,53.0
2017-07-16,30.0
2017-07-23,46.0
2017-07-30,37.0
2017-08-06,32.0
2017-08-13,43.0
2017-08-27,20.0
2017-09-17,18.0
2017-09-24,73.0
2017-10-15,16.0
2017-10-29,32.0
2017-11-05,33.0
2017-11-19,24.0
2017-12-03,21.0
2017-12-10,28.0
2017-12-31,17.0
2018-01-07,23.97794740409381
2018-01-14,24.998727726010934
2018-01-28,15.811704828756834
2018-02-04,40.81043255476777
2018-02-11,33.164970301347914
2018-03-04,43.87277352051913
2018-03-18,40.81043255476777
2018-04-01,28.0610686917623
2018-04-08,16.832485150673957
2018-04-29,34.68575062326504
2018-05-06,18.874045794508202
2018-05-13,26.019508047928056
2018-05-20,22.95716708217669
2018-05-27,33.664970301347914
2018-06-10,36.22731126709928
2018-06-24,30.102629335596546
2018-07-01,35.20653094518216
2018-07-08,24.998727726010934
2018-07-15,64.78837995886158
2018-07-22,36.72731126709928
2018-07-29,23.97794740409381
2018-08-05,71.93384221228143
2018-08-12,46.93511448627051
2018-09-02,40.31043255476777
2018-09-16,23.97794740409381
2018-09-30,46.93511448627051
2018-10-07,26.019508047928056
2018-10-14,22.45716708217669
2018-10-21,40.81043255476777
2018-10-28,57.14291770544173
2018-11-04,35.70653094518216
2018-11-18,22.95716708217669
2018-11-25,18.874045794508202
2018-12-02,18.874045794508202
2018-12-09,37.748091589016404
2018-12-30,32.14418997943079
2019-01-06,16.832485150673957
2019-01-20,44.89355384243626
2019-02-03,29.081849013679424
2019-02-10,40.31043255476777
2019-02-17,30.102629335596546
2019-03-03,28.0610686917623
2019-03-10,35.20653094518216
2019-03-17,19.894826116425325
2019-03-24,67.35072092461294
2019-03-31,38.76887191093353
2019-04-07,17.85326547259108
2019-05-12,48.97667513010475
2019-05-19,99.99491090404373
2019-05-26,45.91433416435338
2019-06-02,31.62340965751367
2019-06-09,35.20653094518216
2019-06-16,61.726038993110215
2019-06-23,21.936386760259566
2019-06-30,34.18575062326504
2019-07-07,65.80916028077871
2019-07-14,18.874045794508202
2019-08-04,38.26887191093353
2019-08-25,65.30916028077871
2019-09-01,42.35199319860202
2019-09-22,63.26759963694446
2019-10-20,17.35326547259108
2019-11-03,23.97794740409381
2019-11-10,73.97540285611569
2019-11-17,24.498727726010934
2019-11-24,20.915606438342447
2019-12-08,33.164970301347914
2019-12-15,26.019508047928056
2019-12-29,21.936386760259566
2020-01-05,51.018235773939
2020-01-12,22.95716708217669
2020-01-19,26.019508047928056
2020-01-26,16.332485150673957
2020-02-02,43.87277352051913
2020-02-09,15.811704828756834
2020-02-16,19.394826116425325
2020-03-01,42.85199319860202
2020-03-08,43.87277352051913
2020-04-05,19.894826116425325
2020-04-12,28.5610686917623
2020-04-19,35.20653094518216
2020-05-03,76.01696349994992
2020-05-10,19.894826116425325
2020-05-17,38.76887191093353
2020-05-24,37.748091589016404
2020-05-31,22.95716708217669
2020-06-07,34.18575062326504
2020-06-21,63.26759963694446
2020-07-12,29.081849013679424
2020-07-26,59.18447834927597
2020-08-02,22.95716708217669
2020-08-09,28.0610686917623
2020-09-13,49.99745545202187
2020-09-20,54.08057673969036
2020-09-27,30.102629335596546
2020-10-25,18.374045794508202
2020-12-06,24.498727726010934
2020-12-13,35.20653094518216
2020-12-20,29.081849013679424
2021-01-03,23.97794740409381
2021-01-10,32.14418997943079
2021-01-17,40.81043255476777
2021-01-24,52.03901609585611
2021-02-07,16.832485150673957
2021-02-14,27.04028836984518
2021-02-21,32.14418997943079
2021-03-07,62.74681931502734
2021-03-14,49.99745545202187
2021-03-21,42.35199319860202
2021-03-28,44.89355384243626
2021-04-04,24.998727726010934
2021-04-11,65.80916028077871
2021-04-18,24.998727726010934
2021-04-25,70.91306189036432
2021-05-09,52.03901609585611
2021-05-16,39.78965223285065
2021-05-23,26.019508047928056
2021-06-13,56.1221373835246
2021-06-20,43.87277352051913
2021-06-27,66.32994060269583
2021-07-04,43.87277352051913
2021-07-11,59.18447834927597
2021-08-08,17.85326547259108
2021-08-15,17.85326547259108
2021-08-22,35.70653094518216
2021-09-05,66.82994060269583
2021-09-12,34.68575062326504
2021-09-26,20.415606438342447
2021-10-03,67.85072092461294
2021-10-10,28.0610686917623
2021-10-17,46.93511448627051
2021-10-31,48.97667513010475
2021-11-07,56.1221373835246
2021-11-14,51.018235773939
2021-11-28,44.89355384243626
2021-12-05,68.87150124653007
2021-12-12,36.72731126709928
2021-12-26,80.10008478761841
2022-01-23,27.08057673969036
2022-01-30,20.831212876684894
2022-02-06,76.03392699989986
2022-02-13,52.07803219171223
2022-02-20,68.74300249306015
2022-02-27,58.327396054717696
2022-03-13,45.82866832870676
2022-03-27,63.53519927388892
2022-04-03,22.91433416435338
2022-04-10,24.99745545202187
2022-04-17,56.24427476704921
2022-04-24,49.99491090404374
2022-05-01,34.37150124653007
2022-05-08,38.53774382186705
2022-05-15,43.74554704103827
2022-05-22,38.53774382186705
2022-05-29,104.15606438342446
2022-06-05,17.70653094518216
2022-06-19,16.664970301347914
2022-06-26,34.37150124653007
