,MVT_GT_San Francisco-Oakland-San Jose CA
2017-01-01,59.0
2017-01-08,39.0
2017-01-15,49.0
2017-01-29,10.0
2017-02-05,30.0
2017-02-12,56.0
2017-02-19,29.0
2017-02-26,75.0
2017-03-05,31.0
2017-03-12,37.0
2017-03-19,37.0
2017-03-26,37.0
2017-04-02,11.0
2017-04-09,43.0
2017-04-16,44.0
2017-04-23,39.0
2017-04-30,36.0
2017-05-07,43.0
2017-05-14,51.0
2017-05-21,53.0
2017-05-28,65.0
2017-06-04,59.0
2017-06-11,28.0
2017-06-18,49.0
2017-06-25,64.0
2017-07-02,54.0
2017-07-09,48.0
2017-07-16,58.0
2017-07-23,13.0
2017-08-06,38.0
2017-08-13,44.0
2017-08-27,39.0
2017-09-03,23.0
2017-09-10,45.0
2017-09-17,48.0
2017-09-24,34.0
2017-10-01,43.0
2017-10-08,15.0
2017-10-15,35.0
2017-10-22,75.0
2017-10-29,48.0
2017-11-12,49.0
2017-11-19,38.0
2017-12-03,59.0
2017-12-10,85.0
2017-12-17,38.0
2017-12-24,44.0
2017-12-31,57.0
2018-01-14,52.00355269233745
2018-01-21,53.03423744116066
2018-01-28,59.21834593409994
2018-02-04,31.920542464696396
2018-02-11,20.083010227641054
2018-02-18,21.113694976464267
2018-02-25,46.85012894822138
2018-03-04,30.889857715873184
2018-03-11,14.429586483524986
2018-03-18,41.696705204105314
2018-03-25,68.99450867350886
2018-04-15,35.01259671116604
2018-04-22,60.749030682923156
2018-05-06,14.929586483524986
2018-05-13,68.99450867350886
2018-05-20,42.72738995292853
2018-05-27,49.942183194691026
2018-06-03,19.05232547881784
2018-06-10,22.14437972528748
2018-06-17,45.81944419939817
2018-06-24,32.951227213519616
2018-07-01,45.81944419939817
2018-07-08,58.187661185276724
2018-07-15,21.613694976464267
2018-07-22,23.17506447411069
2018-07-29,30.889857715873184
2018-08-05,46.85012894822138
2018-08-12,62.81040018056959
2018-08-19,28.32848821822676
2018-08-26,36.04328145998925
2018-09-02,27.797803469403547
2018-09-09,19.05232547881784
2018-09-16,50.97286794351424
2018-09-23,26.26711872058033
2018-09-30,20.083010227641054
2018-10-07,46.85012894822138
2018-10-21,31.920542464696396
2018-10-28,40.66602045528211
2018-11-04,26.26711872058033
2018-11-11,23.17506447411069
2018-11-18,19.55232547881784
2018-11-25,36.54328145998925
2018-12-02,65.90245442703923
2018-12-09,12.86821698587856
2018-12-16,79.301356161741
2018-12-23,54.064922189983875
2019-01-06,20.083010227641054
2019-01-13,35.01259671116604
2019-01-20,44.78875945057496
2019-01-27,37.073966208812465
2019-02-03,38.10465095763568
2019-02-10,19.05232547881784
2019-02-17,27.297803469403547
2019-02-24,52.00355269233745
2019-03-03,55.595606938807094
2019-03-10,25.73643397175712
2019-03-24,21.113694976464267
2019-03-31,19.05232547881784
2019-04-07,33.98191196234282
2019-04-14,41.696705204105314
2019-04-21,44.78875945057496
2019-04-28,45.31944419939817
2019-05-05,65.90245442703923
2019-05-12,37.073966208812465
2019-05-19,36.04328145998925
2019-05-26,42.22738995292853
2019-06-09,54.564922189983875
2019-06-16,32.951227213519616
2019-06-30,46.85012894822138
2019-07-07,45.81944419939817
2019-07-14,45.81944419939817
2019-07-21,26.26711872058033
2019-08-04,47.3808136970446
2019-08-11,65.90245442703923
2019-08-18,35.01259671116604
2019-08-25,26.76711872058033
2019-09-01,61.27971543174637
2019-09-08,10.806847488232133
2019-09-15,24.705749222933903
2019-09-22,25.23643397175712
2019-10-06,59.21834593409994
2019-10-13,19.05232547881784
2019-10-20,29.35917296704997
2019-10-27,45.31944419939817
2019-11-03,48.91149844586781
2019-11-10,55.095606938807094
2019-11-17,54.064922189983875
2019-11-24,44.78875945057496
2019-12-01,29.35917296704997
2019-12-08,49.942183194691026
2019-12-15,32.951227213519616
2019-12-22,41.696705204105314
2019-12-29,73.11724766880172
2020-01-05,30.889857715873184
2020-01-12,11.837532237055346
2020-01-19,36.04328145998925
2020-01-26,28.82848821822676
2020-02-02,22.64437972528748
2020-02-09,31.920542464696396
2020-02-16,25.73643397175712
2020-02-23,61.77971543174637
2020-03-01,41.196705204105314
2020-03-08,29.85917296704997
2020-03-15,20.083010227641054
2020-03-22,16.49095598117141
2020-03-29,22.64437972528748
2020-04-05,39.13533570645889
2020-04-12,21.113694976464267
2020-04-19,39.63533570645889
2020-04-26,33.98191196234282
2020-05-03,16.99095598117141
2020-05-10,30.889857715873184
2020-05-17,46.85012894822138
2020-05-24,48.91149844586781
2020-05-31,96.29231214291241
2020-06-07,65.90245442703923
2020-06-14,47.8808136970446
2020-06-21,61.77971543174637
2020-06-28,36.04328145998925
2020-07-05,45.81944419939817
2020-07-12,31.920542464696396
2020-07-19,26.76711872058033
2020-07-26,45.81944419939817
2020-08-02,65.90245442703923
2020-08-09,30.889857715873184
2020-08-16,9.27616273940892
2020-08-23,33.98191196234282
2020-08-30,37.073966208812465
2020-09-06,57.65697643645352
2020-09-13,87.01614940350349
2020-09-20,37.073966208812465
2020-09-27,48.91149844586781
2020-10-18,38.10465095763568
2020-10-25,21.113694976464267
2020-11-01,16.99095598117141
2020-11-08,25.23643397175712
2020-11-15,65.90245442703923
2020-11-22,31.920542464696396
2020-11-29,15.960271232348198
2020-12-06,13.398901734701774
2020-12-13,53.03423744116066
2020-12-20,59.71834593409994
2020-12-27,43.258074701751745
2021-01-03,68.99450867350886
2021-01-10,39.13533570645889
2021-01-17,41.196705204105314
2021-01-24,68.99450867350886
2021-01-31,39.13533570645889
2021-02-07,62.81040018056959
2021-02-14,40.66602045528211
2021-02-21,41.196705204105314
2021-02-28,42.72738995292853
