,MVT_GT_Colorado Springs-Pueblo CO
2017-01-29,38.0
2017-02-26,40.0
2017-03-12,25.0
2017-03-26,33.0
2017-04-02,23.0
2017-04-23,46.0
2017-04-30,81.0
2017-07-09,35.0
2017-07-30,29.0
2017-08-13,40.0
2017-08-20,29.0
2017-09-03,41.0
2017-09-24,87.0
2017-12-10,33.0
2017-12-24,53.0
2017-12-31,27.0
2018-01-14,90.0217260012165
2018-03-11,100.21654053981841
2018-04-01,44.51086300060825
2018-04-08,51.974072693009525
2018-04-15,57.86008077001058
2018-05-06,23.044032308004233
2018-05-13,60.51448400081101
2018-06-10,36.970451692806776
2018-06-17,58.937282385410796
2018-07-01,69.1320969240127
2018-07-15,60.01448400081101
2018-07-29,30.007242000405505
2018-09-02,36.970451692806776
2018-09-30,28.93004038500529
2018-11-04,26.275637154204865
2018-11-25,27.35283876960508
2019-01-06,25.198435538804656
2019-03-31,33.23884684660614
2019-04-14,30.007242000405505
2019-04-28,23.544032308004233
2019-05-19,30.007242000405505
2019-06-09,45.51086300060825
2019-06-16,47.16526623140868
2019-07-07,31.084443615805714
2019-07-21,60.01448400081101
2019-08-25,27.35283876960508
2019-09-15,23.044032308004233
2019-10-06,26.275637154204865
2019-12-08,45.01086300060825
2019-12-29,43.93366138520804
2020-01-05,56.78287915461037
2020-01-19,19.812427461803598
2020-02-09,33.23884684660614
2020-03-01,53.55127430840973
2020-03-08,27.85283876960508
2020-03-29,18.235225846403388
2020-05-17,30.007242000405505
2020-07-26,35.39325007740656
2020-08-09,34.81604846200635
2020-08-16,27.85283876960508
2020-08-23,28.93004038500529
2020-09-20,48.74246784680889
2020-11-08,58.937282385410796
2020-11-15,40.20205653900741
2020-12-06,20.889629077203807
2021-01-10,57.36008077001058
2021-01-31,43.93366138520804
2021-02-07,30.007242000405505
2021-03-07,21.96683069260402
2021-03-21,30.507242000405505
2021-04-04,41.279258154407614
2021-04-18,28.93004038500529
2021-07-04,95.90773407821757
2021-07-25,36.970451692806776
2021-08-08,42.85645976980783
2021-08-22,43.93366138520804
2021-09-05,41.279258154407614
2021-10-03,76.09530661641398
2021-10-10,38.54765330820699
2021-10-31,26.275637154204865
2021-12-05,30.507242000405505
2021-12-12,53.05127430840973
2022-01-09,24.24246784680889
2022-02-06,20.779258154407618
2022-02-13,41.558516308815236
2022-03-06,17.31604846200635
2022-03-20,23.088064616008467
2022-04-03,17.31604846200635
2022-05-08,25.396871077609312
2022-05-29,20.779258154407618
2022-06-12,20.779258154407618
2022-06-26,38.09530661641397
2022-07-10,35.78650015481312
2022-07-31,115.44032308004233
2022-09-04,28.860080770010583
2022-09-18,36.940903385613545
2022-11-06,26.551274308409734
2022-12-04,34.6320969240127
