,MVT_GT_Houston TX
2017-01-01,33.0
2017-01-29,41.0
2017-02-05,13.0
2017-02-12,18.0
2017-02-19,25.0
2017-02-26,40.0
2017-03-05,18.0
2017-03-12,30.0
2017-03-19,31.0
2017-03-26,44.0
2017-04-09,43.0
2017-04-23,77.0
2017-04-30,33.0
2017-05-07,46.0
2017-05-14,38.0
2017-05-21,49.0
2017-05-28,37.0
2017-06-04,38.0
2017-06-11,31.0
2017-06-18,31.0
2017-06-25,25.0
2017-07-02,100.0
2017-07-09,12.0
2017-07-16,43.0
2017-07-23,81.0
2017-08-06,40.0
2017-08-13,33.0
2017-08-20,21.0
2017-08-27,17.0
2017-09-10,59.0
2017-09-24,23.0
2017-10-01,26.0
2017-10-08,13.0
2017-10-15,24.0
2017-10-22,25.0
2017-10-29,34.0
2017-11-05,12.0
2017-11-12,42.0
2017-11-19,34.0
2017-11-26,21.0
2017-12-10,56.0
2017-12-17,30.0
2017-12-24,33.0
2017-12-31,54.0
2018-01-07,20.992598199640454
2018-01-28,16.894078559712362
2018-02-04,35.337416939388774
2018-02-11,49.65760576915507
2018-02-18,25.091117839568543
2018-03-04,35.337416939388774
2018-03-18,55.305385229047204
2018-03-25,17.918708469694387
2018-04-01,45.05908612922697
2018-04-08,55.805385229047204
2018-04-15,44.03445621924495
2018-04-22,34.81278702940675
2018-04-29,37.88667675935282
2018-05-06,17.918708469694387
2018-05-13,47.10834594919102
2018-05-20,19.96796828965843
2018-06-03,49.15760576915507
2018-06-10,46.083716039208994
2018-06-17,49.15760576915507
2018-06-24,25.591117839568543
2018-07-01,39.93593657931686
2018-07-08,14.844818739748316
2018-07-15,46.083716039208994
2018-07-22,18.94333837967641
2018-07-29,50.18223567913709
2018-08-19,49.65760576915507
2018-09-02,34.31278702940675
2018-09-16,29.189637479496632
2018-09-23,19.96796828965843
2018-09-30,12.795558919784272
2018-10-07,26.115747749550565
2018-10-14,56.83001513902922
2018-10-21,45.05908612922697
2018-10-28,23.041858019604497
2018-11-04,13.320188829766295
2018-11-11,37.88667675935282
2018-11-18,18.94333837967641
2018-11-25,13.820188829766295
2018-12-02,43.00982630926293
2018-12-16,27.14037765953259
2018-12-30,15.869448649730339
2019-01-13,27.14037765953259
2019-01-20,33.788157119424724
2019-01-27,29.689637479496632
2019-02-03,33.788157119424724
2019-02-10,23.041858019604497
2019-03-03,25.091117839568543
2019-03-17,17.918708469694387
2019-03-24,52.23149549910113
2019-04-07,20.992598199640454
2019-04-14,19.96796828965843
2019-04-28,27.14037765953259
2019-05-05,33.288157119424724
2019-05-12,38.911306669334834
2019-05-26,24.066487929586522
2019-06-02,54.28075531906518
2019-06-09,15.869448649730339
2019-06-23,11.770929009802249
2019-06-30,25.591117839568543
2019-07-07,67.07631423884945
2019-07-14,26.115747749550565
2019-07-21,46.083716039208994
2019-07-28,54.28075531906518
2019-08-04,27.64037765953259
2019-08-11,29.189637479496632
2019-08-18,36.36204684937079
2019-08-25,29.189637479496632
2019-09-01,30.214267389478657
2019-09-15,25.091117839568543
2019-09-22,14.844818739748316
2019-09-29,33.788157119424724
2019-10-06,30.214267389478657
2019-10-20,32.2635272094427
2019-10-27,29.689637479496632
2019-11-03,11.270929009802249
2019-11-10,45.05908612922697
2019-11-17,27.64037765953259
2019-11-24,43.00982630926293
2019-12-08,31.238897299460678
2019-12-22,28.66500756951461
2020-01-05,19.96796828965843
2020-01-12,18.94333837967641
2020-01-19,78.3472432486517
2020-01-26,54.28075531906518
2020-02-09,28.66500756951461
2020-02-16,49.65760576915507
2020-02-23,43.00982630926293
2020-03-08,24.066487929586522
2020-03-15,38.911306669334834
2020-03-22,34.31278702940675
2020-03-29,31.238897299460678
2020-04-05,30.214267389478657
2020-04-12,14.844818739748316
2020-04-19,24.066487929586522
2020-04-26,11.270929009802249
2020-05-03,27.14037765953259
2020-05-10,29.189637479496632
2020-05-17,16.394078559712362
2020-05-24,18.94333837967641
2020-05-31,17.918708469694387
2020-06-07,24.066487929586522
2020-06-14,43.00982630926293
2020-06-21,53.256125409083154
2020-06-28,39.93593657931686
2020-07-05,40.960566489298884
2020-07-19,32.2635272094427
2020-07-26,27.14037765953259
2020-08-09,25.091117839568543
2020-08-16,20.992598199640454
2020-08-23,22.017228109622476
2020-08-30,25.091117839568543
2020-09-13,18.94333837967641
2020-09-20,25.091117839568543
2020-09-27,31.238897299460678
2020-10-04,58.879274958993264
2020-10-11,28.66500756951461
2020-10-18,31.738897299460678
2020-10-25,51.706865589119104
2020-11-01,28.16500756951461
2020-11-08,41.98519639928091
2020-11-22,13.820188829766295
2020-11-29,18.94333837967641
2020-12-06,55.305385229047204
2020-12-27,15.869448649730339
2021-01-03,22.017228109622476
2021-01-10,17.918708469694387
2021-01-17,33.288157119424724
2021-01-24,15.369448649730339
2021-01-31,22.017228109622476
2021-02-07,33.788157119424724
2021-02-14,35.837416939388774
2021-02-21,61.95316468893934
2021-03-07,19.96796828965843
2021-03-14,43.00982630926293
2021-03-21,15.869448649730339
2021-03-28,28.16500756951461
2021-04-11,19.96796828965843
2021-04-18,54.28075531906518
2021-04-25,31.238897299460678
2021-05-02,27.14037765953259
2021-05-23,97.79058162832811
2021-06-06,32.7635272094427
2021-06-13,16.894078559712362
2021-06-20,20.992598199640454
2021-06-27,22.017228109622476
2021-07-04,60.928534778957314
2021-07-11,57.854645049011246
2021-08-01,24.066487929586522
2021-08-08,32.7635272094427
2021-08-15,14.844818739748316
2021-08-22,38.911306669334834
2021-08-29,28.16500756951461
2021-09-19,50.18223567913709
2021-09-26,17.918708469694387
2021-10-03,33.288157119424724
2021-10-10,37.88667675935282
2021-10-17,26.615747749550565
2021-10-31,47.10834594919102
2021-11-14,14.844818739748316
2021-11-21,25.091117839568543
2021-11-28,32.2635272094427
2021-12-05,24.066487929586522
2021-12-12,40.960566489298884
2021-12-26,17.918708469694387
2022-01-16,27.28075531906518
2022-01-23,104.92598199640453
2022-01-30,24.13297585917304
2022-02-06,44.0689124384899
2022-02-13,52.462990998202265
2022-02-20,16.788157119424724
2022-02-27,32.527054418885406
2022-03-06,28.33001513902922
2022-03-13,29.379274958993268
2022-03-20,32.527054418885406
2022-03-27,11.541858019604497
2022-04-03,38.822613338669676
2022-04-10,93.38412397680003
2022-04-17,62.95558919784271
2022-04-24,31.477794598921356
2022-05-01,15.738897299460678
2022-05-08,23.083716039208994
2022-05-15,24.13297585917304
2022-05-22,29.379274958993268
2022-05-29,13.64037765953259
2022-06-12,36.724093698741584
2022-06-19,33.57631423884945
2022-06-26,43.01965261852585
2022-07-03,51.413731178238216
2022-07-10,56.66003027805844
2022-07-17,22.03445621924495
2022-07-24,15.738897299460678
2022-08-07,30.428534778957314
2022-08-14,64.00484901780676
2022-08-21,33.57631423884945
2022-08-28,60.85706955791463
2022-09-04,11.541858019604497
2022-09-11,46.16743207841799
2022-09-18,40.92113297859777
2022-10-02,24.13297585917304
2022-10-09,32.527054418885406
2022-10-16,45.118172258453946
2022-10-23,52.462990998202265
2022-10-30,56.66003027805844
2022-11-06,25.182235679137086
2022-11-13,17.83741693938877
2022-11-27,64.00484901780676
2022-12-04,33.57631423884945
2022-12-11,13.64037765953259
2022-12-18,62.95558919784271
2022-12-25,72.39892757751912
