,MVT_GT_Columbus OH
2017-01-01,98.0
2017-02-05,31.0
2017-04-02,33.0
2017-04-09,40.0
2017-04-30,45.0
2017-05-14,29.0
2017-05-28,36.0
2017-06-04,40.0
2017-06-11,36.0
2017-07-09,66.0
2017-08-13,49.0
2017-09-03,33.0
2017-10-29,34.0
2017-11-12,84.0
2017-12-10,33.0
2017-12-24,62.0
2018-02-11,34.859231855574585
2018-03-11,36.444183846548
2018-03-18,34.859231855574585
2018-03-25,48.36894380141506
2018-05-27,40.61408782849482
2018-06-10,28.604375882654352
2018-07-08,40.61408782849482
2018-07-15,65.04855972920234
2018-07-22,32.27427986460117
2018-07-29,54.62379977433529
2018-08-05,41.11408782849482
2018-08-19,92.65293561185669
2018-09-02,56.208751765308705
2018-09-09,43.19903981946823
2018-10-14,45.28399181044164
2018-12-02,41.61408782849482
2018-12-23,45.78399181044164
2019-01-13,39.52913583752141
2019-02-10,26.519423891680937
2019-03-03,75.9733196840694
2019-04-07,58.79370375628211
2019-04-28,28.104375882654352
2019-05-19,67.13351172017576
2019-06-23,34.359231855574585
2019-06-30,65.04855972920234
2019-07-14,86.39807963893647
2019-08-11,69.71846371114917
2019-08-18,41.11408782849482
2019-08-25,39.02913583752141
2019-09-01,34.859231855574585
2019-09-08,37.444183846548
2019-09-15,99.90779158477693
2019-11-17,43.69903981946823
2019-11-24,30.68932787362776
2019-12-08,26.519423891680937
2019-12-22,34.859231855574585
2019-12-29,36.944183846548
2020-01-12,28.104375882654352
2020-01-19,48.36894380141506
2020-01-26,39.52913583752141
2020-02-09,49.953895792388465
2020-02-16,34.859231855574585
2020-02-23,34.859231855574585
2020-03-15,21.849519909734116
2020-03-22,30.18932787362776
2020-04-05,61.37865574725552
2020-07-26,47.86894380141506
2020-08-02,38.52913583752141
2020-08-16,89.48303162990987
2020-09-13,86.89807963893647
2020-10-04,49.953895792388465
2020-10-18,45.78399181044164
2020-10-25,26.019423891680937
2020-11-15,60.87865574725552
2020-11-22,49.953895792388465
2020-11-29,71.30341570212258
2020-12-27,32.27427986460117
2021-01-03,32.27427986460117
2021-01-10,45.28399181044164
2021-02-28,80.64322366601623
2021-03-07,40.61408782849482
2021-03-14,93.65293561185669
2021-03-21,25.519423891680937
2021-05-02,32.27427986460117
2021-05-23,47.36894380141506
2021-07-04,54.62379977433529
2021-07-11,67.13351172017576
2021-07-18,71.80341570212258
2021-07-25,28.104375882654352
2021-08-01,43.19903981946823
2021-08-15,87.39807963893647
2021-08-29,73.388367693096
2021-09-19,47.86894380141506
2021-09-26,34.359231855574585
2021-10-10,49.453895792388465
2021-10-17,69.21846371114917
2021-10-24,49.953895792388465
2021-11-07,39.02913583752141
2021-11-14,39.02913583752141
2021-11-28,43.19903981946823
2021-12-12,47.36894380141506
2021-12-19,75.9733196840694
2022-01-09,36.888367693095994
2022-01-16,108.49519909734116
2022-01-23,58.587407512564226
2022-02-06,41.22817565698964
2022-02-13,58.587407512564226
2022-02-20,36.888367693095994
2022-02-27,62.92721547645787
2022-03-06,45.56798362088328
2022-03-27,78.11654335008564
2022-04-03,45.56798362088328
2022-04-10,28.2087517653087
2022-04-24,34.71846371114917
2022-05-01,62.92721547645787
2022-05-08,97.64567918760704
2022-05-15,93.3058712237134
2022-05-22,71.60683140424516
2022-05-29,41.22817565698964
2022-06-05,104.15539113344751
2022-07-03,41.22817565698964
2022-07-17,39.05827167504282
2022-07-24,104.15539113344751
2022-07-31,36.888367693095994
2022-08-07,36.888367693095994
2022-08-14,26.038847783361877
2022-08-28,23.868943801415053
2022-09-11,39.05827167504282
2022-09-18,52.077695566723754
2022-09-25,28.2087517653087
2022-10-09,28.2087517653087
2022-10-16,56.4175035306174
2022-10-23,75.9466393681388
2022-10-30,67.26702344035152
2022-11-20,23.868943801415053
2022-12-04,32.548559729202346
2022-12-11,30.37865574725552
2022-12-18,216.9903981946823
2022-12-25,138.87385484459668
