,MVT_GT_Kansas City MO
2017-01-08,36.0
2017-01-22,18.0
2017-01-29,22.0
2017-02-05,20.0
2017-02-26,100.0
2017-03-12,38.0
2017-04-09,34.0
2017-05-14,21.0
2017-05-21,38.0
2017-06-04,41.0
2017-06-18,26.0
2017-06-25,45.0
2017-07-09,31.0
2017-08-27,27.0
2017-09-17,33.0
2017-09-24,28.0
2017-10-01,28.0
2017-10-22,28.0
2017-11-05,22.0
2017-11-12,80.0
2017-11-19,48.0
2017-11-26,78.0
2017-12-17,31.0
2017-12-31,23.0
2018-01-07,31.353421875153415
2018-02-04,63.20684375030683
2018-02-11,27.98831341925301
2018-02-25,21.72437362142731
2018-03-11,69.97078354813253
2018-04-15,40.04991590092932
2018-04-29,43.91502435682972
2018-05-13,60.80801240838153
2018-05-20,18.82554227950201
2018-05-27,22.19065073540241
2018-06-17,31.853421875153415
2018-07-08,32.81969898912851
2018-07-15,48.246409926705226
2018-07-22,26.055759191302812
2018-09-30,27.98831341925301
2018-10-14,25.58948207732771
2018-10-21,30.387144761178313
2018-11-04,25.08948207732771
2019-02-17,20.25809650745221
2019-02-24,42.94874724285462
2019-03-17,22.19065073540241
2019-04-07,28.954590533228114
2019-04-14,23.65692784937751
2019-04-28,22.19065073540241
2019-05-19,26.055759191302812
2019-05-26,55.97662683850602
2019-06-16,29.920867647203213
2019-06-30,25.08948207732771
2019-07-14,42.94874724285462
2019-07-21,77.20100045993334
2019-08-04,56.942903952481124
2019-08-11,25.08948207732771
2019-08-18,49.71268704068032
2019-09-15,17.859265165526907
2019-09-29,23.15692784937751
2019-11-03,18.82554227950201
2019-11-10,40.04991590092932
2019-11-17,24.623204963352613
2019-12-08,20.25809650745221
2019-12-29,28.954590533228114
2020-01-05,44.88130147080482
2020-01-12,18.32554227950201
2020-01-19,16.392988051551807
2020-02-02,22.19065073540241
2020-02-16,17.859265165526907
2020-03-01,38.117361672979115
2020-03-08,19.79181939347711
2020-03-29,46.81385569875502
2020-04-12,16.392988051551807
2020-04-19,16.892988051551807
2020-05-03,33.285976103103614
2020-05-10,24.123204963352613
2020-05-24,17.359265165526907
2020-05-31,24.123204963352613
2020-06-07,32.81969898912851
2020-06-21,43.91502435682972
2020-06-28,24.123204963352613
2020-08-16,93.12771139751004
2020-09-06,21.72437362142731
2020-10-04,31.853421875153415
2020-11-01,27.02203630527791
2020-11-15,19.79181939347711
2020-11-22,32.81969898912851
2020-11-29,27.02203630527791
2020-12-20,37.65108455900402
2020-12-27,21.22437362142731
2021-01-03,63.70684375030683
2021-01-10,29.920867647203213
2021-01-24,29.920867647203213
2021-03-14,19.29181939347711
2021-03-21,28.954590533228114
2021-03-28,25.08948207732771
2021-04-25,24.623204963352613
2021-05-16,37.15108455900402
2021-05-30,41.98247012887952
2021-06-20,35.21853033105381
2021-07-04,92.66143428353493
2021-07-11,32.81969898912851
2021-08-01,25.08948207732771
2021-08-22,25.08948207732771
2021-09-12,33.785976103103614
2021-09-26,24.623204963352613
2021-10-03,32.81969898912851
2021-10-24,28.954590533228114
2021-10-31,25.08948207732771
2021-11-07,28.954590533228114
2021-11-21,29.920867647203213
2021-11-28,30.887144761178313
2021-12-26,36.684807445028916
2022-01-02,33.57195220620723
2022-01-16,58.750916360862654
2022-01-23,28.909181066456224
2022-02-06,51.29048253726104
2022-02-20,19.583638786954218
2022-03-06,57.81836213291245
2022-03-13,20.516193014904417
2022-03-20,20.516193014904417
2022-04-10,18.651084559004016
2022-04-17,42.89749448570924
2022-04-24,57.81836213291245
2022-05-08,28.909181066456224
2022-05-29,59.68347058881285
2022-06-05,17.718530331053817
2022-06-12,16.785976103103614
2022-07-10,22.38130147080482
2022-07-17,31.706843750306827
2022-08-07,61.54857904471326
2022-08-14,32.63939797825703
2022-08-28,58.750916360862654
2022-09-04,19.583638786954218
2022-10-02,19.583638786954218
2022-10-09,17.718530331053817
2022-11-06,16.785976103103614
2022-11-13,43.83004871365944
2022-11-20,33.57195220620723
2022-12-04,38.23472334595824
2022-12-18,22.38130147080482
2022-12-25,24.246409926705223
