,MVT_GT_Chicago IL
2017-01-01,19.0
2017-01-08,29.0
2017-01-15,41.0
2017-01-22,25.0
2017-01-29,66.0
2017-02-05,18.0
2017-02-12,11.0
2017-02-19,19.0
2017-02-26,13.0
2017-03-05,27.0
2017-03-12,15.0
2017-03-19,16.0
2017-04-02,13.0
2017-04-09,32.0
2017-04-16,11.0
2017-04-23,36.0
2017-04-30,42.0
2017-05-07,32.0
2017-05-14,35.0
2017-05-21,26.0
2017-05-28,14.0
2017-06-04,33.0
2017-06-11,14.0
2017-06-18,20.0
2017-06-25,26.0
2017-07-02,100.0
2017-07-09,37.0
2017-07-16,77.0
2017-07-30,29.0
2017-08-06,42.0
2017-08-13,39.0
2017-08-20,16.0
2017-08-27,38.0
2017-09-10,28.0
2017-09-17,25.0
2017-09-24,21.0
2017-10-01,14.0
2017-10-08,16.0
2017-10-15,29.0
2017-10-22,21.0
2017-10-29,37.0
2017-11-05,36.0
2017-11-12,57.0
2017-11-19,19.0
2017-11-26,15.0
2017-12-03,46.0
2017-12-10,44.0
2017-12-17,38.0
2017-12-24,18.0
2017-12-31,46.0
2018-01-07,15.865508211588242
2018-01-14,25.281450843830893
2018-01-21,33.214204949625014
2018-01-28,9.91594263224265
2018-02-04,27.764639370279422
2018-02-11,15.865508211588242
2018-02-18,28.256233633503687
2018-02-25,20.823479527709566
2018-03-04,34.70579921284928
2018-03-11,19.8318852644853
2018-03-18,46.10493037154046
2018-03-25,9.91594263224265
2018-04-01,46.10493037154046
2018-04-08,25.781450843830893
2018-04-15,20.323479527709566
2018-04-22,20.823479527709566
2018-04-29,35.69739347607354
2018-05-06,9.91594263224265
2018-05-13,11.89913115869118
2018-05-20,16.857102474812507
2018-05-27,18.840291001261036
2018-06-03,43.13014758186766
2018-06-10,12.890725421915446
2018-06-24,14.873913948363978
2018-07-01,15.865508211588242
2018-07-15,20.823479527709566
2018-07-22,20.823479527709566
2018-07-29,22.806668054158095
2018-08-05,36.68898773929781
2018-08-12,28.256233633503687
2018-08-19,32.22261068640075
2018-09-02,27.764639370279422
2018-09-09,9.41594263224265
2018-09-16,41.14695905541913
2018-09-30,26.273045107055157
2018-10-07,16.857102474812507
2018-10-21,33.714204949625014
2018-10-28,29.747827896727955
2018-11-04,30.23942215995222
2018-11-11,30.23942215995222
2018-11-18,16.857102474812507
2018-12-02,25.781450843830893
2018-12-09,35.69739347607354
2018-12-16,50.57130742443752
2018-12-23,43.13014758186766
2018-12-30,40.15536479219487
2019-01-06,15.865508211588242
2019-01-13,40.15536479219487
2019-01-20,21.81507379093383
2019-01-27,27.764639370279422
2019-02-03,29.247827896727955
2019-02-10,38.17217626574634
2019-02-17,29.747827896727955
2019-02-24,14.873913948363978
2019-03-03,12.890725421915446
2019-03-10,15.365508211588242
2019-03-17,23.79826231738236
2019-03-31,16.857102474812507
2019-04-07,28.256233633503687
2019-04-14,25.281450843830893
2019-04-21,98.1594263224265
2019-04-28,34.70579921284928
2019-05-05,19.8318852644853
2019-05-12,23.79826231738236
2019-05-19,20.823479527709566
2019-05-26,22.306668054158095
2019-06-02,28.256233633503687
2019-06-09,15.865508211588242
2019-06-16,26.273045107055157
2019-06-30,40.15536479219487
2019-07-07,30.73942215995222
2019-07-14,44.12174184509193
2019-07-21,25.281450843830893
2019-07-28,30.73942215995222
2019-08-04,48.08811889798899
2019-08-11,38.17217626574634
2019-08-18,39.6637705289706
2019-08-25,19.3318852644853
2019-09-01,35.69739347607354
2019-09-15,12.890725421915446
2019-09-22,28.256233633503687
2019-09-29,30.23942215995222
2019-10-06,28.756233633503687
2019-10-13,33.714204949625014
2019-10-20,30.73942215995222
2019-11-03,38.17217626574634
2019-11-10,21.31507379093383
2019-11-17,30.73942215995222
2019-11-24,11.89913115869118
2019-12-01,41.14695905541913
2019-12-08,31.731016423176484
2019-12-15,56.02087300378311
2019-12-22,28.256233633503687
2019-12-29,36.18898773929781
2020-01-05,53.546090214110315
2020-01-12,29.247827896727955
2020-01-19,33.214204949625014
2020-01-26,32.72261068640075
2020-02-02,34.70579921284928
2020-02-09,19.8318852644853
2020-02-23,13.882319685139711
2020-03-01,29.747827896727955
2020-03-08,13.382319685139711
2020-03-22,14.873913948363978
2020-04-05,16.357102474812507
2020-04-19,10.407536895466915
2020-04-26,14.873913948363978
2020-05-03,14.373913948363978
2020-05-10,15.865508211588242
2020-05-17,19.8318852644853
2020-05-24,9.91594263224265
2020-05-31,38.67217626574634
2020-06-07,27.264639370279422
2020-06-21,16.857102474812507
2020-06-28,30.73942215995222
2020-07-05,8.924348369018386
2020-07-12,61.9704385831287
2020-07-19,42.1385533186434
2020-07-26,16.857102474812507
2020-08-02,31.231016423176484
2020-08-09,12.890725421915446
2020-08-16,32.22261068640075
2020-08-23,42.1385533186434
2020-08-30,29.747827896727955
2020-09-06,14.373913948363978
2020-09-13,31.231016423176484
2020-09-20,27.264639370279422
2020-09-27,27.264639370279422
2020-10-04,22.806668054158095
2020-10-11,33.214204949625014
2020-10-25,39.1637705289706
2020-11-01,49.07971316121325
2020-11-08,29.747827896727955
2020-11-15,78.8275410579412
2020-11-22,10.907536895466915
2020-11-29,21.31507379093383
2020-12-06,41.14695905541913
2020-12-13,34.20579921284928
2020-12-20,60.97884431990444
2020-12-27,26.773045107055157
2021-01-03,42.1385533186434
2021-01-10,46.10493037154046
2021-01-17,54.03768447733458
2021-01-24,21.81507379093383
2021-01-31,59.98725005668017
2021-02-07,9.91594263224265
2021-02-14,32.72261068640075
2021-02-21,21.81507379093383
2021-02-28,17.34869673803677
2021-03-07,61.9704385831287
2021-03-14,46.10493037154046
2021-03-21,35.69739347607354
2021-03-28,37.68058200252207
2021-04-04,26.273045107055157
2021-04-11,38.17217626574634
2021-04-18,40.65536479219487
2021-04-25,38.67217626574634
2021-05-02,21.81507379093383
2021-05-09,35.19739347607354
2021-05-23,68.91159842569856
2021-05-30,22.806668054158095
2021-06-06,11.39913115869118
2021-06-13,24.289856580606624
2021-06-20,28.756233633503687
2021-06-27,31.731016423176484
2021-07-04,58.99565579345591
2021-07-11,24.289856580606624
2021-07-18,53.046090214110315
2021-07-25,31.231016423176484
2021-08-01,33.214204949625014
2021-08-15,29.747827896727955
2021-08-22,19.3318852644853
2021-08-29,45.61333610831619
2021-09-05,54.53768447733458
2021-09-19,24.789856580606624
2021-09-26,31.231016423176484
2021-10-10,34.20579921284928
2021-10-17,25.781450843830893
2021-10-24,30.23942215995222
