,MVT_GT_Jacksonville FL
2017-01-08,100.0
2017-03-12,40.0
2017-06-11,50.0
2017-06-18,25.0
2017-07-02,71.0
2017-07-09,79.0
2017-07-16,82.0
2017-07-23,40.0
2017-08-06,38.0
2017-09-10,29.0
2017-10-22,27.0
2017-12-03,69.0
2018-01-28,24.805224318625296
2018-03-25,26.99605247849226
2018-05-06,35.86242239800446
2018-07-15,61.46153215654107
2018-07-22,31.877708798226188
2018-08-05,25.702167038580953
2018-08-19,30.08382335831488
2018-09-09,48.71350591729494
2018-09-30,62.35847487649672
2018-10-14,48.21350591729494
2018-10-21,48.21350591729494
2018-11-11,31.877708798226188
2018-12-09,32.77465151818184
2018-12-23,30.980766078270534
2018-12-30,57.976818556762794
2019-01-13,42.93490687760536
2019-01-20,24.805224318625296
2019-02-03,21.21745343880268
2019-02-10,26.099109758536606
2019-03-03,24.805224318625296
2019-03-17,77.40038655565417
2019-03-31,21.71745343880268
2019-04-07,34.96547967804881
2019-04-28,22.114396158758332
2019-05-12,37.156307837915776
2019-05-19,27.392995198447913
2019-05-26,79.19427199556547
2019-06-23,23.011338878713985
2019-07-07,30.980766078270534
2019-07-14,69.93095935609762
2019-08-11,46.91962047738363
2019-08-18,30.980766078270534
2019-08-25,23.011338878713985
2019-09-01,20.320510718847025
2019-10-06,23.908281598669642
2019-10-20,26.599109758536606
2019-11-10,33.1715942381375
2019-11-24,37.656307837915776
2019-12-01,30.980766078270534
2019-12-29,62.85847487649672
2020-01-05,61.064589436585415
2020-01-12,42.0379641576497
2020-01-19,19.02662527893571
2020-02-16,20.820510718847025
2020-03-22,19.923567998891368
2020-04-12,28.78993791840357
2020-05-31,35.36242239800446
2020-07-05,38.05325055787142
2020-07-12,30.08382335831488
2020-07-26,29.686880638359227
2020-08-09,39.347135997782736
2020-09-06,46.02267775742797
2020-09-13,16.83579711906875
2020-10-11,23.011338878713985
2020-10-18,38.05325055787142
2020-11-29,38.05325055787142
2020-12-06,28.28993791840357
2020-12-27,29.186880638359227
2021-01-24,23.908281598669642
2021-01-31,32.27465151818184
2021-03-07,72.12178751596457
2021-03-21,23.908281598669642
2021-05-02,18.129682558980058
2021-05-23,56.68293311685149
2021-06-06,61.064589436585415
2021-08-01,19.923567998891368
2021-09-26,51.80127679711755
2021-10-03,45.12573503747232
2021-11-21,27.392995198447913
2022-01-16,46.04535551485595
2022-02-20,52.396439034146425
2022-02-27,42.86981375521071
2022-03-06,39.69427199556547
2022-03-13,16.671594238137498
2022-03-27,28.57987583680714
2022-04-10,26.99210495698452
2022-05-08,46.04535551485595
2022-05-15,23.816563197339285
2022-06-12,34.1370739161863
2022-07-10,35.724844796008924
2022-07-17,36.51873023592024
2022-07-31,25.404334077161902
2022-08-28,21.434906877605354
2022-09-18,21.434906877605354
2022-10-02,23.022677757427974
2022-11-20,32.54930303636369
2022-12-04,19.053250557871426
