,MVT_GT_Milwaukee WI
2017-01-15,30.0
2017-01-22,34.0
2017-02-05,64.0
2017-02-12,59.0
2017-02-26,100.0
2017-03-19,51.0
2017-04-09,36.0
2017-04-16,66.0
2017-04-30,32.0
2017-05-14,59.0
2017-05-28,53.0
2017-07-09,53.0
2017-08-13,33.0
2017-08-20,62.0
2017-09-24,64.0
2017-10-29,26.0
2017-11-05,34.0
2017-12-10,56.0
2017-12-31,46.0
2018-01-07,66.21194027996893
2018-01-21,58.36128053736384
2018-03-04,25.014644163466556
2018-04-08,24.03331169564092
2018-04-15,41.197296116502386
2018-05-20,53.95461819823566
2018-05-27,31.883971438246014
2018-06-03,31.883971438246014
2018-06-10,23.05197922781528
2018-06-24,38.75329871302547
2018-07-08,25.014644163466556
2018-07-29,26.97730909911783
2018-08-19,63.76794287649203
2018-09-02,29.42130650259474
2018-09-16,22.070646759989646
2018-10-07,29.92130650259474
2018-10-14,21.08931429216401
2018-12-16,39.73463118085111
2019-03-10,41.197296116502386
2019-05-05,21.08931429216401
2019-06-02,38.75329871302547
2019-06-30,47.0852909234562
2019-07-07,23.05197922781528
2019-08-04,62.28661040866639
2019-08-11,22.070646759989646
2019-08-25,36.7906337773742
2019-09-08,20.107981824338374
2019-12-01,35.80930130954856
2019-12-15,39.73463118085111
2019-12-29,38.25329871302547
2020-01-26,24.03331169564092
2020-02-09,96.13324678256367
2020-03-08,22.070646759989646
2020-04-05,63.26794287649203
2020-05-03,47.0852909234562
2020-06-28,66.71194027996893
2020-07-12,34.82796884172292
2020-07-26,57.8799480695382
2020-08-16,27.958641566943466
2020-09-20,30.902638970420377
2020-10-04,32.865303906071645
2020-10-11,41.697296116502386
2020-10-18,28.9399740347691
2020-11-15,40.21596364867675
2020-11-22,32.865303906071645
2021-01-10,29.92130650259474
2021-01-24,37.271966245199835
2021-01-31,29.92130650259474
2021-02-07,26.97730909911783
2021-03-07,37.271966245199835
2021-03-28,47.5852909234562
2021-04-18,52.973285730410026
2021-05-09,27.958641566943466
2021-06-06,82.89459223300477
2021-06-13,33.84663637389728
2021-06-20,80.4319272973535
2021-07-04,22.070646759989646
2021-07-11,45.12262598780492
2021-07-18,58.86128053736384
2021-07-25,50.02928832693311
2021-08-08,35.80930130954856
2021-08-15,30.902638970420377
2021-08-29,28.9399740347691
2021-09-12,71.11860261909712
2021-09-26,30.902638970420377
2021-10-03,69.15593768344584
2021-10-10,25.995976631292194
2021-10-24,32.865303906071645
2021-10-31,37.271966245199835
2021-11-07,50.51062079475875
2021-11-14,31.883971438246014
2021-12-19,34.82796884172292
2022-01-23,79.9011896590557
2022-02-06,88.56517407991717
2022-02-13,40.43192729735349
2022-02-20,50.058576653866226
2022-02-27,54.87190133212259
2022-03-06,23.103958455630565
2022-03-20,22.141293519979293
2022-04-17,56.79723120342514
2022-05-01,37.54393249039967
2022-05-22,51.021241589517494
2022-05-29,22.141293519979293
2022-06-05,49.09591171821495
2022-06-12,49.09591171821495
2022-07-03,53.909236396471314
2022-07-10,31.767942876492025
2022-08-07,22.141293519979293
2022-08-21,56.79723120342514
2022-09-18,68.34921043124042
2022-10-02,21.178628584328017
2022-10-09,31.767942876492025
2022-10-16,48.133246782563674
2022-10-30,45.245251975609854
2022-12-04,49.09591171821495
2022-12-18,74.12520004514806
2022-12-25,43.31992210430731
