,MVT_GT_Colorado Springs-Pueblo CO
2017-01-15,33.0
2017-01-22,65.0
2017-02-05,70.0
2017-02-26,39.0
2017-04-16,31.0
2017-04-30,39.0
2017-06-11,38.0
2017-07-02,55.0
2017-07-16,33.0
2017-08-13,63.0
2017-09-03,75.0
2017-10-08,80.0
2017-10-15,61.0
2017-11-12,36.0
2017-11-19,84.0
2018-01-14,53.0
2018-02-18,89.0
2018-03-04,29.0
2018-03-25,54.0
2018-04-15,34.0
2018-04-22,56.0
2018-04-29,28.0
2018-05-06,56.0
2018-05-13,43.0
2018-06-03,58.0
2018-06-24,63.0
2018-07-01,63.0
2018-07-08,38.0
2018-08-12,66.0
2018-11-18,100.0
2018-12-30,37.0
2019-02-10,23.0
2019-06-16,27.0
2019-07-21,49.0
2019-10-13,37.0
2019-11-17,28.0
2020-01-12,24.0
2020-01-19,62.0
2020-02-23,26.0
2020-06-14,45.0
2020-07-26,24.0
2020-08-16,30.0
2020-08-30,97.0
2020-10-04,39.0
2020-10-25,47.0
2020-12-20,59.0
2021-01-10,28.0
2021-01-24,33.0
2021-04-25,46.0
2021-09-12,79.0
2021-10-24,84.0
2021-11-07,34.0
2021-11-28,24.0
2021-12-19,47.0
2022-02-20,19.0
2022-03-13,18.0
2022-04-24,29.0
2022-05-08,32.0
2022-05-22,69.0
2022-06-12,99.0
2022-06-19,26.0
2022-08-07,42.0
2022-08-28,22.0
2022-09-11,55.0
2022-11-06,51.0
2022-12-04,70.0
