,MVT_GT_Milwaukee WI
2017-01-01,25.0
2017-01-08,45.0
2017-01-15,46.0
2017-01-29,39.0
2017-02-05,35.0
2017-02-12,26.0
2017-02-19,49.0
2017-03-12,24.0
2017-04-30,24.0
2017-05-07,23.0
2017-05-21,31.0
2017-06-04,23.0
2017-07-09,84.0
2017-07-16,46.0
2017-08-13,52.0
2017-08-27,24.0
2017-09-10,23.0
2017-09-17,39.0
2017-10-01,27.0
2017-10-15,39.0
2017-10-22,26.0
2017-11-12,61.0
2017-11-19,68.0
2017-11-26,28.0
2017-12-03,21.0
2017-12-31,45.0
2018-01-28,25.0
2018-03-04,32.0
2018-03-11,25.0
2018-03-25,18.0
2018-05-20,25.0
2018-06-03,23.0
2018-06-10,23.0
2018-06-24,26.0
2018-07-01,27.0
2018-07-29,58.0
2018-08-05,54.0
2018-08-12,19.0
2018-09-16,33.0
2018-10-07,36.0
2018-10-14,27.0
2018-12-23,59.0
2019-01-06,23.0
2019-01-13,31.0
2019-01-27,51.0
2019-02-03,31.0
2019-02-24,28.0
2019-03-10,22.0
2019-03-17,29.0
2019-04-14,34.0
2019-04-28,20.0
2019-05-12,17.0
2019-06-02,17.0
2019-06-16,19.0
2019-07-28,49.0
2019-08-04,29.0
2019-08-25,62.0
2019-09-01,22.0
2019-09-08,17.0
2019-09-15,100.0
2019-09-29,20.0
2019-10-13,16.0
2019-11-10,20.0
2019-11-24,16.0
2019-12-01,52.0
2019-12-15,15.0
2020-01-05,42.0
2020-01-12,23.0
2020-02-02,24.0
2020-02-23,20.0
2020-03-01,19.0
2020-03-29,86.0
2020-04-12,18.0
2020-04-26,73.0
2020-06-28,54.0
2020-07-12,18.0
2020-08-02,25.0
2020-08-16,49.0
2020-08-23,46.0
2020-09-20,27.0
2020-09-27,35.0
2020-10-04,23.0
2020-10-11,16.0
2020-10-18,30.0
2020-11-15,21.0
2020-11-29,23.0
2020-12-06,41.0
2020-12-20,45.0
2020-12-27,52.0
2021-01-10,18.0
2021-01-24,37.0
2021-01-31,32.0
2021-02-14,19.0
2021-02-21,35.0
2021-03-07,41.0
2021-04-11,18.0
2021-04-18,23.0
2021-04-25,19.0
2021-05-02,29.0
2021-05-16,59.0
2021-05-23,64.0
2021-05-30,17.0
2021-06-13,19.0
2021-06-20,40.0
2021-07-18,39.0
2021-07-25,30.0
2021-08-08,49.0
2021-09-05,54.0
2021-09-12,28.0
2021-09-19,29.0
2021-10-03,39.0
2021-10-10,26.0
2021-10-24,35.0
2021-10-31,18.0
2021-11-07,35.0
2021-11-14,26.0
2021-12-05,89.0
2021-12-26,28.0
2022-01-09,38.0
2022-01-16,42.0
2022-01-23,36.0
2022-02-06,41.0
2022-02-13,16.0
2022-03-06,16.0
2022-03-13,26.0
2022-03-20,38.0
2022-03-27,30.0
2022-04-03,53.0
2022-04-24,40.0
2022-05-01,30.0
2022-05-08,35.0
2022-05-15,25.0
2022-05-22,18.0
2022-06-05,21.0
2022-06-26,56.0
2022-07-10,49.0
2022-07-24,24.0
2022-07-31,22.0
2022-08-07,27.0
2022-08-21,26.0
2022-08-28,41.0
2022-09-04,37.0
2022-09-11,15.0
2022-09-18,32.0
2022-10-16,51.0
2022-10-23,17.0
2022-10-30,31.0
2022-11-27,32.0
2022-12-04,24.0
2022-12-25,27.0
