,MVT_GT_Tucson AZ
2017-01-22,22.0
2017-01-29,39.0
2017-02-05,39.0
2017-02-12,21.0
2017-03-26,29.0
2017-05-07,47.0
2017-05-28,42.0
2017-06-04,30.0
2017-08-13,43.0
2017-09-03,51.0
2017-10-01,37.0
2017-11-05,39.0
2017-11-26,77.0
2017-12-03,28.0
2018-01-07,34.0
2018-01-21,24.0
2018-02-04,24.0
2018-03-25,31.0
2018-04-08,38.0
2018-04-29,20.0
2018-05-06,51.0
2018-10-14,21.0
2018-10-21,38.0
2018-11-11,22.0
2018-11-18,31.0
2018-12-09,34.0
2019-02-03,18.0
2019-02-10,37.0
2019-04-14,54.0
2019-05-05,22.0
2019-06-09,27.0
2019-07-28,25.0
2019-09-01,27.0
2019-10-13,20.0
2019-11-17,24.0
2019-12-01,25.0
2019-12-22,40.0
2019-12-29,69.0
2020-01-12,23.0
2020-01-26,33.0
2020-03-22,16.0
2020-04-26,100.0
2020-05-03,26.0
2020-07-05,29.0
2020-08-02,18.0
2020-08-16,21.0
2020-10-11,21.0
2020-11-15,24.0
2020-11-29,27.0
2021-01-24,20.0
2021-01-31,21.0
2021-02-07,17.0
2021-03-28,46.0
2021-04-18,24.0
2021-05-16,25.0
2021-07-04,37.0
2021-07-18,28.0
2021-08-08,33.0
2021-08-15,90.0
2021-08-22,67.0
2021-09-19,34.0
2021-10-24,36.0
2021-11-21,34.0
2021-12-05,31.0
2022-01-02,30.0
2022-01-16,33.0
2022-02-13,21.0
2022-03-06,22.0
2022-03-20,38.0
2022-04-03,16.0
2022-04-17,71.0
2022-04-24,16.0
2022-05-08,27.0
2022-05-22,56.0
2022-05-29,18.0
2022-07-03,33.0
2022-07-17,23.0
2022-07-31,73.0
2022-08-07,33.0
2022-09-04,19.0
2022-09-18,42.0
2022-10-09,22.0
2022-11-20,38.0
2022-11-27,35.0
2022-12-11,20.0
2022-12-25,36.0
