,MVT_GT_Houston TX
2017-01-01,23.0
2017-01-08,43.0
2017-01-22,58.0
2017-01-29,37.0
2017-02-05,44.0
2017-02-19,15.0
2017-02-26,42.0
2017-03-05,37.0
2017-03-19,35.0
2017-03-26,35.0
2017-04-09,72.0
2017-04-16,23.0
2017-04-23,48.0
2017-04-30,92.0
2017-05-07,77.0
2017-05-14,55.0
2017-05-21,49.0
2017-05-28,21.0
2017-06-04,34.0
2017-06-11,40.0
2017-06-18,47.0
2017-07-02,74.0
2017-07-16,49.0
2017-08-06,81.0
2017-08-13,70.0
2017-08-20,26.0
2017-08-27,29.0
2017-09-03,41.0
2017-09-10,88.0
2017-09-24,44.0
2017-10-01,45.0
2017-10-15,27.0
2017-10-22,21.0
2017-11-05,22.0
2017-11-12,65.0
2017-11-19,22.0
2017-11-26,41.0
2017-12-10,41.0
2017-12-17,26.0
2017-12-24,40.0
2017-12-31,100.0
2018-01-07,26.731614431010307
2018-01-14,30.12184506401178
2018-01-21,29.14928740576141
2018-01-28,28.67672974751104
2018-02-04,28.17672974751104
2018-02-11,77.74972797653018
2018-02-18,22.841383798008835
2018-03-04,27.704172089260673
2018-03-11,17.006037848506622
2018-03-18,15.06092253200589
2018-03-25,35.957191013513985
2018-04-01,32.06696038051251
2018-04-08,19.92371082325773
2018-04-15,49.072998229019134
2018-04-22,23.3139414562592
2018-04-29,38.87486398826509
2018-05-13,21.868826139758465
2018-05-27,19.92371082325773
2018-06-03,33.03951803876288
2018-06-10,85.03018924253313
2018-06-17,59.27113246977319
2018-06-24,32.06696038051251
2018-07-08,21.868826139758465
2018-07-15,67.05159373577612
2018-07-22,23.8139414562592
2018-07-29,42.26509462126656
2018-08-12,54.90834417852135
2018-08-19,25.759056772759937
2018-08-26,72.38693968527835
2018-09-02,68.02415139402649
2018-09-09,39.84742164651546
2018-09-16,28.67672974751104
2018-09-23,31.094402722262146
2018-09-30,74.33205500177908
2018-10-14,75.80461266002945
2018-10-21,34.012075697013245
2018-10-28,29.14928740576141
2018-11-11,35.957191013513985
2018-11-18,27.704172089260673
2018-11-25,35.957191013513985
2018-12-02,68.02415139402649
2018-12-09,25.259056772759937
2018-12-16,39.84742164651546
