,MVT_GT_New York NY
2017-01-01,40.0
2017-01-08,53.0
2017-01-15,18.0
2017-01-22,39.0
2017-01-29,23.0
2017-02-05,16.0
2017-02-12,29.0
2017-02-19,37.0
2017-02-26,18.0
2017-03-05,32.0
2017-03-12,44.0
2017-03-19,49.0
2017-03-26,34.0
2017-04-02,38.0
2017-04-09,15.0
2017-04-16,17.0
2017-04-23,16.0
2017-04-30,29.0
2017-05-07,29.0
2017-05-14,32.0
2017-05-21,32.0
2017-05-28,26.0
2017-06-04,23.0
2017-06-11,42.0
2017-06-18,23.0
2017-06-25,37.0
2017-07-02,31.0
2017-07-09,42.0
2017-07-16,37.0
2017-07-23,49.0
2017-07-30,43.0
2017-08-06,31.0
2017-08-13,15.0
2017-08-20,26.0
2017-08-27,52.0
2017-09-03,40.0
2017-09-10,25.0
2017-09-17,19.0
2017-09-24,44.0
2017-10-01,32.0
2017-10-08,41.0
2017-10-15,31.0
2017-10-22,57.0
2017-10-29,43.0
2017-11-05,20.0
2017-11-12,100.0
2017-11-19,39.0
2017-11-26,18.0
2017-12-03,8.0
2017-12-10,25.0
2017-12-17,62.0
2017-12-24,41.0
2017-12-31,21.0
2018-01-07,33.938822612686586
2018-01-14,19.94235240309865
2018-01-21,39.01646953200846
2018-01-28,29.229410967553555
2018-02-04,45.830586999708004
2018-02-11,48.80352809646337
2018-02-18,50.90823391902988
2018-02-25,27.992940419175874
2018-03-04,39.01646953200846
2018-03-11,27.124705144987036
2018-03-18,24.151764048231684
2018-03-25,29.229410967553555
2018-04-01,36.91176370944194
2018-04-08,39.01646953200846
2018-04-15,48.80352809646337
2018-04-22,25.01999932242052
2018-04-29,27.992940419175874
2018-05-06,28.361175693364714
2018-05-13,7.682352741888389
2018-05-20,36.0435284352531
2018-05-27,47.067057548085685
2018-06-03,56.854116112540595
2018-06-10,47.93529282227452
2018-06-17,19.074117128909812
2018-06-24,36.91176370944194
2018-07-01,27.124705144987036
2018-07-08,45.830586999708004
2018-07-15,47.067057548085685
2018-07-22,35.17529316106426
2018-07-29,14.864705483776778
2018-08-05,46.69882227389685
2018-08-12,67.37764522537317
2018-08-19,27.624705144987036
2018-08-26,29.729410967553555
2018-09-02,39.8847048061973
2018-09-09,27.992940419175874
2018-09-16,50.90823391902988
2018-09-23,30.097646241742392
2018-09-30,20.310587677287486
2018-10-07,36.0435284352531
2018-10-14,36.0435284352531
2018-10-21,30.597646241742392
2018-10-28,33.070587338497745
2018-11-04,32.20235206430891
2018-11-11,45.830586999708004
2018-11-18,26.2564698707982
2018-11-25,32.70235206430891
2018-12-02,48.80352809646337
2018-12-09,31.83411679012007
2018-12-16,43.22588117714149
2018-12-23,13.1282349353991
2018-12-30,14.864705483776778
2019-01-06,41.12117535457497
2019-01-13,17.33764658053213
2019-01-20,45.830586999708004
2019-01-27,26.2564698707982
2019-02-03,9.287058564454906
2019-02-10,20.810587677287486
2019-02-17,46.19882227389685
2019-02-24,22.915293499854002
2019-03-03,41.989410628763814
2019-03-10,38.648234257819624
2019-03-17,28.361175693364714
2019-03-24,25.01999932242052
2019-03-31,15.732940757965615
2019-04-07,16.969411306343293
2019-04-14,29.229410967553555
2019-04-21,12.75999966121026
2019-04-28,36.0435284352531
2019-05-05,36.91176370944194
2019-05-12,30.097646241742392
2019-05-19,21.178822951476327
2019-05-26,14.864705483776778
2019-06-02,30.097646241742392
2019-06-09,28.361175693364714
2019-06-16,40.25294008038614
2019-06-23,28.861175693364714
2019-06-30,36.91176370944194
2019-07-07,25.888234596609358
2019-07-14,25.01999932242052
2019-07-21,45.830586999708004
2019-07-28,23.783528774042843
2019-08-04,64.03646885442899
2019-08-11,20.810587677287486
2019-08-18,41.989410628763814
2019-08-25,36.0435284352531
2019-09-01,29.229410967553555
2019-09-08,40.75294008038614
2019-09-15,18.20588185472097
2019-09-22,44.09411645133033
2019-09-29,19.94235240309865
2019-10-06,19.074117128909812
2019-10-13,41.989410628763814
2019-10-20,29.229410967553555
2019-10-27,28.861175693364714
2019-11-03,36.0435284352531
