,MVT_GT_Wichita-Hutchinson KS
2017-01-15,29.0
2017-02-05,22.0
2017-03-19,37.0
2017-03-26,23.0
2017-05-07,98.0
2017-06-11,26.0
2017-08-06,59.0
2017-09-24,33.0
2017-10-01,26.0
2017-11-26,33.0
2018-01-28,33.0
2018-02-04,47.0
2018-02-18,43.0
2018-03-18,56.0
2018-04-08,46.0
2018-07-01,99.0
2018-07-29,61.0
2018-08-12,100.0
2018-08-19,28.0
2018-09-23,23.0
2018-09-30,39.0
2018-10-14,47.0
2018-11-11,26.0
2018-12-09,25.0
2018-12-16,88.0
2019-02-24,20.0
2019-05-05,31.0
2019-06-16,93.0
2019-06-30,28.0
2019-09-29,22.0
2019-12-22,52.0
2020-01-26,21.0
2020-02-16,45.0
2020-03-29,34.0
2020-05-10,32.0
2020-06-07,45.0
2020-06-14,89.0
2020-07-19,29.0
2020-08-02,28.0
2020-08-16,58.0
2020-08-23,38.0
2020-09-20,20.0
2020-10-25,21.0
2020-11-08,52.0
2020-11-29,26.0
2020-12-27,22.0
2021-01-31,21.0
2021-02-07,32.0
2021-03-14,96.0
2021-07-25,46.0
2021-08-08,60.0
2021-08-15,48.0
2021-08-22,45.0
2021-08-29,54.0
2021-09-26,23.0
2021-11-21,57.0
2021-12-26,36.0
2022-01-30,22.0
2022-02-06,20.0
2022-02-27,50.0
2022-04-03,36.0
2022-04-17,35.0
2022-04-24,25.0
2022-06-05,31.0
2022-06-12,68.0
2022-06-19,24.0
2022-07-24,45.0
2022-09-11,25.0
2022-10-02,23.0
2022-10-16,17.0
2022-10-30,34.0
2022-11-13,24.0
2022-12-25,36.0
