,MVT_GT_Los Angeles CA
2017-01-01,52.0
2017-01-08,60.0
2017-01-15,73.0
2017-01-22,36.0
2017-01-29,51.0
2017-02-05,43.0
2017-02-12,28.0
2017-02-19,54.0
2017-02-26,41.0
2017-03-05,50.0
2017-03-12,40.0
2017-03-19,62.0
2017-03-26,43.0
2017-04-02,49.0
2017-04-09,50.0
2017-04-16,48.0
2017-04-23,15.0
2017-04-30,52.0
2017-05-07,55.0
2017-05-14,44.0
2017-05-21,37.0
2017-05-28,72.0
2017-06-04,48.0
2017-06-11,68.0
2017-06-18,50.0
2017-06-25,58.0
2017-07-02,87.0
2017-07-09,59.0
2017-07-16,42.0
2017-07-23,64.0
2017-07-30,75.0
2017-08-06,79.0
2017-08-13,100.0
2017-08-20,39.0
2017-08-27,36.0
2017-09-03,46.0
2017-09-10,46.0
2017-09-17,39.0
2017-09-24,61.0
2017-10-01,71.0
2017-10-08,41.0
2017-10-15,43.0
2017-10-22,75.0
2017-10-29,79.0
2017-11-05,37.0
2017-11-12,68.0
2017-11-19,51.0
2017-11-26,97.0
2017-12-03,40.0
2017-12-10,25.0
2017-12-17,43.0
2017-12-24,59.0
2017-12-31,41.0
2018-01-07,36.85414662462067
2018-01-14,24.736097749747113
2018-01-21,67.42736194248064
2018-01-28,37.910332885972814
2018-02-04,58.4778718516635
2018-02-11,50.02838176084637
2018-02-18,65.31498941977635
2018-02-25,54.25312680625494
2018-03-04,50.02838176084637
2018-03-11,40.0227054086771
2018-03-18,42.135077931381375
2018-03-25,41.578891670029236
2018-04-01,66.87117568112849
2018-04-08,48.97219549949423
2018-04-15,37.910332885972814
2018-04-22,26.348470272451397
2018-04-29,50.02838176084637
2018-05-06,67.92736194248064
2018-05-13,52.14075428355065
2018-05-20,87.9387146468192
2018-05-27,43.69126419273352
2018-06-03,64.2588031584242
2018-06-10,44.747450454085666
2018-06-17,40.0227054086771
2018-06-24,66.87117568112849
2018-07-01,32.1294015792121
2018-07-08,14.23042139757784
2018-07-15,83.21396960141061
2018-07-22,45.303636715437804
2018-07-29,41.078891670029236
2018-08-05,51.08456802219851
2018-08-12,60.03405811301565
2018-08-19,38.96651914732496
2018-08-26,54.25312680625494
2018-09-02,47.41600923814209
2018-09-09,41.078891670029236
2018-09-16,36.85414662462067
2018-09-23,78.98922455600206
2018-09-30,45.303636715437804
2018-10-07,27.90465653380354
2018-10-14,21.067538965690687
2018-10-21,71.09592072653706
2018-10-28,48.97219549949423
2018-11-04,50.02838176084637
2018-11-11,43.19126419273352
2018-11-18,56.86549932895922
2018-11-25,53.696940544902795
2018-12-02,46.85982297678994
2018-12-09,53.696940544902795
2018-12-16,40.5227054086771
2018-12-23,63.70261689707207
2018-12-30,44.247450454085666
2019-01-06,53.196940544902795
2019-01-13,20.01135270433855
2019-01-20,35.29796036326853
2019-01-27,64.7588031584242
2019-02-03,67.92736194248064
2019-02-10,44.247450454085666
2019-02-17,42.635077931381375
2019-02-24,56.36549932895922
2019-03-03,58.9778718516635
2019-03-10,30.517029056507823
2019-03-17,61.090244374367785
2019-03-24,45.803636715437804
2019-03-31,32.1294015792121
2019-04-07,21.067538965690687
2019-04-14,51.08456802219851
2019-04-21,46.85982297678994
2019-04-28,46.85982297678994
2019-05-05,58.4778718516635
2019-05-12,54.25312680625494
2019-05-19,72.6521069878892
2019-05-26,47.41600923814209
2019-06-02,54.75312680625494
2019-06-09,64.7588031584242
2019-06-16,36.85414662462067
2019-06-23,53.696940544902795
2019-06-30,46.35982297678994
2019-07-07,56.86549932895922
2019-07-14,50.52838176084637
2019-07-21,35.79796036326853
2019-07-28,54.25312680625494
2019-08-04,54.25312680625494
2019-08-11,56.86549932895922
2019-08-18,81.10159707870633
2019-08-25,40.0227054086771
2019-09-01,60.03405811301565
2019-09-08,64.7588031584242
2019-09-15,57.92168559031136
2019-09-22,22.123725227042833
2019-09-29,81.10159707870633
2019-10-06,21.067538965690687
2019-10-13,28.96084279515568
2019-10-20,60.03405811301565
2019-10-27,76.37685203329777
2019-11-03,48.97219549949423
2019-11-10,8.949490090817132
2019-11-17,44.747450454085666
2019-11-24,27.90465653380354
2019-12-01,44.247450454085666
2019-12-08,46.85982297678994
2019-12-15,33.185587840564246
2019-12-22,40.0227054086771
2019-12-29,40.0227054086771
2020-01-05,63.70261689707207
2020-01-12,67.92736194248064
2020-01-19,47.91600923814209
2020-01-26,46.85982297678994
2020-02-02,68.98354820383278
2020-02-09,51.08456802219851
2020-02-16,43.19126419273352
2020-02-23,62.64643063571992
2020-03-01,44.247450454085666
2020-03-08,47.91600923814209
2020-03-15,47.41600923814209
2020-03-22,27.90465653380354
2020-03-29,31.07321531785996
2020-04-05,56.86549932895922
2020-04-12,43.19126419273352
2020-04-19,25.792284011099255
