,MVT_GT_Los Angeles CA
2017-01-01,42.0
2017-01-08,61.0
2017-01-15,69.0
2017-01-22,39.0
2017-01-29,45.0
2017-02-05,30.0
2017-02-12,38.0
2017-02-19,52.0
2017-02-26,54.0
2017-03-05,33.0
2017-03-12,28.0
2017-03-19,74.0
2017-03-26,40.0
2017-04-02,49.0
2017-04-09,51.0
2017-04-16,60.0
2017-04-23,10.0
2017-04-30,49.0
2017-05-07,48.0
2017-05-14,49.0
2017-05-21,38.0
2017-05-28,56.0
2017-06-04,47.0
2017-06-11,63.0
2017-06-18,45.0
2017-06-25,63.0
2017-07-02,63.0
2017-07-09,52.0
2017-07-16,19.0
2017-07-23,64.0
2017-07-30,51.0
2017-08-06,47.0
2017-08-13,100.0
2017-08-20,44.0
2017-08-27,46.0
2017-09-03,53.0
2017-09-10,57.0
2017-09-24,73.0
2017-10-01,44.0
2017-10-08,35.0
2017-10-15,51.0
2017-10-22,51.0
2017-10-29,90.0
2017-11-05,55.0
2017-11-12,75.0
2017-11-19,42.0
2017-11-26,77.0
2017-12-03,44.0
2017-12-10,33.0
2017-12-17,54.0
2017-12-24,61.0
2017-12-31,56.0
2018-01-07,32.81236088398422
2018-01-14,47.00899068574196
2018-01-21,63.16517112773407
2018-01-28,79.82135156972618
2018-02-04,56.80674388691379
2018-02-11,35.751686844335765
2018-02-18,43.08988940527323
2018-02-25,58.26629452714816
2018-03-04,59.246069847265346
2018-03-11,23.994383002929574
2018-03-18,20.075281722460844
2018-03-25,49.94831664609352
2018-04-01,71.98314900878873
2018-04-08,57.78651920703098
2018-04-15,43.08988940527323
2018-04-22,27.913484283398304
2018-04-29,82.76067753007774
2018-05-06,57.28651920703098
2018-05-13,47.98876600585915
2018-05-20,91.07865541113239
2018-05-27,33.7921362041014
2018-06-03,69.04382304843716
2018-06-10,34.27191152421858
2018-06-17,49.94831664609352
2018-06-24,59.246069847265346
2018-07-01,34.27191152421858
2018-07-08,47.98876600585915
2018-07-15,76.88202560937464
2018-07-22,47.00899068574196
