,MVT_GT_Jacksonville FL
2017-01-08,100.0
2017-04-23,53.0
2017-05-07,79.0
2017-06-04,29.0
2017-06-11,40.0
2017-06-18,44.0
2017-07-02,35.0
2017-07-09,51.0
2017-07-16,30.0
2017-07-23,50.0
2017-07-30,70.0
2017-08-27,34.0
2017-09-10,28.0
2017-10-08,26.0
2017-11-12,30.0
2017-11-19,27.0
2017-12-03,24.0
2017-12-31,18.0
2018-01-07,75.3168700093212
2018-02-04,22.151128336081896
2018-02-11,31.01461333715742
2018-02-18,20.681465002509555
2018-03-18,40.36293000501911
2018-03-25,20.181465002509555
2018-04-29,31.99944500394359
2018-05-13,23.635960002868064
2018-05-20,19.196633335723387
2018-06-17,23.135960002868064
2018-06-24,22.151128336081896
2018-09-02,18.21180166893722
2018-09-30,28.06011833679891
2018-10-14,37.9084350046606
2018-10-28,28.06011833679891
2018-11-18,29.04495000358508
2018-12-02,31.99944500394359
2018-12-09,24.62079166965423
2019-01-20,26.090455003226573
2019-03-03,45.28708833894996
2019-03-10,24.12079166965423
2019-03-17,39.378098338232945
2019-03-31,40.86293000501911
2019-04-14,79.25619667646589
2019-05-05,36.92360333787444
2019-05-12,34.9539400043021
2019-05-19,27.075286670012744
2019-07-07,24.12079166965423
2019-08-04,21.666296669295726
2019-08-18,20.181465002509555
2019-09-01,64.98372167467335
2019-09-15,31.01461333715742
2019-09-22,20.681465002509555
2019-11-03,36.92360333787444
2019-11-10,23.135960002868064
2019-11-24,34.9539400043021
2019-12-29,19.196633335723387
2020-01-05,31.01461333715742
2020-02-09,18.21180166893722
2020-02-16,52.180910006453146
2020-03-29,12.302811668220201
2020-04-05,14.27247500179254
2020-05-10,25.105623336440402
2020-05-17,16.242138335364878
2020-05-31,15.75730666857871
2020-06-07,13.787643335006372
2020-06-21,13.787643335006372
2020-07-05,22.651128336081896
2020-07-26,13.787643335006372
2020-08-09,80.74102834325205
2020-09-20,13.787643335006372
2020-09-27,24.12079166965423
2020-10-18,24.12079166965423
2020-11-22,29.04495000358508
2020-12-13,96.98316667861693
2020-12-27,20.181465002509555
2021-01-10,28.56011833679891
2021-01-17,19.696633335723387
2021-01-31,49.72641500609464
2021-02-14,18.21180166893722
2021-02-21,14.77247500179254
2021-03-07,29.04495000358508
2021-04-11,38.893266671446774
2021-04-18,20.681465002509555
2021-04-25,44.80225667216379
2021-05-02,15.25730666857871
2021-05-09,37.9084350046606
2021-06-06,16.242138335364878
2021-07-04,20.181465002509555
2021-08-08,40.86293000501911
2021-08-15,31.01461333715742
2021-08-22,64.98372167467335
2021-10-10,25.105623336440402
2021-12-12,20.681465002509555
2022-01-02,18.423603337874436
2022-01-09,19.393266671446774
2022-01-30,35.87754334217653
2022-02-06,27.150573340025485
2022-03-13,31.029226674314838
2022-03-20,15.514613337157419
2022-04-10,14.54495000358508
2022-04-24,11.635960002868064
2022-05-01,94.05734335651685
2022-06-12,14.54495000358508
2022-06-19,20.362930005019113
2022-06-26,14.54495000358508
2022-08-21,18.423603337874436
2022-08-28,23.271920005736128
2022-09-04,37.81687000932121
2022-09-11,20.362930005019113
2022-09-18,13.575286670012742
2022-09-25,13.575286670012742
2022-10-02,14.54495000358508
2022-10-09,15.514613337157419
2022-10-16,20.362930005019113
2022-11-13,29.08990000717016
2022-11-27,15.514613337157419
2022-12-11,15.514613337157419
2022-12-18,29.08990000717016
2022-12-25,49.452830012189274
