,MVT_GT_Columbus OH
2017-01-01,70.0
2017-01-15,51.0
2017-02-05,22.0
2017-02-12,30.0
2017-02-19,24.0
2017-04-02,23.0
2017-04-09,29.0
2017-04-30,32.0
2017-05-14,21.0
2017-05-28,26.0
2017-06-04,29.0
2017-06-11,26.0
2017-08-13,27.0
2017-09-03,23.0
2017-10-29,25.0
2017-11-05,25.0
2017-11-12,60.0
2018-02-11,24.86615523752865
2018-03-18,24.86615523752865
2018-03-25,27.667855788847454
2018-05-27,28.818706064506856
2018-06-10,20.91360441055044
2018-06-24,58.78826240467312
2018-07-08,22.064454686209842
2018-07-22,29.969556340166257
2018-07-29,23.715304961869247
2018-09-02,40.17635854544148
2018-09-09,20.91360441055044
2018-10-14,28.818706064506856
2018-12-02,29.969556340166257
2018-12-23,32.771256891485066
2019-01-06,25.517005513188053
2019-01-13,32.771256891485066
2019-01-27,32.771256891485066
2019-02-10,66.19336405862953
2019-03-03,54.33571157769491
2019-03-17,19.26275413489104
2019-04-07,41.82720882110088
2019-04-14,28.818706064506856
2019-04-28,20.91360441055044
2019-05-19,48.081460199397895
2019-05-26,74.09846571258595
2019-06-23,24.86615523752865
2019-08-18,23.215304961869247
2019-08-25,100.115471225774
2019-09-01,25.517005513188053
2019-09-15,71.79676516126713
2019-10-13,20.91360441055044
2019-11-17,31.62040661582566
2019-11-24,22.064454686209842
2019-12-08,36.22380771846327
2019-12-29,26.017005513188053
2020-01-12,20.41360441055044
2020-01-19,16.961053583572234
2020-02-09,36.22380771846327
2020-04-05,44.128909372419685
2020-07-26,33.92210716714447
2020-08-16,65.04251378297013
2020-09-13,62.74081323165132
2020-10-04,26.017005513188053
2020-10-25,18.111903859231635
2020-11-15,55.98656185335431
2020-11-22,36.22380771846327
2020-11-29,35.07295744280387
2020-12-13,27.167855788847454
2020-12-27,23.215304961869247
2021-01-03,22.564454686209842
2021-01-17,20.91360441055044
2021-01-31,66.19336405862953
2021-02-28,58.28826240467312
2021-03-07,49.7323104750573
2021-03-14,67.34421433428894
2021-04-25,19.76275413489104
2021-05-02,23.215304961869247
2021-05-23,33.92210716714447
2021-07-04,39.52550826978208
2021-07-11,48.081460199397895
2021-07-18,52.034011026376106
2021-07-25,20.41360441055044
2021-08-01,31.12040661582566
2021-08-15,62.74081323165132
2021-08-29,52.534011026376106
2021-09-19,35.07295744280387
2021-09-26,24.86615523752865
2021-10-10,35.07295744280387
2021-10-17,50.3831607507167
2021-10-24,36.22380771846327
2021-11-07,27.667855788847454
2021-11-28,31.12040661582566
2021-12-12,33.92210716714447
2021-12-19,36.22380771846327
2021-12-26,48.581460199397895
2022-01-09,26.034011026376103
2022-01-16,78.1020330791283
2022-01-23,42.95611819352057
2022-01-30,50.7663215014334
2022-02-06,29.939112680332517
2022-02-13,41.654417642201764
2022-02-27,15.620406615825662
2022-03-06,32.542513782970126
2022-03-13,41.654417642201764
2022-03-27,57.27482425802742
2022-04-03,19.525508269782076
2022-04-24,24.732310475057297
2022-05-01,45.55951929615818
2022-05-08,80.70543418176592
2022-05-15,67.68842866857787
2022-05-22,52.068022052752205
2022-05-29,29.939112680332517
2022-06-05,75.4986319764907
2022-06-12,28.63741212901371
2022-06-19,40.35271709088296
2022-06-26,24.732310475057297
2022-07-03,18.22380771846327
2022-07-10,75.4986319764907
2022-07-17,28.63741212901371
2022-07-24,75.4986319764907
2022-07-31,28.63741212901371
2022-08-07,26.034011026376103
2022-08-14,19.525508269782076
2022-08-28,19.525508269782076
2022-09-11,27.33571157769491
2022-09-18,37.74931598824535
2022-09-25,24.732310475057297
2022-10-02,54.67142315538982
2022-10-09,32.542513782970126
2022-10-16,40.35271709088296
2022-10-23,54.67142315538982
2022-10-30,48.16292039879579
2022-11-20,27.33571157769491
2022-11-27,45.55951929615818
2022-12-04,23.430609923738494
2022-12-11,24.732310475057297
2022-12-18,130.1700551318805
