,MVT_GT_Seattle-Tacoma WA
2017-01-01,33.0
2017-01-08,21.0
2017-01-22,26.0
2017-02-05,23.0
2017-02-12,20.0
2017-02-19,11.0
2017-03-05,17.0
2017-03-12,30.0
2017-03-19,12.0
2017-03-26,10.0
2017-04-02,26.0
2017-04-09,32.0
2017-04-23,21.0
2017-04-30,29.0
2017-05-07,68.0
2017-05-14,32.0
2017-05-28,23.0
2017-06-04,14.0
2017-06-18,32.0
2017-06-25,21.0
2017-07-02,37.0
2017-07-09,21.0
2017-07-16,40.0
2017-07-23,23.0
2017-08-06,13.0
2017-08-13,18.0
2017-08-20,20.0
2017-08-27,25.0
2017-09-03,11.0
2017-09-10,42.0
2017-09-17,18.0
2017-09-24,10.0
2017-10-08,11.0
2017-10-15,21.0
2017-10-29,23.0
2017-11-12,26.0
2017-11-19,18.0
2017-11-26,24.0
2017-12-03,19.0
2017-12-10,20.0
2017-12-17,15.0
2017-12-24,35.0
2017-12-31,11.0
2018-01-07,16.0
2018-01-14,37.0
2018-01-28,21.0
2018-02-11,22.0
2018-03-04,13.0
2018-03-11,53.0
2018-03-18,61.0
2018-03-25,26.0
2018-04-01,30.0
2018-04-08,48.0
2018-04-15,22.0
2018-05-06,16.0
2018-05-13,34.0
2018-05-27,11.0
2018-06-03,13.0
2018-06-10,14.0
2018-06-17,34.0
2018-06-24,9.0
2018-07-01,15.0
2018-07-08,27.0
2018-07-15,35.0
2018-07-22,26.0
2018-07-29,33.0
2018-08-05,41.0
2018-08-19,32.0
2018-09-09,57.0
2018-09-23,20.0
2018-09-30,23.0
2018-10-07,30.0
2018-10-14,27.0
2018-10-21,30.0
2018-10-28,18.0
2018-11-04,23.0
2018-11-11,20.0
2018-11-25,15.0
2018-12-09,49.0
2018-12-23,24.0
2018-12-30,11.0
2019-01-06,10.0
2019-01-13,22.0
2019-01-20,24.0
2019-01-27,20.0
2019-02-03,9.0
2019-02-10,18.0
2019-02-17,31.0
2019-02-24,13.0
2019-03-03,23.0
2019-03-10,21.0
2019-03-17,31.0
2019-03-31,31.0
2019-04-14,30.0
2019-04-21,31.0
2019-04-28,34.0
2019-05-19,20.0
2019-05-26,11.0
2019-06-09,26.0
2019-06-16,28.0
2019-06-23,15.0
2019-06-30,22.0
2019-07-14,17.0
2019-07-21,31.0
2019-07-28,20.0
2019-08-04,21.0
2019-08-11,31.0
2019-08-18,9.0
2019-08-25,24.0
2019-09-01,19.0
2019-09-15,16.0
2019-09-22,17.0
2019-09-29,23.0
2019-10-06,53.0
2019-10-13,16.0
2019-10-20,19.0
2019-11-03,29.0
2019-11-10,63.0
2019-11-17,12.0
2019-11-24,26.0
2019-12-01,29.0
2019-12-22,21.0
2019-12-29,10.0
2020-01-05,26.0
2020-01-12,29.0
2020-01-19,28.0
2020-02-09,79.0
2020-02-23,12.0
2020-03-01,24.0
