,MVT_GT_Raleigh-Durham (Fayetteville) NC
2017-01-08,35.0
2017-02-05,24.0
2017-02-26,29.0
2017-03-12,18.0
2017-03-19,25.0
2017-03-26,45.0
2017-04-30,21.0
2017-05-14,40.0
2017-05-21,24.0
2017-06-04,27.0
2017-06-18,27.0
2017-07-09,36.0
2017-07-16,61.0
2017-07-30,26.0
2017-08-06,100.0
2017-08-13,32.0
2017-08-27,28.0
2017-09-17,19.0
2017-10-08,16.0
2017-10-22,33.0
2017-10-29,51.0
2017-11-26,37.0
2017-12-24,55.0
2017-12-31,32.0
2018-01-07,24.347846653878136
2018-01-28,48.82151613642663
2018-02-18,17.10607494058173
2018-03-04,22.72531513988921
2018-04-01,44.95063027977842
2018-06-03,16.73189776925209
2018-06-17,45.32480745110807
2018-07-15,41.453921594459864
2018-07-29,22.72531513988921
2018-08-05,26.096200996537416
2018-08-12,40.20556725180059
2018-08-26,16.73189776925209
2018-09-09,41.953921594459864
2018-10-07,16.23189776925209
2018-10-21,47.07316179376735
2018-11-11,18.85442928324101
2018-12-02,17.10607494058173
2019-02-03,17.10607494058173
2019-02-17,37.70885856648202
2019-03-10,44.07645310844879
2019-03-24,31.2154411958449
2019-04-07,25.222023825207778
2019-04-14,14.109366255263168
2019-04-28,64.17923673434908
2019-05-19,31.2154411958449
2019-06-02,13.735189083933529
2019-06-09,30.341264024515258
2019-07-07,19.728606454570652
2019-07-21,15.85772059792245
2019-08-11,29.96708685318562
2019-08-25,22.22531513988921
2019-09-01,13.235189083933529
2019-09-08,12.861011912603889
2019-09-15,18.85442928324101
2019-09-22,40.20556725180059
2019-09-29,29.96708685318562
2019-10-20,25.722023825207778
2019-11-24,14.109366255263168
2019-12-01,14.98354342659281
2019-12-29,36.33468139515239
2020-01-05,57.311642192382315
2020-02-02,14.98354342659281
2020-03-08,12.861011912603889
2020-04-05,14.109366255263168
2020-04-12,10.738480398614966
2020-04-26,18.85442928324101
2020-05-17,28.218732510526337
2020-05-24,37.20885856648202
2020-05-31,35.96050422382274
2020-06-21,23.973669482548495
2020-07-05,40.20556725180059
2020-07-12,12.861011912603889
2020-07-19,15.35772059792245
2020-07-26,19.228606454570652
2020-08-09,16.73189776925209
2020-08-16,22.72531513988921
2020-09-20,20.102783625900294
2020-09-27,38.08303573781166
2020-10-25,74.91771713296404
2020-11-01,15.85772059792245
2020-11-15,14.98354342659281
2020-11-22,16.23189776925209
2020-11-29,29.09290968185598
2020-12-13,31.7154411958449
2020-12-20,33.83797270983382
2020-12-27,13.735189083933529
2021-01-17,14.109366255263168
2021-02-07,23.973669482548495
2021-02-28,13.235189083933529
2021-03-14,29.09290968185598
2021-03-28,17.98025211191137
2021-04-04,17.98025211191137
2021-04-11,13.735189083933529
2021-05-16,17.10607494058173
2021-05-23,17.10607494058173
2021-05-30,26.096200996537416
2021-06-27,29.09290968185598
2021-08-22,20.102783625900294
2021-08-29,30.841264024515258
2021-09-26,30.841264024515258
2021-10-03,17.98025211191137
2021-10-17,18.85442928324101
2021-12-12,17.98025211191137
2021-12-19,53.06657916440447
2021-12-26,16.23189776925209
2022-01-09,46.39796924487542
2022-01-30,17.960504223822742
2022-02-06,31.4308823916898
2022-02-13,15.7154411958449
2022-03-27,25.444047650415552
2022-04-03,22.450630279778427
2022-04-17,19.457212909141305
2022-05-15,22.450630279778427
2022-05-29,32.92759107700836
2022-06-05,32.17923673434908
2022-06-19,32.17923673434908
2022-06-26,14.218732510526337
2022-07-03,53.133158328808946
2022-07-10,15.7154411958449
2022-07-17,17.212149881163462
2022-07-24,39.662780160941885
2022-07-31,20.205567251800584
2022-08-07,59.11999307008319
2022-08-14,13.470378167867057
2022-08-21,55.37822135678679
2022-09-18,39.662780160941885
2022-10-23,47.89467793019398
2022-10-30,14.967086853185618
2022-11-06,43.404551874238294
2022-11-27,14.967086853185618
2022-12-04,16.46379553850418
2022-12-25,67.35189083933528
