,MVT_GT_Austin TX
2017-01-01,62.0
2017-01-08,48.0
2017-02-12,42.0
2017-03-05,49.0
2017-04-09,32.0
2017-04-23,79.0
2017-05-14,100.0
2017-06-04,33.0
2017-07-09,25.0
2017-07-16,22.0
2017-07-23,20.0
2017-07-30,58.0
2017-08-20,19.0
2017-09-17,18.0
2017-10-08,38.0
2017-10-22,29.0
2017-11-12,30.0
2017-11-26,58.0
2018-01-21,23.229359956554127
2018-01-28,21.251913293507947
2018-02-04,89.96254650012415
2018-02-25,20.26318996198486
2018-03-25,32.127869940261924
2018-04-01,22.740636625031037
2018-04-29,17.797019967415594
2018-05-06,58.823399891385314
2018-06-03,27.18425328264648
2018-06-10,17.797019967415594
2018-06-17,24.718083288077214
2018-07-08,31.139146608738834
2018-07-15,48.93616657615443
2018-07-22,32.127869940261924
2018-08-12,26.19552995112339
2018-08-19,18.285743298938684
2018-08-26,36.08276326635428
2018-09-09,25.2068066196003
2018-09-23,36.58276326635428
2018-10-07,31.639146608738834
2018-10-28,69.69935653813928
2018-11-18,35.09403993483119
2018-11-25,27.18425328264648
2018-12-02,23.229359956554127
2018-12-30,25.7068066196003
2019-01-06,59.3121232229084
2019-01-20,25.7068066196003
2019-02-03,97.87233315230885
2019-02-17,34.1053166033081
2019-05-05,26.19552995112339
2019-05-12,59.8121232229084
2019-06-23,44.981273250062074
2019-07-07,36.08276326635428
2019-07-14,57.834676559862224
2019-09-15,42.015103255492804
2019-09-29,17.797019967415594
2019-10-06,47.947443244631344
2019-11-24,51.90233657072369
2019-12-01,57.834676559862224
2019-12-08,39.04893326092354
2019-12-15,48.93616657615443
2019-12-22,23.729359956554127
2019-12-29,42.015103255492804
2020-01-12,17.797019967415594
2020-01-19,23.729359956554127
2020-01-26,55.35722989681605
2020-02-02,31.139146608738834
2020-02-23,46.958719913108254
2020-03-08,15.819573304369417
2020-03-29,38.06020992940046
2020-04-12,21.251913293507947
2020-04-26,56.34595322833914
2020-05-10,22.240636625031037
2020-05-17,37.07148659787737
2020-06-07,31.139146608738834
2020-06-21,49.92488990767752
2020-07-05,20.76318996198486
2020-07-19,22.740636625031037
2020-07-26,44.981273250062074
2020-08-09,15.819573304369417
2020-08-23,51.40233657072369
2020-09-20,32.127869940261924
2020-09-27,35.09403993483119
2020-10-04,25.7068066196003
2020-10-18,27.18425328264648
2020-11-15,54.86850656529296
2020-11-22,24.718083288077214
2021-01-03,34.1053166033081
2021-01-17,22.240636625031037
2021-01-31,30.150423277215744
2021-02-07,24.218083288077214
2021-02-14,54.86850656529296
2021-02-28,28.17297661416957
2021-03-14,20.76318996198486
2021-03-28,56.34595322833914
2021-04-04,15.319573304369417
2021-05-02,47.447443244631344
2021-05-09,21.251913293507947
2021-05-30,26.19552995112339
2021-06-13,16.808296635892503
2021-06-20,27.18425328264648
2021-07-04,52.89105990224678
2021-08-01,38.56020992940046
2021-09-05,16.808296635892503
2021-10-10,16.808296635892503
2021-11-14,32.127869940261924
2021-11-21,21.251913293507947
2021-12-12,30.150423277215744
2021-12-19,19.77446663046177
2021-12-26,43.003826587015894
2022-01-02,54.73701313058592
2022-01-16,30.30084655443149
2022-01-23,23.45871991310825
2022-02-06,37.14297319575473
2022-02-13,23.45871991310825
2022-02-27,22.481273250062074
2022-03-13,42.030206510985614
2022-04-10,21.503826587015897
2022-05-29,17.594039934831187
2022-06-19,22.481273250062074
2022-07-03,14.661699945692657
2022-07-10,15.639146608738834
2022-08-21,38.12041985880091
2022-08-28,17.594039934831187
2022-09-18,22.481273250062074
2022-09-25,41.05275984793944
2022-10-02,42.030206510985614
2022-10-30,25.413613239200604
2022-11-13,18.571486597877364
2022-11-20,31.278293217477668
2022-11-27,21.503826587015897
2022-12-18,53.75956646753974
